变量名,skillName,skillName_tw,skillName_en,skillName_kr,_beizhu,skillTypeShow,skillTypeShow_tw,skillTypeShow_en,describe,describe1,describe_tw,describe_en,describe_kr,simDesc,simDesc_tw,simDesc_en,simDesc_kr,starEffect,starEffectDesc,starEffectDesc1,starEffectDesc_tw,starEffectDesc_en,starEffectDesc_kr,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeEffectDesc_tw,zawakeEffectDesc_en,zawakeEffectDesc_kr,zawakeSimpleType,zawakeSimpleDesc,zawakeSimpleDesc_tw,zawakeSimpleDesc_en,zawakeSimpleDesc_kr,upLvDesc,upLvDesc_tw,upLvDesc_en,upLvDesc_kr,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,targetTypeDesc_en,targetTypeDesc_kr,targetTypeDesc_tw,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc
38413,Bullet Seed,種子機關槍,Bullet Seed,?? ???,甜竹竹,,,,"Bounsweet shoots seed bullets at a single enemy, inflicting (#C0xE69900#500% P.ATK#C0x5B545B#+$(skillLevel*4*75)$) #C0xF13B54#P. DMG#C0x5B545B# and reducing 40% P.ATK for enemies in the target's row for 3 rounds. Later, increases own Speed by 30% for 1 round and resets the small skill cooldown.",,甜竹竹連續噴出種子攻擊敵方單體目標，造成#C0xE69900#500%物攻#C0x5B545B#+$(skillLevel*4*75)$的#C0xF13B54#物理傷害#C0x5B545B#，降低目標所在列40%物攻3回合，攻擊後提升自身30%速度1回合，並重置自身小技能冷卻,"Bounsweet shoots seed bullets at a single enemy, inflicting (#C0xE69900#500% P.ATK#C0x5B545B#+$(skillLevel*4*75)$) #C0xF13B54#P. DMG#C0x5B545B# and reducing 40% P.ATK for enemies in the target's row for 3 rounds. Later, increases own Speed by 30% for 1 round and resets the small skill cooldown.","???? ?? ?? ???? ? ??? 1???? #C0xE69900#?? ???? 500%#C0x5B545B#+$(skillLevel*4*75)$? #C0xF13B54#?? ??#C0x5B545B#? ???, ??? ?? ?? ??? ?? ??? ?? ???? 3? ? 40% ?????. ?? ? 1? ? ??? ???? 30% ????, ??? ?? ?? ???? ?????","Bounsweet shoots seed bullets at a single enemy, reduces its P.ATK and resets own small skill cooldown",甜竹竹連續噴出種子攻擊敵方單體目標，降低目標物攻，並重置自身小技能冷卻,"Bounsweet shoots seed bullets at a single enemy, reduces its P.ATK and resets own small skill cooldown",???? ?? ?? ???? ? ??? 1??? ?? ???? ????? ??? ?? ?? ???? ?????,<11>,"Extra effect: When attacking a target with lower P.ATK than yours, it has a 80% chance of 【Fascinating】 the target for 1-2 rounds (Fascinate: Control effect, force the target to attack its allies with basic attacks)",,額外效果：攻擊物攻低於自身的目標有80%概率【魅惑】其1-2回合（魅惑：控制效果，強制使用普攻攻擊友方）,"Extra effect: When attacking a target with lower P.ATK than yours, it has a 80% chance of 【Fascinating】 the target for 1-2 rounds (Fascinate: Control effect, force the target to attack its allies with basic attacks)","?? ??: ?? ???? ???? ?? ??? ???? 80%? ??? ??? 1-2? ? [??] ??? ???(??: ?? ??, ??? ??? ?????? ???? ???)",<79003>,甜竹竹连续喷出种子攻击敌方单体目标，造成#C0xE69900#500%物攻#C0x5B545B#+$(skillLevel*4*75)$的#C0xF13B54#物理伤害#C0x5B545B#，降低目标所在列40%物攻3回合，攻击后提升自身50%速度1回合，并重置自身小技能冷却,,,,,1,攻击后提升自身30%速度1回合\n#F20# \n#F40##C0x5c9970#→攻击后提升自身50%速度1回合,,,,DMG+300,固定傷害+300,DMG+300,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,0,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,?? ?,敵方單體,物攻,self:damage()*5+(self:flag(99) and skillLevel or skillLevel*4)*75,,,,,<384131;384132;384133;384134>,,,,,1000,,,,,3,{x=-650;y=0},,,,skill2,,,,3400,{scale=1.2;startLast=50;delayLast=3400;endLast=50},3400,{'scale'=1.2;'startLast'=50;'delayLast'=3400;'endLast'=50},<img_761_tzz@>,,,,,{res=hero_sound/tzz_sk2.mp3;loop=0;delay=0},,,,,,
38415,404404,,404404,,甜竹竹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,2,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<384151>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38416,Leaf Guard,葉子防守,Leaf Guard,??? ??,甜竹竹,,,,"Halo Skill: Reduce all enemy #C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B# P.ATK. \nAfter attack, if Bounsweet full anger and the target is not dead, it will immediately release Ultimate Skill (Trigger once only)",,光環技：降低敵方全體#C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B#物攻\n攻擊後若滿怒且目標未死亡，甜竹竹會立即釋放必殺技（僅觸發一次）,"Halo Skill: Reduce all enemy #C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B# P.ATK. \nAfter attack, if Bounsweet full anger and the target is not dead, it will immediately release Ultimate Skill (Trigger once only)",??? ??: ? ??? ?? ??? #C0x5c9970#$(15+skillLevel*0.1-0.1)$%? #C0x5B545B#?????.\n??? ? ???? ?? ?? ?? ??? ???? ?? ?? ???? ???? ?? ????. (? ?? ??),Aura Skill: Causes all enemies to lose $(10+skillLevel*0.05-0.05)$% P.ATK,光環技：降低敵方全體$(10+skillLevel*0.05-0.05)$%物攻,Aura Skill: Causes all enemies to lose $(10+skillLevel*0.05-0.05)$% P.ATK,??? ??: ?? ?? ?? ???? $(10+skillLevel*0.05-0.05)$% ?????,<8>,"Extra effect: For every Grass type ally Pokémon on the field, gains +10% negative effect resistance and immunity to control",,額外效果：場上每存在一個友方草系精靈，自身負面效果抵抗率和免控率提升10%,"Extra effect: For every Grass type ally Pokémon on the field, gains +10% negative effect resistance and immunity to control",?? ??: ??? ???? ?? ? ?? ??? ? ???? ??? ??? ?? ??? ? ?? ???? 10% ????,<79004>,光环技：降低敌方全体#C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B#物攻和10%物防\n攻击后若满怒且目标未死亡，甜冷美后会立即释放必杀技（仅触发一次）,,,,,1,#C0x5c9970#光环技额外降低目标10%物防,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<384161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38421,Leaf Strike,葉片打擊,Leaf Strike,??? ??,甜舞妮,,,,"Steenee attacks an enemy with the leaf on its head, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B#, and increasing own P.ATK by 15% for 3 rounds (Stacks up to 3 times)",,甜舞妮用頭上的葉片打擊敵方單體目標，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，提升自身15%物攻3回合（可疊加3層）,"Steenee attacks an enemy with the leaf on its head, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B#, and increasing own P.ATK by 15% for 3 rounds (Stacks up to 3 times)",????? ??? ????? ? ??? 1??? ??? #C0xE69900#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ??? ?? ???? 15% ????(?? 3??? ??),"Steenee attacks an enemy with the leaf on its head, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B#",甜舞妮用頭上的葉片打擊敵方單體目標，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，,"Steenee attacks an enemy with the leaf on its head, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B#","????? ??? ????? ? ??? 1??? ??? #C0xE69900#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???,",,,,,,,<79001>,甜舞妮用头上的叶片打击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身20%物攻3回合（可叠加3层）,,,,,1,提升自身15%物攻3回合\n#F20# \n#F40##C0x5c9970#→提升自身20%物攻3回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,0,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*0.9+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<384211;384212>,,,,,,,240,,,1,{x=-400;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/twn_atk.mp3;loop=0;delay=0},,,,,,
38422,Multiple Kicks,連環踢,Multiple Kicks,?? ???,甜舞妮,,,,"Steenee dashes to a single enemy and gives it multiple kicks, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54# P.DMG#C0x5B545B#. If the target has lower P.ATK than Steenee, basic attacks it 1 time.",,甜舞妮飛快沖向敵人然後施展出連環踢攻擊敵方單體目標，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，若目標物攻低於自身，則追加一次普攻,"Steenee dashes to a single enemy and gives it multiple kicks, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54# P.DMG#C0x5B545B#. If the target has lower P.ATK than Steenee, basic attacks it 1 time.",????? ??? ?? ?? ???? ?? ???? ? ??? 1??? ??? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???. ?? ??? ?? ???? ???? ??? ??? ?? ??? 1? ???,"Steenee dashes to a single enemy and gives it multiple kicks, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#.",甜舞妮飛快沖向敵人然後施展出連環踢攻擊敵方單體目標，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，,"Steenee dashes to a single enemy and gives it multiple kicks, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#.","????? ??? ?? ?? ???? ?? ???? ? ??? 1??? ??? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???,",,,,,,,<79002>,甜舞妮飞快冲向敌人然后施展出连环踢攻击敌方单体目标，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理伤害#C0x5B545B#，并立即追加一次普攻,,,,,1,若目标物攻低于自身，则追加一次普攻\n#F20# \n#F40##C0x5c9970#→并立即追加一次普攻,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,0,4,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,,<384221;384222;384223>,,,,,,,360,,,2,{x=-370;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/twn_sk1.mp3;loop=0;delay=0},,,,,,
38423,Seed Beam,種子光束,Seed Beam,?? ???,甜舞妮,,,,"Steenee gathers energy and shoots the seed beam at a single enemy, inflicting (#C0xE69900#510% P.ATK#C0x5B545B#+$(skillLevel*4*75)$) #C0xF13B54#P. DMG#C0x5B545B# and reducing 40% P.ATK for enemies in the target's row for 3 rounds. Later, increases own Speed by 30% for 1 round and resets the small skill cooldown.",,甜舞妮彙聚能量發出種子光束攻擊敵方單體目標，造成#C0xE69900#510%物攻#C0x5B545B#+$(skillLevel*4*75)$的#C0xF13B54#物理傷害#C0x5B545B#，降低目標所在列40%物攻3回合，攻擊後提升自身30%速度1回合，並重置自身小技能冷卻,"Steenee gathers energy and shoots the seed beam at a single enemy, inflicting (#C0xE69900#510% P.ATK#C0x5B545B#+$(skillLevel*4*75)$) #C0xF13B54#P. DMG#C0x5B545B# and reducing 40% P.ATK for enemies in the target's row for 3 rounds. Later, increases own Speed by 30% for 1 round and resets the small skill cooldown.","????? ???? ?? ?? ???? ? ??? 1??? ?? ??? #C0xE69900#?? ???? 510%#C0x5B545B#+$(skillLevel*4*75)$? #C0xF13B54#?? ??#C0x5B545B#? ???, ??? ?? ?? ??? ?? ??? ?? ???? 3? ? 40% ?????. ?? ? 1? ? ??? ???? 30% ????, ??? ?? ?? ???? ?????","Steenee gathers energy and shoots the seed beam at a single enemy, reducing its P.ATK and resetting own small skill cooldown",甜舞妮彙聚能量發出種子光束攻擊敵方單體目標，降低目標物攻，並重置自身小技能冷卻,"Steenee gathers energy and shoots the seed beam at a single enemy, reducing its P.ATK and resetting own small skill cooldown",????? ???? ?? ?? ???? ? ??? 1??? ?? ??? ?? ???? ????? ??? ?? ?? ???? ?????,<11>,"Extra effect: When attacking a target with lower P.ATK than yours, it has a 80% chance of 【Fascinating】 the target for 1-2 rounds (Fascinate: Control effect, force the target to attack its allies with basic attacks)",,額外效果：攻擊物攻低於自身的目標有80%概率【魅惑】其1-2回合（魅惑：控制效果，強制使用普攻攻擊友方）,"Extra effect: When attacking a target with lower P.ATK than yours, it has a 80% chance of 【Fascinating】 the target for 1-2 rounds (Fascinate: Control effect, force the target to attack its allies with basic attacks)","?? ??: ?? ???? ???? ?? ??? ???? 80%? ??? ??? 1-2? ? [??] ??? ???(??: ?? ??, ??? ??? ?????? ???? ???)",<79003>,甜舞妮汇聚能量发出种子光束攻击敌方单体目标，造成#C0xE69900#510%物攻#C0x5B545B#+$(skillLevel*4*75)$的#C0xF13B54#物理伤害#C0x5B545B#，降低目标所在列40%物攻3回合，攻击后提升自身50%速度1回合，并重置自身小技能冷却,,,,,1,攻击后提升自身30%速度1回合\n#F20# \n#F40##C0x5c9970#→攻击后提升自身50%速度1回合,,,,DMG+300,固定傷害+300,DMG+300,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,0,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,?? ?,敵方單體,物攻,self:damage()*5.1+(self:flag(99) and skillLevel or skillLevel*4)*75,,,,,<384231;384232;384233;384234>,,,,,1000,,,,,3,{x=-600;y=0},,,,skill2,,,,4400,{scale=1.2;startLast=50;delayLast=4400;endLast=50},4400,{'scale'=1.2;'startLast'=50;'delayLast'=4400;'endLast'=50},<img_762_twn@>,,,,,{res=hero_sound/twn_sk2.mp3;loop=0;delay=0},,,,,,
38425,404404,,404404,,甜舞妮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,2,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<384251>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38426,Leaf Guard,葉子防守,Leaf Guard,??? ??,甜舞妮,,,,"Halo Skill: Reduce all enemy #C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B# P.ATK. \nAfter attack, if Steenee full anger and the target is not dead, it will immediately release Ultimate Skill (Trigger once only)",,光環技：降低敵方全體#C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B#物攻\n攻擊後若滿怒且目標未死亡，甜舞妮會立即釋放必殺技（僅觸發一次）,"Halo Skill: Reduce all enemy #C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B# P.ATK. \nAfter attack, if Steenee full anger and the target is not dead, it will immediately release Ultimate Skill (Trigger once only)",??? ??: ? ??? ?? ??? #C0x5c9970#$(15+skillLevel*0.1-0.1)$%? #C0x5B545B#?????.\n??? ? ???? ?? ?? ?? ??? ???? ?? ?? ????? ???? ?? ????. (? ?? ??),Aura Skill: Causes all enemies to lose $(10+skillLevel*0.05-0.05)$% P.ATK,光環技：降低敵方全體$(10+skillLevel*0.05-0.05)$%物攻,Aura Skill: Causes all enemies to lose $(10+skillLevel*0.05-0.05)$% P.ATK,??? ??: ?? ?? ?? ???? $(10+skillLevel*0.05-0.05)$% ?????,<8>,"Extra effect: For every Grass type ally Pokémon on the field, gains +10% negative effect resistance and immunity to control",,額外效果：場上每存在一個友方草系精靈，自身負面效果抵抗率和免控率提升10%,"Extra effect: For every Grass type ally Pokémon on the field, gains +10% negative effect resistance and immunity to control",?? ??: ??? ???? ?? ? ?? ??? ? ???? ??? ??? ?? ??? ? ?? ???? 10% ????,<79004>,光环技：降低敌方全体#C0x5c9970#$(15+skillLevel*0.1-0.1)$%#C0x5B545B#物攻和10%物防\n攻击后若满怒且目标未死亡，甜冷美后会立即释放必杀技（仅触发一次）,,,,,1,#C0x5c9970#光环技额外降低目标10%物防,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<384261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38431,Tap Tap,踢踏,Tap Tap,???,甜冷美后,,,,"Tsareena lands an intense kick on a single enemy, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$)#C0xF13B54# P.DMG#C0x5B545B# and increasing own P.ATK by 15% for 3 rounds (Stacks up to 3 times)",,甜冷美後用腳踢踏敵方單體目標，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，提升自身15%物攻3回合（可疊加3層）,"Tsareena lands an intense kick on a single enemy, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$)#C0xF13B54# P.DMG#C0x5B545B# and increasing own P.ATK by 15% for 3 rounds (Stacks up to 3 times)",???? ?? ? ??? 1??? ??? #C0xE69900#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ??? ?? ???? 15% ????(?? 3??? ??),"Tsareena lands an intense kick on a single enemy, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$)#C0xF13B54# P.DMG#C0x5B545B# and increasing own P.ATK by 10% for 2 rounds (Stacks up to 3 times)",甜冷美後用腳踢踏敵方單體目標，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，提升自身10%物攻2回合（可疊加3層）,"Tsareena lands an intense kick on a single enemy, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$)#C0xF13B54# P.DMG#C0x5B545B# and increasing own P.ATK by 10% for 2 rounds (Stacks up to 3 times)",???? ?? ? ??? 1??? ??? #C0xE69900#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 2? ? ??? ?? ???? 10% ????(?? 3??? ??),,,,,,,<79001>,甜冷美后用脚踢踏敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身20%物攻3回合（可叠加3层）,,,,,1,提升自身15%物攻3回合\n#F20# \n#F40##C0x5c9970#→提升自身20%物攻3回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,0,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<384311;384312>,,,,,,,240,,,1,{x=-60;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/tlmh_atk.mp3;loop=0;delay=0},,,,,,
38432,Leaf Storm,飛葉風暴,Leaf Storm,??? ??,甜冷美后,,,,"Tsareena whips up a storm of leaves around a single enemy, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$)#C0xF13B54# P.DMG#C0x5B545B#. If a single enemy has lower P.ATK than Tsareena, basic attacks it 1 time",,甜冷美後用尖尖的葉片向對手卷起風暴攻擊敵方單體目標，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，若目標物攻低於自身，則追加一次普攻,"Tsareena whips up a storm of leaves around a single enemy, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$)#C0xF13B54# P.DMG#C0x5B545B#. If a single enemy has lower P.ATK than Tsareena, basic attacks it 1 time",???? ??? ????? ???? ??? ? ??? 1???? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???. ?? ??? ?? ???? ???? ??? ??? ?? ??? 1? ???,"Tsareena whips up a storm of leaves around a single enemy, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$)#C0xF13B54# P.DMG#C0x5B545B#. If a single enemy has lower P.ATK than Tsareena, basic attacks it 1 time",甜冷美後用尖尖的葉片向對手卷起風暴攻擊敵方單體目標，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，若目標物攻低於自身，則追加一次普攻,"Tsareena whips up a storm of leaves around a single enemy, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$)#C0xF13B54# P.DMG#C0x5B545B#. If a single enemy has lower P.ATK than Tsareena, basic attacks it 1 time",???? ??? ????? ???? ??? ? ??? 1???? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???. ?? ??? ?? ???? ???? ??? ??? ?? ??? 1? ???,,,,,,,<79002>,甜冷美后用尖尖的叶片向对手卷起风暴攻击敌方单体目标，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理伤害#C0x5B545B#，并立即追加一次普攻,,,,,1,若目标物攻低于自身，则追加一次普攻\n#F20# \n#F40##C0x5c9970#→并立即追加一次普攻,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,0,4,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,,<384321;384322;384323>,,,,,,,360,,,2,{x=-450;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/tlmh_sk1.mp3;loop=0;delay=0},,,,,,
38433,Trop Kick,熱帶踢,Trop Kick,?? ???,甜冷美后,,,,"Tsareena lands an intense kick of tropical origins on the target. Inflicts (#C0xE69900#520% P.ATK#C0x5B545B#+$(skillLevel*4*75)$)#C0xF13B54# P.DMG#C0x5B545B# and causes targets in a single enemy's row to lose 40% P.ATK for 3 rounds. Later, increases own Speed by 30% for 1 round and resets the small skill cooldown",,甜冷美後躍向空中，向敵方單體目標使出來自南國的火熱腳踢，造成#C0xE69900#520%物攻#C0x5B545B#+$(skillLevel*4*75)$的#C0xF13B54#物理傷害#C0x5B545B#，降低目標所在列40%物攻3回合，攻擊後提升自身30%速度1回合，並重置自身小技能冷卻,"Tsareena lands an intense kick of tropical origins on the target. Inflicts (#C0xE69900#520% P.ATK#C0x5B545B#+$(skillLevel*4*75)$)#C0xF13B54# P.DMG#C0x5B545B# and causes targets in a single enemy's row to lose 40% P.ATK for 3 rounds. Later, increases own Speed by 30% for 1 round and resets the small skill cooldown","???? ???? ?? ?? ? ??? 1??? ?? ???? ??? ?? ???? ?? #C0xE69900#?? ???? 520%#C0x5B545B#+$(skillLevel*4*75)$? #C0xF13B54#?? ??#C0x5B545B#? ???, ??? ?? ?? ??? ?? ??? ?? ???? 3? ? 40% ?????. ?? ? 1? ? ??? ???? 30% ????, ??? ?? ?? ???? ?????",Tsareena lands an intense kick of tropical origins on the target. Reduces the target's P.ATK and resets own small skill cooldown,甜冷美後躍向空中，向敵方單體目標使出來自南國的火熱腳踢，降低目標物攻，並重置自身小技能冷卻,Tsareena lands an intense kick of tropical origins on the target. Reduces the target's P.ATK and resets own small skill cooldown,???? ???? ?? ?? ? ??? 1??? ?? ???? ??? ?? ???? ?? ?? ???? ????? ??? ?? ?? ???? ?????,<11>,"Extra effect: When attacking a target with lower P.ATK than yours, it has a 80% chance of 【Fascinating】 the target for 1-2 rounds (Fascinate: Control effect, force the target to attack its allies with basic attacks)",,額外效果：攻擊物攻低於自身的目標有80%概率【魅惑】其1-2回合（魅惑：控制效果，強制使用普攻攻擊友方）,"Extra effect: When attacking a target with lower P.ATK than yours, it has a 80% chance of 【Fascinating】 the target for 1-2 rounds (Fascinate: Control effect, force the target to attack its allies with basic attacks)","?? ??: ?? ???? ???? ?? ??? ???? 80%? ??? ??? 1-2? ? [??] ??? ???(??: ?? ??, ??? ??? ?????? ???? ???)",<79003>,甜冷美后跃向空中，向敌方单体目标使出来自南国的火热脚踢，造成#C0xE69900#520%物攻#C0x5B545B#+$(skillLevel*4*75)$的#C0xF13B54#物理伤害#C0x5B545B#，降低目标所在列40%物攻3回合，攻击后提升自身50%速度1回合，并重置自身小技能冷却,,,,,1,攻击后提升自身30%速度1回合\n#F20# \n#F40##C0x5c9970#→攻击后提升自身50%速度1回合,,,,DMG+300,固定傷害+300,DMG+300,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,0,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,?? ?,敵方單體,物攻,self:damage()*5.2+(self:flag(99) and skillLevel or skillLevel*4)*75,,,,,<384331;384332;384333;384334;384335>,,,,,1000,,,,,3,{x=-200;y=0},,,,skill2,,,,5066.6,{scale=1.2;startLast=50;delayLast=5066.6;endLast=50},5066.6,{'scale'=1.2;'startLast'=50;'delayLast'=5066.6;'endLast'=50},<img_763_tlmh@>,,TRUE,,,{res=hero_sound/tlmh_sk2.mp3;loop=0;delay=0},,,,,,
