变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,award,vip,activeDays,jumpTo
10858,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10859,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6192=50},,,
10860,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
10861,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6192=60},,,
,,,,,,,,,,
10870,限时宝箱-充值送-5000档位,10058,22,60,,充值60钻石,{gold=60000;2102=10;rmb=60;14=10},,,
10871,限时宝箱-充值送-5000档位,10058,22,300,,充值300钻石,{gold=60000;2102=10;5000=30;14=10},,,
10872,限时宝箱-充值送-5000档位,10058,22,600,,充值600钻石,{gold=60000;2102=10;930=30;14=10},,,
10873,限时宝箱-充值送-5000档位,10058,22,980,,充值980钻石,{gold=80000;902=20;2103=10;14=15},,,
10874,限时宝箱-充值送-5000档位,10058,22,1980,,充值1980钻石,{gold=80000;502=15;2103=10;14=15},,,
10875,限时宝箱-充值送-5000档位,10058,22,3280,,充值3280钻石,{gold=100000;902=30;2103=10;14=15},,,
10876,限时宝箱-充值送-5000档位,10058,22,6480,,充值6480钻石,{gold=100000;502=30;6053=1;14=20},,,
10877,限时宝箱-充值送-5000档位,10058,22,9680,,充值9680钻石,{gold=120000;501=5;6052=1;14=20},,,
10878,限时宝箱-充值送-5000档位,10058,22,12000,,充值12000钻石,{gold=120000;902=50;6054=1;14=30},,,
10879,限时宝箱-充值送-5000档位,10058,22,15000,,充值15000钻石,{gold=180000;502=30;6051=1;14=30},,,
10880,限时宝箱-充值送-5000档位,10058,22,20000,,充值20000钻石,{gold=200000;902=50;942=1;14=50},,,
10881,限时宝箱-充值送-5000档位,10058,22,25000,,充值25000钻石,{gold=300000;521=30;604=50;14=50},,,
10882,限时宝箱-充值送-5000档位,10058,22,30000,,充值30000钻石,{gold=500000;902=50;963=2;14=70},,,
10883,限时宝箱-充值送-5000档位,10058,22,40000,,充值40000钻石,{gold=500000;2153=1;501=5;14=70},,,
10884,限时宝箱-充值送-5000档位,10058,22,50000,,充值50000钻石,{gold=1000000;521=30;604=50;14=100},,,
,,,,,,,,,,
10890,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10891,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6193=10},,,
10892,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10893,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6193=20},,,
10894,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10895,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6193=30},,,
10896,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10897,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6193=40},,,
10898,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10899,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6193=50},,,
10900,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
10901,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6193=60},,,
,,,,,,,,,,
10910,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10911,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6194=10},,,
10912,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10913,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6194=20},,,
10914,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10915,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6194=30},,,
10916,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10917,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6194=40},,,
10918,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10919,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6194=50},,,
10920,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
10921,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6194=60},,,
,,,,,,,,,,
10930,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10931,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6195=10},,,
10932,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10933,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6195=20},,,
10934,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10935,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6195=30},,,
10936,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10937,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6195=40},,,
10938,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10939,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6195=50},,,
10940,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
10941,打开后可选择雷公碎片，圆陆鲨碎片，牙牙碎片，克雷色利亚碎片其中之一,10061,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6195=60},,,
,,,,,,,,,,
10950,充值返钻-韩服,10062,22,60,,充值60钻石,{gold=60000;rmb=60},,,
10951,充值返钻-韩服,10062,22,300,,充值300钻石,{gold=80000;rmb=240},,,
10952,充值返钻-韩服,10062,22,600,,充值600钻石,{gold=100000;rmb=300},,,
10953,充值返钻-韩服,10062,22,980,,充值980钻石,{gold=120000;rmb=680},,,
10954,充值返钻-韩服,10062,22,1980,,充值1980钻石,{gold=140000;rmb=700},,,
10955,充值返钻-韩服,10062,22,3280,,充值3280钻石,{gold=160000;rmb=1300},,,
10956,充值返钻-韩服,10062,22,6480,,充值6480钻石,{gold=180000;rmb=3200},,,
10957,充值返钻-韩服,10062,22,9680,,充值9680钻石,{gold=200000;rmb=3200},,,
10958,充值返钻-韩服,10062,22,12000,,充值12000钻石,{gold=220000;rmb=2320},,,
10959,充值返钻-韩服,10062,22,15000,,充值15000钻石,{gold=250000;rmb=3000},,,
10960,充值返钻-韩服,10062,22,20000,,充值20000钻石,{gold=300000;rmb=5000},,,
10961,充值返钻-韩服,10062,22,25000,,充值25000钻石,{gold=500000;rmb=5000},,,
10962,充值返钻-韩服,10062,22,30000,,充值30000钻石,{gold=500000;rmb=5000},,,
,,,,,,,,,,
10970,情人节登录,10063,17,1,,累计登录1天,{6323=10;2323=1},,,
10971,情人节登录,10063,17,2,,累计登录2天,{6323=10;2024=1},,,
10972,情人节登录,10063,17,3,,累计登录3天,{6323=10;2413=1},,,
,,,,,,,,,,
10980,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10981,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6196=10},,,
10982,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10983,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6196=20},,,
10984,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10985,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6196=30},,,
10986,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10987,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6196=40},,,
10988,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10989,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6196=50},,,
10990,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
10991,打开后可选择急冻鸟碎片，利欧路碎片，火神蛾碎片，超坏星碎片其中之一,10064,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6196=60},,,
,,,,,,,,,,
11000,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11001,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6197=10},,,
11002,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11003,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6197=20},,,
11004,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11005,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6197=30},,,
11006,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11007,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6197=40},,,
11008,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11009,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6197=50},,,
11010,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11011,打开后可选择水君碎片，索罗亚碎片，雷吉洛克碎片，拉帝欧斯碎片其中之一,10065,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6197=60},,,
,,,,,,,,,,
11020,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11021,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6198=10},,,
11022,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11023,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6198=20},,,
11024,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11025,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6198=30},,,
11026,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11027,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6198=40},,,
11028,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11029,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6198=50},,,
11030,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11031,打开后可选择火焰鸟碎片，幼基拉斯碎片，雷吉斯奇鲁碎片，拉帝亚斯碎片其中之一,10066,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6198=60},,,
,,,,,,,,,,
11040,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11041,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6800=10},,,
11042,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11043,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6800=20},,,
11044,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11045,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6800=30},,,
11046,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11047,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6800=40},,,
11048,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11049,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6800=50},,,
11050,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11051,打开后可选择暴鲤龙碎片，铁哑铃碎片，甜竹竹碎片，四颚针龙碎片其中之一,10067,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6800=60},,,
,,,,,,,,,,
11060,打开后可选择炎帝碎片，宝贝龙碎片，木木枭碎片，乘龙碎片其中之一,10068,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
