变量名,describes,quality,describeStage,triggerTimes,triggerCondition,keyWords,aidID
22346,#L10#助战技能效果：#L0#对敌方2名目标造成#C0xE69900#300%物攻#C0x5B545B#+$(skillLevel*4*60*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对主目标注入100%特攻的【波导能量】；自身施加的【波导能量】触发后，给己方1个随机钢/斗精灵提供0.5倍本次伤害量的护盾,5,自身施加的【波导能量】触发后，给己方1个随机钢/斗精灵提供0.5倍本次伤害量的护盾,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#钢/斗系精灵释放必杀技时触发,<【波导能量】>,2243
22347,#L10#助战技能效果：#L0#对敌方2名目标造成#C0xE69900#340%物攻#C0x5B545B#+$(skillLevel*4*60*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对主目标注入100%特攻的【波导能量】；自身施加的【波导能量】触发后，给己方1个随机钢/斗精灵提供0.5倍本次伤害量的护盾,6,伤害系数提升至340%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#钢/斗系精灵释放必杀技时触发,<【波导能量】>,2243
22348,#L10#助战技能效果：#L0#对敌方2名目标造成#C0xE69900#340%物攻#C0x5B545B#+$(skillLevel*4*60*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对主目标注入100%特攻的【波导能量】；自身施加的【波导能量】触发后，给己方1个随机钢/斗精灵提供0.5倍本次伤害量的护盾；攻击前提升自身5%特攻,7,攻击前提升自身5%特攻,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#钢/斗系精灵释放必杀技时触发,<【波导能量】>,2243
22349,#L10#助战技能效果：#L0#对敌方2名目标造成#C0xE69900#380%物攻#C0x5B545B#+$(skillLevel*4*60*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对主目标注入100%特攻的【波导能量】；自身施加的【波导能量】触发后，给己方1个随机钢/斗精灵提供0.5倍本次伤害量的护盾；攻击前提升自身5%特攻,8,伤害系数提升至380%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#钢/斗系精灵释放必杀技时触发,<【波导能量】>,2243
22350,#L10#助战技能效果：#L0#对敌方2名目标造成#C0xE69900#380%物攻#C0x5B545B#+$(skillLevel*4*60*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对主目标注入100%特攻的【波导能量】；自身施加的【波导能量】触发后，给己方1个随机钢/斗精灵提供0.5倍本次伤害量的护盾；攻击前提升自身10%特攻,9,攻击前提升自身10%特攻,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#钢/斗系精灵释放必杀技时触发,<【波导能量】>,2243
22361,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#350%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对1名友方添加【助·水流刃】1回合（优先水系精灵）（触发后冷却2回合）,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22362,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#400%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对1名友方添加【助·水流刃】1回合（优先水系精灵）（触发后冷却2回合）,2,系数提升至400%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22363,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#400%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】1回合（优先水系精灵）（触发后冷却2回合）,3,改为对2名友方添加【助·水流刃】1回合（优先水系精灵）,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22364,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】1回合（优先水系精灵）（触发后冷却2回合）,4,系数提升至450%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22365,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）,5,【助·水流刃】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22366,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22367,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）；本次助战攻击造成伤害的30%会转移给1个其他敌方（优先后排）,7,本次助战攻击造成伤害的30%会转移给1个其他敌方（优先后排）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22368,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）；本次助战攻击提升50%暴击率，造成伤害的50%会转移给1个其他敌方（优先后排）,8,本次助战攻击提升50%暴击率，造成伤害的50%会转移给1个其他敌方（优先后排）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22369,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）；本次助战攻击提升50%暴击率，造成伤害的50%会转移给1个其他敌方（优先后排）；【助·水流刃】额外附带10%特防降低1回合,9,【助·水流刃】额外附带10%特防降低1回合,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22370,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#500%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）；本次助战攻击提升50%暴击率，造成伤害的50%会转移给1个其他敌方（优先后排）；【助·水流刃】额外附带10%特防降低1回合,10,系数提升至500%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22371,#L10#助战技能效果：#L0#对敌方后排单体造成#C0x3D8A99#500%特攻#C0x5B545B#+$(skillLevel*4*96*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名友方添加【助·水流刃】2回合（优先水系精灵）（触发后冷却2回合）；本次助战攻击提升50%暴击率，造成伤害的50%会转移给1个其他敌方（优先后排）；【助·水流刃】额外附带20%特防降低1回合,11,【助·水流刃】额外附带20%特防降低1回合,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【助·水流刃】>,2361
22471,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#20%物攻#C0x5B545B#+#C0x3D8A99#20%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为1名草系友方添加【反噬缠绕】1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22472,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#40%物攻#C0x5B545B#+#C0x3D8A99#40%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为1名草系友方添加【反噬缠绕】1回合,2,伤害系数提升至40%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22473,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#40%物攻#C0x5B545B#+#C0x3D8A99#40%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合,3,为2名草系友方添加【反噬缠绕】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22474,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#60%物攻#C0x5B545B#+#C0x3D8A99#60%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合,4,伤害系数提升至60%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22475,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#60%物攻#C0x5B545B#+#C0x3D8A99#60%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合,5,效果持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22476,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#80%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合,6,伤害系数提升至80%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22477,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#80%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合；同时提升目标5%控制率1回合,7,同时提升目标5%控制率1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22478,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#100%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合；同时提升目标5%控制率1回合,8,伤害系数提升至100%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22479,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#100%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名草系友方添加【反噬缠绕】1回合；同时提升目标10%控制率1回合,9,同时提升目标10%控制率1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#草系精灵释放必杀技时,<【反噬缠绕】>,2471
22721,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对1名敌方放置【流沙陷阱】,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】>,2721
22722,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#260%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对1名敌方放置【流沙陷阱】,2,伤害系数提升至260%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】>,2721
22723,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#260%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】,3,对2名敌方放置【流沙陷阱】,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】>,2721
22724,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#300%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】,4,伤害系数提升至300%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】>,2721
22725,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#300%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】；50%概率【咬住】对手（对飞行系概率减半）,5,50%概率【咬住】对手（对飞行系概率减半）,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】;【咬住】>,2721
22726,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#340%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】；50%概率【咬住】对手（对飞行系概率减半）,6,伤害系数提升至340%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】;【咬住】>,2721
22727,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#340%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】；50%概率【咬住】对手（对飞行系概率减半）；【流沙陷阱】添加时额外令目标速度降低2%,7,【流沙陷阱】添加时额外令目标速度降低2%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】;【咬住】>,2721
22728,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#380%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】；50%概率【咬住】对手（对飞行系概率减半）；【流沙陷阱】添加时额外令目标速度降低2%,8,伤害系数提升至380%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】;【咬住】>,2721
22729,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#380%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对2名敌方放置【流沙陷阱】；50%概率【咬住】对手（对飞行系概率减半）；【流沙陷阱】添加时额外令目标速度降低4%,9,【流沙陷阱】添加时额外令目标速度降低4%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#地/恶系精灵释放必杀技时,<【流沙陷阱】;【咬住】>,2721
23151,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为1名火系前排友方添加【太阳羽衣】1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23152,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为1名火系前排友方添加【太阳羽衣】1回合,2,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23153,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名火系前排友方添加【太阳羽衣】1回合,3,为2名火系前排友方添加【太阳羽衣】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23154,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名火系前排友方添加【太阳羽衣】1回合,4,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23155,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名火系前排友方添加【太阳羽衣】1回合,5,效果持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23156,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名火系前排友方添加【太阳羽衣】1回合,6,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23157,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名火系前排友方添加【太阳羽衣】1回合；同时提升目标5%特攻1回合,7,同时提升目标5%特攻1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
23158,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*24*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名火系前排友方添加【太阳羽衣】1回合；同时提升目标5%特攻1回合,8,伤害系数提升至240%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/火系精灵释放必杀技时,<【太阳羽衣】>,3151
