变量名,name,desc,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
默认值,"""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任务描述,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
695,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<60;64>,{gold=21250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<5;11;14>,50,2,{6=1},50
696,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<60;64>,{gold=21250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<5;14;12>,50,3,{2=1},50
697,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<60;64>,{gold=25500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<11;6;12>,50,1,{5=1},50
698,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<60;64>,{gold=25500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<5;7;13>,50,2,{6=2},50
699,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<60;64>,{gold=25500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<2;8;13>,50,3,{3=2},50
700,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<60;64>,{gold=34000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<11;12;16>,50,1,{5=2},50
701,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<60;64>,{gold=34000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<14;12;18>,50,2,{6=2},50
702,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<60;64>,{gold=34000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<14;16;18>,50,3,{3=2},50
703,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<60;64>,{gold=42500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<2;8;15>,50,1,{5=2},50
704,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<60;64>,{gold=42500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<6;12;16>,50,2,{6=2},50
705,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<60;64>,{gold=42500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<6;16;18>,50,3,{3=2},50
706,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<65;69>,{gold=19000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<12;16;18>,50,1,{5=1},50
707,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<65;69>,{gold=19000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<3;11;16>,50,2,{8=1},50
708,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<65;69>,{gold=19000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<7;13;5>,50,3,{2=1},50
709,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<65;69>,{gold=23750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<1;11;15>,50,1,{5=1},50
710,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<65;69>,{gold=23750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<5;7;17>,50,2,{8=1},50
711,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<65;69>,{gold=23750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<3;8;18>,50,3,{2=1},50
712,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<65;69>,{gold=28500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<10;13;17>,50,1,{5=1},50
713,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<65;69>,{gold=28500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<10;17;5>,50,2,{8=2},50
714,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<65;69>,{gold=28500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<13;17;5>,50,3,{3=2},50
715,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<65;69>,{gold=38000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<2;8;16>,50,1,{5=2},50
716,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<65;69>,{gold=38000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<2;11;17>,50,2,{8=2},50
717,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<65;69>,{gold=38000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<4;10;15>,50,3,{3=2},50
718,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<65;69>,{gold=47500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<13;5;11>,50,1,{5=2},50
719,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<65;69>,{gold=47500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<17;5;14>,50,2,{8=2},50
720,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<65;69>,{gold=47500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<17;11;6>,50,3,{3=2},50
721,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<70;74>,{gold=21000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<1;11;17>,50,1,{6=1},50
722,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<70;74>,{gold=21000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<6;11;16>,50,2,{9=1},50
723,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<70;74>,{gold=21000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<5;11;14>,50,3,{2=1},50
724,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<70;74>,{gold=26250;2101=4},{2101=2;930=2},<0.5;0.7>,3,<5;14;12>,50,1,{6=1},50
725,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<70;74>,{gold=26250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<11;6;12>,50,2,{9=1},50
726,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<70;74>,{gold=26250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<5;7;13>,50,3,{2=1},50
727,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<70;74>,{gold=31500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<2;8;13>,50,1,{6=2},50
728,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<70;74>,{gold=31500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<11;12;16>,50,2,{9=2},50
729,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<70;74>,{gold=31500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<14;12;18>,50,3,{3=2},50
730,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<70;74>,{gold=42000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<14;16;18>,50,1,{6=2},50
731,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<70;74>,{gold=42000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<2;8;15>,50,2,{9=2},50
732,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<70;74>,{gold=42000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<6;12;16>,50,3,{3=2},50
733,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<70;74>,{gold=52500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<6;16;18>,50,1,{6=3},50
734,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<70;74>,{gold=52500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<12;16;18>,50,2,{9=3},50
735,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<70;74>,{gold=52500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<3;11;16>,50,3,{3=3},50
736,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<75;79>,{gold=23000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<7;13;5>,50,1,{6=1},50
737,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<75;79>,{gold=23000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<1;11;15>,50,2,{9=1},50
738,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<75;79>,{gold=23000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<5;7;17>,50,3,{2=1},50
739,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<75;79>,{gold=28750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<3;8;18>,50,1,{6=1},50
740,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<75;79>,{gold=28750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<10;13;17>,50,2,{9=1},50
741,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<75;79>,{gold=28750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<10;17;5>,50,3,{2=1},50
742,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<75;79>,{gold=34500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<13;17;5>,50,1,{6=2},50
743,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<75;79>,{gold=34500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<2;8;16>,50,2,{9=2},50
744,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<75;79>,{gold=34500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<2;11;17>,50,3,{3=2},50
745,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<75;79>,{gold=46000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<4;10;15>,50,1,{6=2},50
746,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<75;79>,{gold=46000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<13;5;11>,50,2,{9=2},50
747,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<75;79>,{gold=46000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<17;5;14>,50,3,{3=2},50
748,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<75;79>,{gold=57500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<17;11;6>,50,1,{6=3},50
749,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<75;79>,{gold=57500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<1;11;17>,50,2,{9=3},50
750,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<75;79>,{gold=57500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<6;11;16>,50,3,{3=3},50
751,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<80;84>,{gold=25000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<5;11;14>,45,1,{7=1},55
752,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<80;84>,{gold=25000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<5;14;12>,45,2,{10=1},55
753,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<80;84>,{gold=25000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<11;6;12>,45,3,{2=1},55
754,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<80;84>,{gold=31250;2101=4},{2101=2;930=2},<0.5;0.7>,3,<5;7;13>,45,1,{7=1},55
755,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<80;84>,{gold=31250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<2;8;13>,45,2,{10=1},55
756,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<80;84>,{gold=31250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<11;12;16>,45,3,{2=1},55
757,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<80;84>,{gold=37500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<14;12;18>,45,1,{7=2},55
758,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<80;84>,{gold=37500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<14;16;18>,45,2,{10=2},55
759,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<80;84>,{gold=37500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<2;8;15>,45,3,{3=2},55
760,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<80;84>,{gold=50000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<6;12;16>,45,1,{7=2},55
761,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<80;84>,{gold=50000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<6;16;18>,45,2,{10=2},55
762,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<80;84>,{gold=50000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<12;16;18>,45,3,{3=2},55
763,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<80;84>,{gold=62500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<3;11;16>,45,1,{7=3},55
764,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<80;84>,{gold=62500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<7;13;5>,45,2,{10=3},55
765,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<80;84>,{gold=62500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<1;11;15>,45,3,{3=3},55
766,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<85;89>,{gold=27000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<5;7;17>,45,1,{7=1},55
767,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<85;89>,{gold=27000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<3;8;18>,45,2,{10=1},55
768,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<85;89>,{gold=27000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<10;13;17>,45,3,{2=1},55
769,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<85;89>,{gold=33750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<10;17;5>,45,1,{7=1},55
770,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<85;89>,{gold=33750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<13;17;5>,45,2,{10=1},55
771,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<85;89>,{gold=33750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<2;8;16>,45,3,{2=1},55
772,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<85;89>,{gold=40500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<2;11;17>,45,1,{7=2},55
773,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<85;89>,{gold=40500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<4;10;15>,45,2,{10=2},55
774,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<85;89>,{gold=40500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<13;5;11>,45,3,{3=2},55
775,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<85;89>,{gold=54000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<17;5;14>,45,1,{7=2},55
776,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<85;89>,{gold=54000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<17;11;6>,45,2,{10=2},55
777,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<85;89>,{gold=54000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<1;11;17>,45,3,{3=2},55
778,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<85;89>,{gold=67500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<6;11;16>,45,1,{7=3},55
779,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<85;89>,{gold=67500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<5;11;14>,45,2,{10=3},55
780,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<85;89>,{gold=67500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<5;14;12>,45,3,{3=3},55
781,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<90;94>,{gold=29000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<11;6;12>,45,1,{8=1},55
782,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<90;94>,{gold=29000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<5;7;13>,45,2,{11=1},55
783,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<90;94>,{gold=29000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<2;8;13>,45,3,{2=1},55
784,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<90;94>,{gold=36250;2101=4},{2101=2;930=2},<0.5;0.7>,3,<11;12;16>,45,1,{8=1},55
785,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<90;94>,{gold=36250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<14;12;18>,45,2,{11=1},55
786,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<90;94>,{gold=36250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<14;16;18>,45,3,{2=1},55
787,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<90;94>,{gold=43500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<2;8;15>,45,1,{8=2},55
788,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<90;94>,{gold=43500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<6;12;16>,45,2,{11=2},55
