变量名,name,easyEffectFunc,time,immuneType,overlayLimit,overlayType,combineArgs,groupPower,skillTimePos,equipBond,isShow,group,immuneBuff,dispelBuff,dispelType,specialVal,triggerBehaviors,specialEffect,specialTarget,triggerPriority
9001302,Upgrade Count,,99,,4,2,,,,,,,,,,,,,,
9001303,Count Marker,,99,,99,2,,,,,,,,,,,,,,
9001400,Roxie·Forge,,,,1,1,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=makeCardPool(1,numArray(1,18),list(min(shopLevel(),5)),list(2));holder=3;cfgId=9001401}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
9001401,Discover,find,,,1,1,,,,,,,,,,<1>,,,,
9001500,First Refresh Free Each Turn,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{caster=2;value=<0>;holder=3;cfgId=9001501}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=<0>;holder=3;cfgId=9001501}>>;triggerPoint=33;effectFuncs=<castBuff>}},,,
9001501,Set Refresh Cost,setRefreshCost,,,1,1,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=36;delSelfWhenTriggered=1}},,,
9001600,Korrina·Supply Drop,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{caster=2;value=0;holder=3;cfgId=9001601}>>;triggerPoint=8;effectFuncs=<castBuff>}},,,
9001601,Fail Count Log,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=makeCardPool(1,numArray(1,18),numArray(1,5),list(1));holder=3;cfgId=9001602}>;<{caster=2;value=makeCardPool(1,numArray(1,18),numArray(1,5),list(2));holder=3;cfgId=9001602}>;<{caster=2;value=makeCardPool(1,numArray(1,18),numArray(1,5),list(3));holder=3;cfgId=9001602}>>;onSomeFlag=<selfTrainer:getBuffOverlayCount(9001601)%2==0>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>}}",,,
9001602,Discover,find,,,1,1,,,,,,,,,,<1>,,,,
9001700,Refund,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<-1>;holder=1;cfgId=9001701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9001701,Sell at List Price,sell,,,99,2,,,,,,,,,,,,,,
9001800,On Event Card Play,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,"{1={funcArgs=<<{caster=2;value=1;holder=3;cfgId=9001801}>;<{caster=2;value=0;holder=3;cfgId=9001802}>>;onSomeFlag=<trigger.obj:type()==3 and less(selfTrainer:getBuffOverlayCount(9001802),5)>;triggerPoint=28;effectFuncs=<castBuff;castBuff>}}",,,
9001801,Gain Coins,gainGold,,,99,2,,,,,,,,,,,,,,
9001802,Count Marker,,,,99,2,,,,,,,,,,,,,,
9001900,Gain Random Event,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=<makeCardPool(1,numArray(1,18),numArray(1,shopLevel()-1),list(3));1>;holder=3;cfgId=9001901}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
9001901,,getCard,,,1,1,,,,,,,,,,<1>,,,,
9002000,Gain Random Event,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=makeCardPool(1,numArray(1,18),list(min(target:price(),5)),list(1));holder=3;cfgId=9002001}>;<{caster=1;value=<0>;holder=1;cfgId=9002002}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
9002001,Discover,find,,,1,1,,,,,,,,,,<1>,,,,
9002002,Sell Card,sell,,,99,2,,,,,,,,,,,,,,
9002100,Hilda·Duel,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{bond=1;caster=2;value=<3>;holder=3;cfgId=9002101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9002101,Arena Bout,addTrainerAttack,99,,1,1,,,,,,,,,,,,,,
9002200,Brock·Tenacity,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{bond=1;caster=2;value=<1>;holder=3;cfgId=9002201}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9002201,HP Lock,trainerHpLock,99,,1,1,,,,,,,,,,<getMultiRound()*2>,,,,
9002300,Oak·Exotic,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{caster=2;value=<list(301000);1>;holder=3;cfgId=9002301}>>;triggerPoint=39;effectFuncs=<castBuff>}},,,
9002301,Gain Card,getCard,,,1,1,,,,,,,,,,,,,,
9002400,Rosa·Expansion,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<2>;holder=1;cfgId=9002401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9002401,Rosa·Expansion,setEquipSlots,,,1,1,,,,,,,,,,,,,,
9002500,Millis·Balance,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<target:attack();target:hp()>;holder=1;cfgId=9002501}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9002501,Transition,,,,1,1,,,,,,,,,,,"{1={funcArgs=<<{prob=more(buff:getValue()[2],buff:getValue()[1]) and 1 or 0;cfgId=9002502;value=buff:getValue()[2]-buff:getValue()[1];holder=1;caster=2}>;<{prob=more(buff:getValue()[1],buff:getValue()[2]) and 1 or 0;cfgId=9002503;value=buff:getValue()[1]-buff:getValue()[2];holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
9002502,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
9002503,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
9002600,Phoebe·Copy,,,,1,1,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<getHandList(list(3)),1>;holder=3;cfgId=9002601}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
9002601,Gain Card,getCard,,,1,1,,,,,,,,,,,,,,
9002700,Lana·Spy,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=getMultiOpponentLineup();holder=3;cfgId=9002701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9002701,Discover,find,,,1,1,,,,,,,,,,<1>,,,,
9002800,Green·Rebirth,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=9002801}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9002801,(Main Buff),,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<target:unitID();target:star();0;<>>;holder=1;cfgId=9002802}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
9002802,Summon,summon,,,1,1,,,,,,<112>,,,,,,,,
9002900,Wicke·Soul Shift,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<target2:attack();target2:hp()>;holder={process=field|left(1);input=selfForce|nodead};cfgId=9002901}>;<{caster=2;value=<target2:attack();target2:hp()>;holder={process=field|right(1);input=selfForce|nodead};cfgId=9002902}>;<{caster=2;value=target2:getBuff(9002901):getValue();holder={process=field|left(1);input=selfForce|nodead};cfgId=9002905}>;<{caster=2;value=target2:getBuff(9002902):getValue();holder={process=field|right(1);input=selfForce|nodead};cfgId=9002906}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}},,,
9002901,Left Log,,,,1,1,,,,,,,,,,,,,,
9002902,Right Log,,,,1,1,,,,,,,,,,,,,,
9002903,+Attack,attack,,,99,2,TRUE,,,,,,,,,,,,,
9002904,+HP,hpMax,,,99,2,TRUE,,,,,,,,,,,,,
9002905,Left Transition,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=9002903;prob=target2:id()~=target:id() and 1 or 0;value=buff:getValue()[1]-target2:attack();holder={process=field|right(1);input=selfForce|nodead};caster=2}>;<{cfgId=9002904;prob=target2:id()~=target:id() and 1 or 0;value=buff:getValue()[2]-target2:hp();holder={process=field|right(1);input=selfForce|nodead};caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
9002906,Right Transition,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=9002903;prob=target2:id()~=target:id() and 1 or 0;value=buff:getValue()[1]-target2:attack();holder={process=field|left(1);input=selfForce|nodead};caster=2}>;<{cfgId=9002904;prob=target2:id()~=target:id() and 1 or 0;value=buff:getValue()[2]-target2:hp();holder={process=field|left(1);input=selfForce|nodead};caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
9003000,Tupp·Hold Fast,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=1;holder=1;cfgId=9003001}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9003001,Transition (Main Buff),,,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=target2:hasBuffGroup(123) and 1 or 0;cfgId=9003003;value=0;holder=1;caster=2}>;<{prob=not target2:hasBuffGroup(123) and not target2:hasBuff(9003003) and 1 or 0;cfgId=9003002;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
9003002,Guard,protector,99,,1,1,TRUE,,,,TRUE,<123;34;36>,,,,,,{0=1002},,
9003003,Remove Guard,,,,1,1,,,,,,,,<123>,<2;99>,,,,,
9003100,Kukui·Regular,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{caster=1;value=<-1>;holder=3;cfgId=9003101}>>;triggerPoint=9;effectFuncs=<castBuff>}},,,
9003101,Adjust Upgrade Cost,changeShopUpgradeCost,,,1,1,,,,,,,,,,,,,,
9003200,Alain·Battle Spirit,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{caster=2;value=0;holder=3;cfgId=9003205}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
9003201,On Break Trigger,,,,1,1,,,,,,<157>,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=9003203;value=1;holder=1;caster=2}>;<{ignoreAura=1;cfgId=9003204;value=1;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=19;effectFuncs=<castBuff;castBuff>}},,,
9003203,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
9003204,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
9003205,Aura to Allies,auraEffect,99,,99,2,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{prob=(target2:team()==self:team()) and 1 or 0;cfgId=9003201;value=0;holder=18;caster=2}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
9003300,Elio·Depreciation,,99,,1,1,,,,,,<50>,,<50>,<2;99>,,{1={funcArgs=<<{caster=2;value=0;holder=3;cfgId=9003301}>>;onSomeFlag=<trigger.obj:type()==1>;triggerPoint=30;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=selfTrainer:getBuffOverlayCount(9003301);holder=3;cfgId=9003302}>;<{caster=2;value=0;holder=3;cfgId=9003303}>>;triggerPoint=9;effectFuncs=<castBuff;castBuff>}},,,
9003301,Count Marker,,,,5,2,,,,,,,,,,,,,,
9003302,Gain Coins,gainGold,,,1,1,,,,,,,,,,,,,,
9003303,Dispel 302,,,,1,1,,,,,,,,<9003302>,<1;99>,,,,,
9003400,Selene·Splurge,,,,1,1,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=0;holder=3;cfgId=9003404}>;<{caster=2;value=getGoldNum()*2;holder=5;cfgId=9003401}>;<{caster=2;value=getGoldNum()*2;holder=5;cfgId=9003402}>;<{caster=3;value=getGoldNum();holder=3;cfgId=9003403}>>;onSomeFlag=<more(getGoldNum(),0) and less(selfTrainer:getBuffOverlayCount(9003404),2)>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}}",,,
9003401,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
9003402,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
9003403,Gain Coins,reduceGold,,,1,1,,,,,,,,,,,,,,
9003404,Count Marker,,99,,99,2,,,,,,,,,,,,,,
30000010,Timer Template,timer,99,,1,,,,,,,<155>,,,,,{0={triggerPoint=1};1={funcArgs=<<2>;<{prob=0;cfgId=30100100;value=-1;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=40;effectFuncs=<playEffect;castBuff>}},,,
30000020,Stress Template,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=2;value=0;holder=1;cfgId=30000021}>;<{caster=2;value=target:star();holder=4;cfgId=401103}>>;onSomeFlag=<target:inField() and not target:hasBuff(30000021)>;triggerPoint=14;effectFuncs=<playEffect;castBuff;castBuff>}},,,
30000021,Stress Template,,,,1,1,,,,,,,,,,,,,,
30000022,Generic Shield,divineShield,,,1,1,TRUE,,,,TRUE,<126;34;36>,,,,,,{0=1005},,
30000031,Growth +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
30000032,Growth +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
30000041,Growth1,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=1+(selfTrainer:hasBuff(30401202) and selfTrainer:getBuff(30401202):getValue() or 0);holder=1;cfgId=30000031}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000042,Growth2,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=1+(selfTrainer:hasBuff(30401102) and selfTrainer:getBuff(30401102):getValue() or 0);holder=1;cfgId=30000032}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000043,Growth3,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=1+(selfTrainer:hasBuff(30401202) and selfTrainer:getBuff(30401202):getValue() or 0);holder=1;cfgId=30000031}>;<{caster=2;value=1+(selfTrainer:hasBuff(30401102) and selfTrainer:getBuff(30401102):getValue() or 0);holder=1;cfgId=30000032}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
30000044,Growth4,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=2+(selfTrainer:hasBuff(30401202) and selfTrainer:getBuff(30401202):getValue() or 0);holder=1;cfgId=30000031}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000045,Growth5,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=2+(selfTrainer:hasBuff(30401102) and selfTrainer:getBuff(30401102):getValue() or 0);holder=1;cfgId=30000032}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000046,Growth6,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=2+(selfTrainer:hasBuff(30401202) and selfTrainer:getBuff(30401202):getValue() or 0);holder=1;cfgId=30000031}>;<{caster=2;value=2+(selfTrainer:hasBuff(30401102) and selfTrainer:getBuff(30401102):getValue() or 0);holder=1;cfgId=30000032}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
30000047,Growth7,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=4+(selfTrainer:hasBuff(30401202) and selfTrainer:getBuff(30401202):getValue() or 0);holder=1;cfgId=30000031}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000048,Growth8,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=4+(selfTrainer:hasBuff(30401102) and selfTrainer:getBuff(30401102):getValue() or 0);holder=1;cfgId=30000032}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000049,Growth9,,,,1,1,,,,,,<141>,,,,,{1={funcArgs=<<{caster=2;value=4+(selfTrainer:hasBuff(30401202) and selfTrainer:getBuff(30401202):getValue() or 0);holder=1;cfgId=30000031}>;<{caster=2;value=4+(selfTrainer:hasBuff(30401102) and selfTrainer:getBuff(30401102):getValue() or 0);holder=1;cfgId=30000032}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
30000100,Doduo,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=30000101;prob=1;value=<self:star()>;holder=1;caster=2}>>;triggerPoint=5;effectFuncs=<castBuff>}},,,
30000101,Doduo,actionTimes,99,,1,1,TRUE,,,,,<137>,,,,,,,,
30000300,Rattata,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000301}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000301,Rattata,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=30000302;value=0;holder=18;prob=(target2:team()==self:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
30000302,Rattata,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{cfgId=30000303;prob=1;value=self:star()*5;holder={process=field|random(1);input=enemyForce|nodead};caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff>}}",,,
30000303,Rattata,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
30000400,Spinda,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000401,Spinda,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=30000402;value=0;holder=18;prob=(target2:team()==self:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
30000402,Spinda,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{prob=1;cfgId=30000403;value=<2;1>;holder={process=field|random(csvSelectObj:star());input=enemyForce|nodead};caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff>}}",,,
30000403,Spinda,stun,,,1,1,TRUE,,,,TRUE,<119;34;35>,,,,,,{0=1003},,
30000500,Happiny,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000501}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000501,Happiny,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=30000502;value=0;holder=18;prob=(target2:team()==self:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
30000502,Happiny,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{cfgId=30000503;prob=1;value=self:star()*5;holder={process=field;input=selfForce|nodead};caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff>}}",,,
30000503,Happiny,heal,,,1,1,,,,,TRUE,<127>,,,,,,{0=1006},,
30000600,Meloetta·Aria,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000601}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000601,Meloetta·Aria,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=30000602;value=0;holder=18;prob=(target2:team()==self:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
30000602,Meloetta·Aria,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{ignoreAura=1;cfgId=30000603;prob=1;value=max(0,(self:attack()-target:attack()));holder=1;caster=2}>;<{ignoreAura=1;cfgId=30000604;prob=1;value=max(0,(self:hp()-target:hp()));holder=1;caster=2}>;<{ignoreAura=1;cfgId=30000603;prob=1;value=self:star()*6;holder=2;caster=2}>;<{ignoreAura=1;cfgId=30000604;prob=1;value=self:star()*6;holder=2;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>}}",,,
30000603,Meloetta·Aria,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
30000604,Meloetta·Aria,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
30000700,Meloetta·Pirouette,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000701,Meloetta·Pirouette,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=30000702;value=0;holder=18;prob=(target2:team()==self:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
30000702,Meloetta·Pirouette,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{ignoreAura=1;cfgId=30000703;prob=1;value=self:star()*6;holder=2;caster=2}>;<{ignoreAura=1;cfgId=30000707;prob=1;value=self:star()*6;holder=2;caster=2}>;<{prob=1;cfgId=30000704;value=0;holder=2;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}}",,,
30000703,Meloetta·Pirouette,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
30000704,Meloetta·Pirouette,,,,99,2,,,,,,<30000704>,,,,,"{1={funcArgs=<<{caster=2;value=0;holder={process=field|attrFilter(""attack"",""less"",csvSelf:attack())|random(csvSelectObj:star());input=enemyForce|nodead};cfgId=30000705}>;<{caster=2;value=0;holder=2;cfgId=30000706}>>;onSomeFlag=<target:getBuffOverlayCount(30000704)==3>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
30000705,Meloetta·Pirouette,destroy,,,1,1,TRUE,,,,TRUE,<135>,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=<2>;holder=2;cfgId=100040}>;<{caster=2;value=<3>;holder=1;cfgId=100040}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},{0=1013},,
30000706,Meloetta·Pirouette,,,,1,1,,,,,,,,<30000704>,,,,,,
30000707,Meloetta·Pirouette,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
30000800,Squirtle,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000801}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000801}>>;triggerPoint=33;effectFuncs=<castBuff>}},,,
30000801,Squirtle,divineShield,,,1,1,TRUE,,,,TRUE,<126;34;36>,,,,,,{0=1005},,
30000900,Shellder,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30000901}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30000901,Shellder,protector,99,,1,1,TRUE,,,,TRUE,<123;34;36>,,,,,,{0=1002},,
30100000,Odd Egg,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<1;1>;holder=1;cfgId=30100001}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30100001,Odd Egg,timer,99,,1,,,,,,,<155>,,,,,"{0={triggerPoint=1};1={funcArgs=<<2>;<{caster=2;value=<makeCardPool(1,numArray(1,18),numArray(1,target:star()+1),list(1));1>;holder=3;cfgId=30100002}>>;onSomeFlag=<target:inField()>;triggerPoint=40;effectFuncs=<playEffect;castBuff>}}",,,
30100002,Odd Egg,getCard,,,1,1,,,,,,,,,,,,,,
30100100,Rattata,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30100101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30100101,Rattata,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=30100102;value=0;holder=18;prob=(target2:team()==self:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
30100102,Rattata,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{cfgId=30100103;prob=1;value=self:star()*5;holder={process=field|random(1);input=enemyForce|nodead};caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff>}}",,,
30100103,Rattata,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
30100200,Spearow,,99,,1,,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=3;value=math.floor(target:star()*self2:lostHp());holder=1;cfgId=30100201}>;<{caster=3;value=math.floor(target:star()*self2:lostHp());holder=1;cfgId=30100202}>>;triggerPoint=3;effectFuncs=<playEffect;castBuff;castBuff>}},,,
30100201,Spearow,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
30100202,Spearow,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
30100300,Doduo,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=30100301;prob=1;value=<self:star()>;holder=1;caster=2}>>;triggerPoint=5;effectFuncs=<castBuff>}},,,
30100301,Doduo,actionTimes,99,,1,1,TRUE,,,,,<137>,,,,,,,,
30100400,Minccino,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=30100401;value=self:star();holder=1;caster=2}>;<{prob=1;cfgId=30100402;value=self:star()*2;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
30100401,Minccino,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
30100402,Minccino,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
30100500,Azurill,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=30100501;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{prob=1;cfgId=30100501;value=0;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
30100501,Azurill,quickStrike,99,,1,1,TRUE,,,,,<129;34;36>,,,,,,,,
30100600,Ditto·Purple,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{bond=1;caster=2;value=0;holder=1;cfgId=30100601}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30100601,Ditto·Purple,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<2>;<{caster=2;value=<randomChoose(makeCardPool(1,numArray(1,18),numArray(1,shopLevel()-1),list(1)));target:star();0;0;1>;holder=1;cfgId=30100602}>>;onSomeFlag=<target:inField() and not inBattle()>;triggerPoint=3;effectFuncs=<playEffect;castBuff>}}",,,
30100602,Ditto·Purple,permanentTransform,,,1,1,,,,,,<125>,,,,,,,,
30100700,Pidgey,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=30100701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
30100701,Pidgey,backToHand,,,1,1,,,,,,,,,,,,,,
30100800,Igglybuff,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=30100801}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
