变量名,name,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,location,aidID,contractPlan,emeraPlanID,__version,chipsMod,contractMod,gemMod
2991,烛光灵,<cn;kr;en;en_us;en_eu;tw>,,2991,,<8>,,,,,,,,2991,52991,,,,<18;20;15;14>,,<50;20;30;55;65;55;275>,,3,11,3,<621;622;623;602;603>,,,3,2991,,,29913,<29911;29912;29913;29916;61101;61102>,2991,,<11022;11122;11222;11322>,22991,3,3,{drawcard=huang_effect_loop},2991,,3,3,3,<29911;29912;29913;29914>,1182,15,0.6,烛光灵，蜡烛宝可梦。会出现在漆黑的地方，点上灯火，照亮周围，并且主……动……为……人……带……路……,鬼火控怒&怨灵复燃,,410,,,,<<110;204>;<111;206>;<112;204>>,
2992,灯火幽灵,<cn;kr;en;en_us;en_eu;tw>,,2991,,<8>,2,,,,,,,2991,52991,,,,<18;20;15;14>,,<60;55;40;60;95;60;370>,,3,11,3,<621;622;623;602;603>,,,3,2992,,,29923,<29921;29922;29923;29926;61101;61102>,2991,,<11022;11122;11222;11322>,22991,3,3,{drawcard=huang_effect_loop},2991,,3,3,3,<29911;29912;29913;29914>,1182,15,0.6,灯火幽灵，油灯宝可梦。飘浮在空中来进行移动。过去虽然都居住于森林深处，不过现在也开始移居到大城市中,鬼火控怒&怨灵复燃,,410,,,,<<110;204>;<111;206>;<112;204>>,
2993,水晶灯火灵,<cn;kr;en;en_us;en_eu;tw>,,2991,,<8>,3,,,,,,,2991,52991,,,,<18;20;15;14>,,<60;80;55;90;145;90;520>,,3,11,3,<621;622;623;602;603>,,,3,2993,,,29933,<29931;29932;29933;29936;61101;61102>,2991,,<11022;11122;11222;11322>,22991,3,3,{drawcard=huang_effect_loop},2991,,3,3,3,<29911;29912;29913;29914>,1182,15,0.6,据说在用水晶灯火灵来充当照明设备的房子里，丧事会接连不断。,鬼火控怒&怨灵复燃,,410,,,,<<110;204>;<111;206>;<112;204>>,
3001,牙牙,,,3001,,<7>,,,,,,,,3001,53001,,,,<11;12;15;16>,,<46;57;87;60;30;40;320>,,3,11,3,<618;619;620;602;603>,,,3,3001,,,30013,<30011;30012;30013;30016;61101;61102>,3001,,<11033;11133;11233;11333>,23001,3,3,{drawcard=huang_effect_loop},3001,,3,3,3,<30011;30012;30013;30014>,1012,15,0.76,用牙齿在树木上留下伤痕，作为领地的标记。牙齿即使折断也会马上长出来。,多重追击&伤害加深,,410,,,,<<110;204>;<111;206>;<112;204>>,
3002,斧牙龙,,,3001,,<7>,2,,,,,,,3001,53001,,,,<11;12;15;16>,,<66;67;117;70;40;50;410>,,3,11,3,<618;619;620;602;603>,,,3,3002,,,30023,<30021;30022;30023;30026;61101;61102>,3001,,<11033;11133;11233;11333>,23001,3,3,{drawcard=huang_effect_loop},3001,,3,3,3,<30011;30012;30013;30014>,1012,15,0.76,牙齿不会再次生长，因此战斗结束后就会使用河滩的岩石仔细地磨牙。,多重追击&伤害加深,,410,,,,<<110;204>;<111;206>;<112;204>>,
3003,双斧战龙,,,3001,,<7>,3,,,,,,,3001,53001,,,,<7;8;9;12>,,<76;97;147;90;60;70;540>,,3,11,3,<618;619;620;602;603>,,,3,3003,,,30033,<30031;30032;30033;30036;61101;61102>,3001,,<11033;11133;11233;11333>,23001,3,3,{drawcard=huang_effect_loop},3001,,3,3,3,<30011;30012;30013;30014>,1012,15,0.76,有着即使切斩工字钢也不会伤刃的坚固牙齿。全身被坚硬的铠甲覆盖着。,多重追击&伤害加深,,410,,,,<<110;204>;<111;206>;<112;204>>,
3011,喷嚏熊,,,3011,,<7>,,,,,,,,3011,53011,,,,<10;11;13;9>,,<55;40;70;40;60;40;305>,,2,11,2,<615;616;617;602;603>,,,2,3011,,,30113,<30111;30112;30113;30116;61101;61102>,3011,,<11042;11142;11242;11342>,23011,2,2,,3011,16,2,2,2,<30111;30112;30113>,1131,,0.95,鼻涕是健康的晴雨表。身体状况好，粘性就变强，冰的招式威力也会增强。,冰系输出：速度增伤,,310,,,,<<103;208>;<102;208>;<101;209>>,
3012,冻原熊,,,3011,,<7>,2,,,,,,,3011,53011,,,,<11;12;15;16>,,<95;50;130;80;70;80;505>,,2,11,2,<615;616;617;602;603>,,,2,3012,,,30123,<30121;30122;30123;30126;61101;61102>,3011,,<11042;11142;11242;11342>,23011,2,2,,3011,16,2,2,2,<30111;30112;30113>,1131,,0.95,让吐出的气息冻结，制造冰牙和冰爪进行战斗。生活在北方的寒冷土地上。,冰系输出：速度增伤,,310,,,,<<103;208>;<102;208>;<101;209>>,
3021,几何雪花,,,3021,,<8>,,,,,,,,3021,53021,,0,,<6;8;22;25>,,<80;105;50;50;95;135;515>,,3,11,3,<615;616;617;602;603>,,,3,3021,,{101=<30221;30222;30223;30226;61151;61152>},30213,<30211;30212;30213;30216;61151;61152>,3021,,<11043;11143;11243;11343>,23021,3,3,{drawcard=huang_effect_loop},3021,2,3,3,3,<30211;30212;30213;30214>,1502,15,0.8,使用冰的结晶所形成的锁绑住猎物，使其冻结到零下100度。,冰系前排：全体冰冻,,420,4,,,<<113;206>;<114;206>;<115;204>>,
3051,功夫鼬,<cn;kr;en;en_us;en_eu;tw>,,3051,,<7>,,,,,,,,3051,53051,,,,<7;8;9;12>,,<45;65;85;50;55;50;350>,,3,11,3,<612;613;614;602;603>,,,3,3051,,,30513,<30511;30512;30513;30516;61101;61102>,3051,,<11053;11153;11253;11353>,23051,3,3,{drawcard=huang_effect_loop},3051,,3,3,3,<30511;30512;30513;30514>,1112,15,0.65,功夫鼬个头虽小脾气却很暴躁。它会在山中闭关，与群体的伙伴们潜心修行。根据群体的不同踢和劈的技法也不一样，可以在早上看到用慢悠悠的动作摆出各种姿势的群体。面对疏忽大意接近自己的对手，它会施展出华丽的连击,斗系辅助：多重攻击,,410,,,,<<110;204>;<111;206>;<112;204>>,
3052,师父鼬,<cn;kr;en;en_us;en_eu;tw>,,3051,,<7>,2,,,,,,,3051,53051,,,,<7;8;9;12>,,<65;105;125;60;95;60;510>,,3,11,3,<612;613;614;602;603>,,,3,3052,,,30523,<30521;30522;30523;30526;61101;61102>,3051,,<11053;11153;11253;11353>,23051,3,3,{drawcard=huang_effect_loop},3051,,3,3,3,<30511;30512;30513;30514>,1112,15,0.65,师父鼬双臂的攻击速度快到迅雷不及掩耳，能甩动手臂上修长的体毛像鞭子一样灵活地鞭打敌人战斗。如果它用奇妙的声音叫唤的话，就会展开飞快的踢和劈来连续攻击压倒对手,斗系辅助：多重攻击,,410,,,,<<110;204>;<111;206>;<112;204>>,
3141,单首龙,,,3141,,<8>,,,,,,,,3141,53141,,,,<18;19;20;21>,,<52;38;65;50;45;50;300>,,3,11,3,<606;607;608;602;603>,,,3,3141,,,31413,<31411;31412;31413;31416;61101;61102>,3141,,<11013;11113;11213;11313>,23141,3,3,{drawcard=huang_effect_loop},3141,,3,3,3,<31411;31412;31413;31414>,1072,15,0.92,因为不了解周围的情形，所以会不断地到处乱撞，撞到活物时就咬住吃。,多段输出：偷取双攻,,410,,,,<<110;204>;<111;206>;<112;204>>,
3142,双首暴龙,,,3141,,<8>,2,,,,,,,3141,53141,,,,<18;19;20;21>,,<72;58;85;70;65;70;420>,,3,11,3,<606;607;608;602;603>,,,3,3142,,,31423,<31421;31422;31423;31426;61101;61102>,3141,,<11013;11113;11213;11313>,23141,3,3,{drawcard=huang_effect_loop},3141,,3,3,3,<31411;31412;31413;31414>,1072,15,0.92,如果吃光了领地内的食物，就会向其他土地移动。2个头之间关系恶劣。,多段输出：偷取双攻,,410,,,,<<110;204>;<111;206>;<112;204>>,
3143,三首恶龙,,,3141,,<8>,3,,,,,,,3141,53141,,,,<18;19;20;21>,2,<92;98;105;90;125;90;600>,,3,11,3,<606;607;608;602;603>,,,3,3143,,,31433,<31431;31432;31433;31436;61101;61102>,3141,,<11013;11113;11213;11313>,23141,3,3,{drawcard=huang_effect_loop},3141,,3,3,3,<31411;31412;31413;31414>,1072,15,0.92,对活动物体发生反应并展开袭击，用3个头吃光一切的恐怖宝可梦。,多段输出：偷取双攻,,410,,,,<<110;204>;<111;206>;<112;204>>,
3151,燃烧虫,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,3151,,<8>,,,,,,,,3151,53151,,,,<6;18;19;21>,,<55;60;85;55;50;55;360>,,3,11,3,<609;610;611;602;603>,,,3,3151,,,31513,<31511;31512;31513;31516;61101;61102>,3151,,<11002;11102;11202;11302>,23151,3,3,{drawcard=huang_effect_loop},3151,,3,3,3,<31511;31512;31513;31514>,1202,15,0.85,燃烧虫，火炬宝可梦。栖息在火山的山脚下。会从五只角中发出火焰，将前来袭击的敌人击退。,虫系邀战&集火后排,3151,410,,,,<<110;204>;<111;206>;<112;204>>,
3152,火神蛾,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,3151,,<8>,2,,,,,,,3151,53151,,,,<6;18;19;21>,,<85;100;60;65;135;105;550>,,3,11,3,<609;610;611;602;603>,,,3,3152,,,31523,<31521;31522;31523;31526;61101;61102>,3151,,<11002;11102;11202;11302>,23151,3,3,{drawcard=huang_effect_loop},3151,,3,3,3,<31511;31512;31513;31514>,1202,15,0.85,火神蛾，太阳宝可梦，燃烧虫进化型。从熊熊燃烧的火焰之茧中诞生，因为火山灰而使得地面壹片黑暗时，火神蛾的火焰可以代替太阳，在古代的壁画上被描绘为火之神。,虫系邀战&集火后排,3151,410,,,,<<110;204>;<111;206>;<112;204>>,
3161,勾帕路翁,<cn;kr;tw;en;en_us;en_eu>,,3161,,<7>,,,,,,,,3161,53161,,0,,<6;8;14;16>,2,<91;108;90;129;90;72;580>,,3,11,3,<615;616;617;602;603>,,,3,3161,,,31613,<31611;31612;31613;31616;61101;61102>,3161,,<11043;11143;11243;11343>,23161,3,3,{drawcard=huang_effect_loop},3161,2,3,3,3,<31611;31612;31613;31614>,1022,15,0.91,圣剑士的领导者，拥有钢铁的身体和心灵，为了守护宝可梦与人类争斗的传说的宝可梦,圣剑导者&护盾反伤,,420,4,,,<<113;206>;<114;206>;<115;204>>,
3171,代拉基翁,<cn;kr;tw;en;en_us;en_eu>,,3171,,<7>,,,,,,,,3171,53171,,0,,<7;8;9;12>,2,<91;108;129;90;72;90;580>,,3,11,3,<615;616;617;602;603>,,,3,3171,,,31713,<31711;31712;31713;31716;61101;61102>,3171,,<11043;11143;11243;11343>,23171,3,3,{drawcard=huang_effect_loop},3171,,3,3,3,<31711;31712;31713;31714>,1172,15,0.91,圣剑士之一，拥有一击冲破巨大城墙的猛撞力，为了保护由于人类的战争而失去故乡的宝可梦而与人类作战,圣剑勇者&舍身一搏,,410,,,,<<110;204>;<111;206>;<112;204>>,
3181,毕力吉翁,<cn;kr;tw;en;en_us;en_eu>,,3181,,<8>,,,,,,,,3181,53181,,0,,<6;8;22;25>,2,<91;108;90;72;90;129;580>,,3,11,3,<609;610;611;602;603>,,,3,3181,,,31813,<31811;31812;31813;31816;61151;61152>,3181,,<11003;11103;11203;11303>,23181,3,3,{drawcard=huang_effect_loop},3181,,3,3,3,<31811;31812;31813;31814>,1162,15,0.91,圣剑士之一，以敏捷的身手像旋风一般将敌人玩弄于股掌之中，会用锋利的角毫不留情地切斩对手,圣剑侠者&守护之叶,,430,2,,,<<116;204>;<117;206>>,
3191,龙卷云,<cn;kr;tw;en;en_us;en_eu>,<cn>,3191,,<8>,,,,,,,,3191,53191,,1,,<18;19;20;21>,2,<79;111;115;70;125;80;580>,,3,11,3,<612;613;614;602;603>,,,3,3191,,{158=<31921;31922;31923;31926;61101;61102>},31913,<31911;31912;31913;31916;61101;61102>,3191,,<11053;11153;11253;11353>,23191,3,3,{drawcard=huang_effect_loop},3191,3,3,3,3,<31911;31912;31913;31914>,1172,15,0.79,就像天气一样阴晴不定，喜欢四处游走，在高空中极速飞行；引起暴风雨其实是它有意的的恶作剧。,呼呼呼,,430,2,,,<<116;204>;<117;206>>,
3201,雷电云,<cn;kr;tw;en;en_us;en_eu>,<cn>,3201,,<8>,,,,,,,,3201,53201,,1,,<18;19;20;21>,2,<79;111;115;70;125;80;580>,,3,11,3,<612;613;614;602;603>,,,3,3201,,{163=<32021;32022;32023;32026;61101;61102>},32013,<32011;32012;32013;32016;61101;61102>,3201,,<11053;11153;11253;11353>,23201,3,3,{drawcard=huang_effect_loop},3201,,3,3,3,<32011;32012;32013;32014>,1092,15,0.79,像天气一样阴晴不定，喜欢四处游走，在高空中极速飞行；引起雷暴和山火其实是它有意的的恶作剧。,轰隆隆,,410,,,,<<110;204>;<111;206>;<112;204>>,
3211,莱希拉姆,<cn;kr;tw;en;en_us;en_eu>,,3211,,<8>,,,,,,,,3211,53211,,0,,<18;19;20;21>,3,<100;90;120;100;150;120;680>,,4,21,4,<618;619;620;604;605>,,,4,3211,,,32113,<32111;32112;32113;32116;61151;61152>,3211,,<11034;11134;11234;11334>,23211,4,4,{drawcard=huang_effect_loop},3211,7,4,4,4,<32111;32112;32113;32114>,1033,20,,相信真实、引导世界遍布善良的白阳宝可梦，尾部吹出的火焰能将整个世界燃烧殆尽,净罪之火&青焰白龙,,520,4,,<2043;2046>,<<122;202>;<123;204>>,<2050;2048;2054>
3221,捷克罗姆,<cn;kr;tw;en;en_us;en_eu>,,3221,,<7>,,,,,,,,3221,53221,,0,,<11;12;15;16>,3,<100;90;150;120;120;100;680>,,4,21,4,<618;619;620;604;605>,,,4,3221,,,32213,<32211;32212;32213;32216;61101;61102>,3221,,<11034;11134;11234;11334>,23221,4,4,{drawcard=huang_effect_loop},3221,6,4,4,4,<32211;32212;32213;32214>,1553,20,,相信理想，引导世界遍布希望的黑阴宝可梦，隐藏在雷云中，尾巴旋转起来能制造狂暴的闪电,无相之雷&疾电黑龙,,510,,,<2045;2046>,<<120;204>;<121;202>>,<2045;2048;2054>
3231,土地云,<cn;kr;tw;en;en_us;en_eu>,<cn>,3231,,<7>,,,,,,,,3231,53231,,1,,<10;11;13;9>,2,<89;101;125;90;115;80;600>,,3,11,3,<609;610;611;602;603>,,,3,3231,,,32313,<32311;32312;32313;32316;61101;61102>,3231,,<11003;11103;11203;11303>,23231,3,3,{drawcard=huang_effect_loop},3231,2,3,3,3,<32311;32312;32313;32314>,1132,15,0.89,很少出现在人们面前，只有当人们共同祈愿时会现身给予人们丰收的希望，或者在雷电云和龙卷云大肆作乱之时才会现身并制止它们过度的恶作剧。在人们心中它是正义的丰收之神。,风雷止,,410,,,,<<110;204>;<111;206>;<112;204>>,
3241,酋雷姆,<cn;kr;tw;en;en_us;en_eu>,,3241,,<7>,,,,,,,,3241,53241,,0,,<10;11;13;9>,3,<125;95;130;90;130;90;660>,,4,21,4,<618;619;620;604;605>,,,4,3241,,,32413,<32411;32412;32413;32416;61151;61152>,3241,,<11034;11134;11234;11334>,23241,4,4,{drawcard=hong_effect_loop},3241,9,4,4,4,<32411;32412;32413;32414>,1153,20,1.25,等待着用真实与理想填补自己失去的身体的英雄，是冰之传说的宝可梦。,冰封世界&无极之龙,,530,2,,<2001>,<<124;204>;<125;202>>,<1034;1035>
3242,焰白酋雷姆,<cn;kr;tw;en;en_us;en_eu>,,3242,,<8>,,1,,32420,,10,,3242,53241,,0,,<18;19;20;21>,3,<125;95;120;90;170;100;700>,,4,21,4,<618;619;620;604;605>,,,4,3242,,{162=<32481;32482;32483;32486;61151;61152>},32423,<32421;32422;32423;32426;61151;61152>,3242,,<11034;11134;11234;11334>,23241,4,12,{drawcard=hong_effect_loop},3242,9,4,4,4,<32421;32422;32423;32424>,1533,20,1.25,酋雷姆吸收了与自己拥有相同基因的莱希拉姆后变为焰白酋雷姆，能使用火与冰的能量，它已经看出宝可梦和人类之间的真实世界将会到来，试图去保护这样的未来,冰火两极&霜焰龙息,,640,2,,<2001;2002>,<<132;201>>,<2001;2002>
3243,暗黑酋雷姆,<cn;kr;tw;en;en_us;en_eu>,,3242,,<7>,,2,,32430,,10,,3243,53241,,0,,<8;12;16;25>,3,<125;95;170;100;120;90;700>,,4,21,4,<618;619;620;604;605>,,,4,3243,,{157=<32471;32472;32473;32476;61101;61102>},32433,<32431;32432;32433;32436;61101;61102>,3242,,<11034;11134;11234;11334>,23241,4,12,{drawcard=hong_effect_loop},3243,6,4,4,4,<32421;32422;32423;32424>,1513,20,1.25,酋雷姆吸收了与自己拥有相同基因的捷克罗姆后变为暗黑酋雷姆，能使用电与冰的能量。传说它是为了保护宝可梦与人类之间那将在未来实现的理想世界而战斗。,晶核驱动&霜雷猎杀,,610,,,<2001;2002>,<<127;201>;<128;203>>,<2001;2002>
3251,凯路迪欧,<cn;kr;tw;en;en_us;en_eu>,,3251,,<8>,,,,,,,,3251,53251,,0,,<6;7;18;19>,2,<91;108;72;90;129;90;580>,,3,11,3,<621;622;623;602;603>,,,3,3251,,,32513,<32511;32512;32513;32516;61101;61102>,3251,,<11023;11123;11223;11323>,23251,3,3,{drawcard=huang_effect_loop},3251,,3,3,3,<32511;32512;32513;32514>,1202,15,0.91,圣剑士的传承者，通过艰苦的战斗而觉悟，沉睡在身体深处的力量包裹住了它额头上的角，形成了能撕裂一切的剑。,暴力输出：觉悟化剑,,410,,,<2053;2054;2046>,<<110;204>;<111;206>;<112;204>>,<2054;2056;2043>
3261,美洛耶塔·歌声,<cn;kr;tw;en;en_us;en_eu>,,3261,,<7;8>,,1,2,,,8,,3261,53261,,0,,<10;13;19;21>,3,<100;90;77;77;128;128;600>,,4,21,4,<606;607;608;604;605>,,,4,3261,,{133=<32651;32652;32653;32656;61101;61102>},32613,<32611;32612;32613;32616;61101;61102>,3261,,<11014;11114;11214;11314>,23261,4,4,{drawcard=hong_effect_loop},3261,108,4,4,4,<32611;32612;32613;32614>,1193,20,,旋律宝可梦，可以用特殊的发声法唱出美妙的音律，这种音律能够自由自在地操纵听者的情感，使听者的情感随之变化,爱的旋律&双生魅影,3261,540,2,,<2053;2054;2046>,<<126;202>>,<2054;2056;2043>
3262,美洛耶塔·舞步,<cn;kr;tw;en;en_us;en_eu>,,3261,,<7;8>,,2,2,,,8,,3261,53261,,0,,<10;13;19;21>,3,<100;128;128;90;77;77;600>,,4,21,4,<606;607;608;604;605>,,,4,3262,,{133=<32661;32662;32663;32666;61101;61102>},32623,<32621;32622;32623;32626;61101;61102>,3261,,<11014;11114;11214;11314>,23261,4,4,{drawcard=hong_effect_loop},3261,108,4,4,4,<32611;32612;32613;32614>,1193,20,,旋律宝可梦，在美洛耶塔唱出古老之歌时，会变身成舞者的形态并翩翩起舞,爱的旋律&双生魅影,3261,540,2,,<2053;2054;2046>,<<126;202>>,<2054;2056;2043>
3271,盖诺赛克特,<cn;kr;tw;en;en_us;en_eu>,,3271,,<7>,,,,,,,,3271,53271,,0,,<11;12;15;16>,3,<71;99;120;95;120;95;600>,,4,21,4,<609;610;611;604;605>,,,4,3271,,,32713,<32711;32712;32713;32716;61101;61102>,3271,,<11004;11104;11204;11304>,23271,4,4,{drawcard=hong_effect_loop},3271,6,4,4,4,<32711;32712;32713;32714>,1093,20,0.71,盖诺赛克特体型为巨型虫类，紫色的铠甲包裹着它的身体。背上装有威力惊人的巨炮，可以在上面插上不同属性的卡带。盖诺赛克特还可以变成圆盘状以方便飞行,蓄力钢炮&军团再临,3271,510,,,<2053;2054;2046>,<<120;204>;<121;202>>,<2054;2056;2043>
3281,哈力栗,,,3281,,<7>,,,,,,,,3281,53281,,,,<15;16;11;12>,,<56;38;61;65;48;45;313>,,2,11,2,<609;610;611;602;603>,,,2,3281,,,32813,<32811;32812;32813;32816;61151;61152>,3281,,<11002;11102;11202;11302>,23281,2,2,,3281,17,2,2,2,<32811;32812;32813>,1551,,0.88,头和背部用坚硬的木壳覆盖着，所以即使被卡车撞到也安然无恙。,防御反伤,,320,4,,,<<106;208>;<105;208>;<104;209>>,
3282,胖胖哈力,,,3281,,<7>,2,,,,,,,3281,53281,,,,<15;16;11;12>,,<61;57;78;95;56;58;405>,,2,11,2,<609;610;611;602;603>,,,2,3282,,,32823,<32821;32822;32823;32826;61151;61152>,3281,,<11002;11102;11202;11302>,23281,2,2,,3281,17,2,2,2,<32811;32812;32813>,1551,,0.88,伙伴之间互相碰撞身体，锻炼腰腿。自己本身是不好斗的温柔性格。,防御反伤,,320,4,,,<<106;208>;<105;208>;<104;209>>,
3283,布里卡隆,,,3281,,<7>,3,,,,,,,3281,53281,,,,<15;16;11;12>,,<88;64;107;122;74;75;530>,,2,11,2,<609;610;611;602;603>,,,2,3283,,,32833,<32831;32832;32833;32836;61151;61152>,3281,,<11002;11102;11202;11302>,23281,2,2,,3281,17,2,2,2,<32811;32812;32813>,1551,,0.88,如果将双拳合拢挡在脸前，摆出防御的姿势，连炸弹的直接轰炸也能承受住。,防御反伤,,320,4,,,<<106;208>;<105;208>;<104;209>>,
3291,火狐狸,,,3291,,<8>,,,,,,,,3291,53291,,,,<22;24;18;20>,,<40;60;45;40;62;60;307>,,2,11,2,<618;619;620;602;603>,,,2,3291,,,32913,<32911;32912;32913;32916;61101;61102>,3291,,<11032;11132;11232;11332>,23291,2,2,,3291,19,2,2,2,<32911;32912;32913>,1131,,0.75,随身带着小树枝，嘎吱嘎吱地当零食吃。从耳朵里喷出热气威吓对手。,火焰戏法&偷取型辅助,,330,2,,,<<109;209>;<108;208>;<107;208>>,
3292,长尾火狐,,,3291,,<8>,2,,,,,,,3291,53291,,,,<6;7;18;19>,,<59;73;59;58;90;70;409>,,2,11,2,<618;619;620;602;603>,,,2,3292,,,32923,<32921;32922;32923;32926;61101;61102>,3291,,<11032;11132;11232;11332>,23291,2,2,,3291,19,2,2,2,<32911;32912;32913>,1131,,0.75,将树枝从尾巴上拔出时，会因为摩擦而起火。挥动树枝的火焰向伙伴传递信号。,火焰戏法&偷取型辅助,,330,2,,,<<109;209>;<108;208>;<107;208>>,
3293,妖火红狐,,,3291,,<8>,3,,,,,,,3291,53291,,,,<6;7;18;19>,,<75;104;69;72;114;100;534>,,2,11,2,<618;619;620;602;603>,,,2,3293,,,32933,<32931;32932;32933;32936;61101;61102>,3291,,<11032;11132;11232;11332>,23291,2,2,,3291,19,2,2,2,<32911;32912;32913>,1131,,0.75,盯着木杖前端燃烧着的火焰，集中精神的话，就能看透未来发生之事。,火焰戏法&偷取型辅助,,330,2,,,<<109;209>;<108;208>;<107;208>>,
3301,呱呱泡蛙,,,3301,,<8>,,,,,,,,3301,53301,,,,<6;7;18;19>,,<41;71;56;40;62;44;314>,,3,11,3,<621;622;623;602;603>,,,3,3301,,,33013,<33011;33012;33013;33016;61101;61102>,3301,,<11023;11123;11223;11323>,23301,3,3,{drawcard=huang_effect_loop},3301,,3,3,3,<33011;33012;33013;33014>,1042,15,0.72,用细腻的泡泡包住身体，保护皮肤。装得无忧无虑的，实则很精明地窥视着四周。,暴力输出：速度增伤,,410,,,,<<110;204>;<111;206>;<112;204>>,
3302,呱头蛙,,,3301,,<8>,2,,,,,,,3301,53301,,,,<6;7;18;19>,,<54;97;63;52;83;56;405>,,3,11,3,<621;622;623;602;603>,,,3,3302,,,33023,<33021;33022;33023;33026;61101;61102>,3301,,<11023;11123;11223;11323>,23301,3,3,{drawcard=huang_effect_loop},3301,,3,3,3,<33011;33012;33013;33014>,1042,15,0.72,灵巧的身体不输给任何人。只需１分钟就能登上超过600米高的塔顶。,暴力输出：速度增伤,,410,,,,<<110;204>;<111;206>;<112;204>>,
3303,甲贺忍蛙,,,3301,,<8>,3,,,,,,,3301,53301,,,,<6;7;18;19>,,<72;122;95;67;103;71;530>,,3,11,3,<621;622;623;602;603>,,,3,3303,,,33033,<33031;33032;33033;33036;61101;61102>,3301,,<11023;11123;11223;11323>,23301,3,3,{drawcard=huang_effect_loop},3301,,3,3,3,<33011;33012;33013;33014>,1042,15,0.72,像忍者般神出鬼没。以敏捷的动作玩弄对手，再用水之手里剑将对方劈开。,暴力输出：速度增伤,,410,,,,<<110;204>;<111;206>;<112;204>>,
3341,小狮狮,,,3341,,<8>,,,,,,,,3341,53341,,,,<6;7;18;19>,,<62;72;50;58;73;54;369>,,2,11,2,<618;619;620;602;603>,,,2,3341,,,33413,<33411;33412;33413;33416;61151;61152>,3341,,<11032;11132;11232;11332>,23341,2,2,,3341,16,2,2,2,<33411;33412;33413>,1061,,0.86,血气方刚且好奇心旺盛。如果生气或是开始战斗，短短的鬃毛就会变热。,残局输出,,310,,,,<<103;208>;<102;208>;<101;209>>,
3342,火炎狮,,,3341,,<8>,2,,,,,,,3341,53341,,,,<6;7;18;19>,,<86;106;68;72;109;66;507>,,2,11,2,<618;619;620;602;603>,,,2,3342,,,33423,<33421;33422;33423;33426;61151;61152>,3341,,<11032;11132;11232;11332>,23341,2,2,,3341,16,2,2,2,<33411;33412;33413>,1061,,0.86,会吐出摄氏6000度的气息，但不会用于猎物。因为更喜欢吃生的肉。,残局输出,,310,,,,<<103;208>;<102;208>;<101;209>>,
3351,花蓓蓓,,,3351,,<8>,,,,,,,,3351,53351,,2,,<22;24;18;20>,,<44;42;38;39;61;79;303>,,3,11,3,<618;619;620;602;603>,,,3,3351,,,33513,<33511;33512;33513;33516;61151;61152>,3351,,<11033;11133;11233;11333>,23351,3,3,{drawcard=huang_effect_loop},3351,5,3,3,3,<33511;33512;33513;33514>,1182,15,0.78,如果没有花的力量，就会很危险。但是在找到喜爱的颜色和形状之前，会不断地旅行。,群体治疗,3351,440,2,,,<<118;204>;<119;204>>,
3352,花叶蒂,,,3351,,<8>,2,,,,,,,3351,53351,,2,,<22;24;18;20>,,<54;52;45;47;75;98;371>,,3,11,3,<618;619;620;602;603>,,,3,3352,,,33523,<33521;33522;33523;33526;61151;61152>,3351,,<11033;11133;11233;11333>,23351,3,3,{drawcard=huang_effect_loop},3351,5,3,3,3,<33511;33512;33513;33514>,1182,15,0.78,被精心照料过的花坛里的花一旦开放，就会现身，以华丽的舞蹈给予祝福。,群体治疗,3351,440,2,,,<<118;204>;<119;204>>,
