变量名,skillName,_beizhu,skillTypeShow,describe,describe1,simDesc,starEffect,starEffectDesc,starEffectDesc1,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeStarEffectDesc1,zawakeSimpleType,zawakeSimpleDesc,upLvDesc,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc,specialRatio,skillFlag,summonInherit,blockEffect,__version
24826,火焰穿透,,,,<{title=火焰穿透};攻击护盾目标时，伤害提升#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#>,,<8>,,<<>;效果强化：攻击护盾目标时，伤害额外再提升20%>,<79004;1>,,{1={title=火焰穿透};2=攻击护盾目标时，伤害提升#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#},<<>;效果强化：攻击护盾目标时，伤害额外再提升40%>,,攻击护盾目标时，伤害额外再提升20%\n#F20#\n#F40##C0x5c9970#→攻击护盾目标时，伤害额外再提升40%#C0x5B545B#,,,,TRUE,TRUE,,,3,3,,,,,,,,,9,,5,,,,,,,,,,,,,,,,<248261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24831,火焰拳,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,炎武王用火焰拳攻击空气，利用余波对敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，并提升自身10%物攻2回合},,,#C0x5c9970#并提升自身10%物攻2回合#C0x5B545B#,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,2,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,24811,,<248311;248312;248313>,,,,,,,240,,,,{x=-300;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/yanwuwang_attack.mp3},,,,,,,,,,,
24832,火焰泰山,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，本次攻击有20%概率无视敌方护盾>,炎武王奋力跳向空中，然后用火热的身体攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，本次攻击有40%概率无视敌方护盾},,,本次攻击有20%概率无视敌方护盾\n#F20#\n#F40##C0x5c9970#→本次攻击有40%概率无视敌方护盾#C0x5B545B#,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,7,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,24811,,<248321;248322;248323>,,,,,,,360,,,2,{x=-400;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/yanwuwang_skill1.mp3},,,,,,,,,,,
24833,旋转火轮,,,,<攻击敌方列排目标，造成#C0xE69900#280%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，若本次攻击打破护盾，则额外对敌人造成来自自身最大生命值15%的真实伤害>,炎武王化身成一轮火球旋转至空中，若本次攻击打破护盾，则额外对敌人造成一定真实伤害,<11>,,<效果强化：破盾后附加额外伤害提升至自自身最大生命值30%的真实伤害>,<79003;1>,,{1=攻击敌方列排目标，造成#C0xE69900#280%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，若本次攻击打破护盾，则额外对敌人造成来自自身最大生命值15%的真实伤害},<效果强化：破盾后附加额外伤害提升至自自身最大生命值45%的真实伤害>,,破盾后附加额外伤害提升至自炎武王最大生命值30%的真实伤害。\n#F20#\n#F40##C0x5c9970#→破盾后附加额外伤害提升至自炎武王最大生命值45%的真实伤害。#C0x5B545B#,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,2,,,,,,,,,4,,,,,,,,敌方列排,column,,self:damage()*2.8+(self:flag(99) and skillLevel or skillLevel*4)*36,,,24811,,<248331;248332;248333;248334>,,,,,1000,,,,,3,{x=-500;y=-50},,,,skill2,,,,,,,,<img_500_yww@>,,TRUE,,,{loop=0;delay=0;res=hero_sound/yanwuwang_skill2.mp3},,,,,,,2,<204>,,,
24836,火焰穿透,,,,<{title=火焰穿透};攻击护盾目标时，伤害提升#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#>,,<8>,,<<>;效果强化：攻击护盾目标时，伤害额外再提升20%>,<79004;1>,,{1={title=火焰穿透};2=攻击护盾目标时，伤害提升#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#},<<>;效果强化：攻击护盾目标时，伤害额外再提升40%>,,攻击护盾目标时，伤害额外再提升20%\n#F20#\n#F40##C0x5c9970#→攻击护盾目标时，伤害额外再提升40%#C0x5B545B#,,,,TRUE,TRUE,,,3,3,,,,,,,,,9,,5,,,,,,,,,,,,,,,,<248361>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24911,扇贝贝丢丢,,,,<攻击敌方单体目标，造成#C0xE69900#50%物攻#C0x5B545B#+#C0x3D8A99#50%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并获得【双防Ⅰ】2回合>,,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#60%物攻#C0x5B545B#+#C0x3D8A99#60%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并获得【双防Ⅰ】和【双攻Ⅰ】2回合},,,#C0x5c9970#基础伤害系数提升至60%，额外获得【双攻Ⅰ】2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,1,3,,,,,,,,,1,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ1() and 0.6 or 0.5)+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249111;249112;249113>,,,,,,,240,,,,{x=-420;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/shuishuita_attack.mp3},,,<【双防Ⅰ】>,<【双防Ⅰ】;【双攻Ⅰ】>,,,,,,,
24912,水刃斩切,,,,<攻击敌方单体目标，造成#C0xE69900#80%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【伤口】和【暴击伤害降低Ⅱ】1回合>,,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#90%物攻#C0x5B545B#+#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【伤口】和【暴击伤害降低Ⅱ】1回合，附带【连击Ⅰ】},,,#C0x5c9970#基础伤害系数提升至90%，额外附带【连击Ⅰ】,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,1,3,,,,2,,,,,1,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ2() and 0.9 or 0.8)+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249121;249122;249123>,,,,,,,360,,,2,{x=-350;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/shuishuita_skill1.mp3},,,<【伤口】;【暴击伤害降低Ⅱ】>,<【伤口】;【暴击伤害降低Ⅱ】;【连击Ⅰ】>,,,,<4>,,,
24913,水流喷射,,,,<攻击敌方单体目标，造成#C0xE69900#170%物攻#C0x5B545B#+#C0x3D8A99#170%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，获得1只【扇贝贝】2回合;为随机2名敌人添加1层【伤口】1回合>,攻击敌方单体目标，获得扇贝贝并对敌人造成伤口,<11>,,<获得1层硬壳盔甲，并在随后2回合内，自己技能附带的【伤口】效果，进阶为【不愈之伤】效果>,<79003>,,{1=攻击敌方单体目标，造成#C0xE69900#190%物攻#C0x5B545B#+#C0x3D8A99#190%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#;2=获得1只【扇贝贝】2回合;3=为随机2名敌人添加1层【伤口】1回合;4=额外对主目标造成#C0xE69900#40%物攻#C0x5B545B#+#C0x3D8A99#40%特攻#C0x5B545B#的水元素伤害并对所有附带【伤口】/【不愈之伤】的其他目标造成一半的伤害},<获得1层硬壳盔甲，并在随后2回合内，自己技能附带的【伤口】效果，进阶为【不愈之伤】效果，前两次必杀技造成的【不愈之伤】持续回合+1>,,#C0x5c9970#基础伤害系数提升至190%，额外对主目标造成40%双攻之和的水元素伤害，并对附带【伤口】/【不愈之伤】目标造成一半伤害;前2次必杀时造成的【不愈之伤】 持续回合+1,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,3,,,,,,,,,,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ3() and 1.9 or 1.7)+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249131;249132;249133;249134;249135;249136;249137;249138;249139>,,,,,1000,,,,,3,{x=0;y=0},,,,skill2,,,,,,,,<img_501_sst@>,,,,,{loop=0;delay=0;res=hero_sound/shuishuita_skill2.mp3},,,<【扇贝贝】;【伤口】;【不愈之伤】>,<【扇贝贝】;【伤口】;【不愈之伤】>,,,2,,,,
24916,扇贝贝,,,,<{title=硬壳盔甲};每个大回合可获得1层硬壳盔甲（可叠2层），自身受到暴击时，消耗1层，令本次伤害降低#C0x5c9970#$(10+skillLevel*0.15-0.15)$%#C0x5B545B#，并自身恢复#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#最大生命>,,<6;8>,,<<{title=双刀流};每次主动攻击会根据主目标双防中较低的一项，造成对应的物理/特殊伤害>;<{title=扇贝贝};入场时自身会附带【扇贝贝】2回合>>,<79004>,,{1={title=硬壳盔甲};2=每个大回合可获得1层硬壳盔甲（可叠2层），自身受到暴击时，消耗1层，令本次伤害降低#C0x5c9970#$(10+skillLevel*0.15-0.15)$%#C0x5B545B#，并自身恢复#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#最大生命},<<{title=双刀流};每次主动攻击会根据主目标双防中较低的一项，造成对应的物理/特殊伤害>;<{title=扇贝贝};入场时自身会附带【扇贝贝】2回合，自身受到致命的主动攻击伤害时，消耗【扇贝贝】使本次攻击无效（全场触发1次）>>,,#C0x5c9970#自身受到致命的主动攻击伤害时，消耗【扇贝贝】使本次攻击无效（全场触发1次）,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<249161;249162>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【扇贝贝】>,<【扇贝贝】>,,,,,,,
24921,扇贝贝丢丢,,,,<攻击敌方单体目标，造成#C0xE69900#50%物攻#C0x5B545B#+#C0x3D8A99#50%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并获得【双防Ⅰ】2回合>,,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#60%物攻#C0x5B545B#+#C0x3D8A99#60%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并获得【双防Ⅰ】和【双攻Ⅰ】2回合},,,#C0x5c9970#基础伤害系数提升至60%，额外获得【双攻Ⅰ】2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,1,3,,,,,,,,,1,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ1() and 0.6 or 0.5)+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249211;249212;249213>,,,,,,,240,,,,{x=-420;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/shuangrenwan_attack.mp3},,,<【双防Ⅰ】>,<【双防Ⅰ】;【双攻Ⅰ】>,,,,,,,
24922,水刃斩切,,,,<攻击敌方单体目标，造成#C0xE69900#80%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【伤口】和【暴击伤害降低Ⅱ】1回合>,,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#90%物攻#C0x5B545B#+#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【伤口】和【暴击伤害降低Ⅱ】1回合，附带【连击Ⅰ】},,,#C0x5c9970#基础伤害系数提升至90%，额外附带【连击Ⅰ】,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,1,3,,,,2,,,,,1,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ2() and 0.9 or 0.8)+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249221;249222;249223>,,,,,,,360,,,2,{x=-350;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/shuangrenwan_skill1.mp3},,,<【伤口】;【暴击伤害降低Ⅱ】>,<【伤口】;【暴击伤害降低Ⅱ】;【连击Ⅰ】>,,,,<4>,,,
24923,水流喷射,,,,<攻击敌方单体目标，造成#C0xE69900#170%物攻#C0x5B545B#+#C0x3D8A99#170%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，获得1只【扇贝贝】2回合;为随机2名敌人添加1层【伤口】1回合>,攻击敌方单体目标，获得扇贝贝并对敌人造成伤口,<11>,,<获得1层硬壳盔甲，并在随后2回合内，自己技能附带的【伤口】效果，进阶为【不愈之伤】效果>,<79003>,,{1=攻击敌方单体目标，造成#C0xE69900#190%物攻#C0x5B545B#+#C0x3D8A99#190%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#;2=获得1只【扇贝贝】2回合;3=为随机2名敌人添加1层【伤口】1回合;4=额外对主目标造成#C0xE69900#40%物攻#C0x5B545B#+#C0x3D8A99#40%特攻#C0x5B545B#的水元素伤害并对所有附带【伤口】/【不愈之伤】的其他目标造成一半的伤害},<获得1层硬壳盔甲，并在随后2回合内，自己技能附带的【伤口】效果，进阶为【不愈之伤】效果，前两次必杀技造成的【不愈之伤】持续回合+1>,,#C0x5c9970#基础伤害系数提升至190%，额外对主目标造成40%双攻之和的水元素伤害，并对附带【伤口】/【不愈之伤】目标造成一半伤害;前2次必杀时造成的【不愈之伤】 持续回合+1,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,3,,,,,,,,,,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ3() and 1.9 or 1.7)+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249231;249232;249233;249234;249235;249236;249237;249238;249239>,,,,,1000,,,,,3,{x=0;y=0},,,,skill2,,,,,,,,<img_502_srw@>,,,,,{loop=0;delay=0;res=hero_sound/shuangrenwan_skill2.mp3},,,<【扇贝贝】;【伤口】;【不愈之伤】>,<【扇贝贝】;【伤口】;【不愈之伤】>,,,2,,,,
24926,扇贝贝,,,,<{title=硬壳盔甲};每个大回合可获得1层硬壳盔甲（可叠2层），自身受到暴击时，消耗1层，令本次伤害降低#C0x5c9970#$(10+skillLevel*0.15-0.15)$%#C0x5B545B#，并自身恢复#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#最大生命>,,<6;8>,,<<{title=双刀流};每次主动攻击会根据主目标双防中较低的一项，造成对应的物理/特殊伤害>;<{title=扇贝贝};入场时自身会附带【扇贝贝】2回合>>,<79004>,,{1={title=硬壳盔甲};2=每个大回合可获得1层硬壳盔甲（可叠2层），自身受到暴击时，消耗1层，令本次伤害降低#C0x5c9970#$(10+skillLevel*0.15-0.15)$%#C0x5B545B#，并自身恢复#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#最大生命},<<{title=双刀流};每次主动攻击会根据主目标双防中较低的一项，造成对应的物理/特殊伤害>;<{title=扇贝贝};入场时自身会附带【扇贝贝】2回合，自身受到致命的主动攻击伤害时，消耗【扇贝贝】使本次攻击无效（全场触发1次）>>,,#C0x5c9970#自身受到致命的主动攻击伤害时，消耗【扇贝贝】使本次攻击无效（全场触发1次）,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<249261;249262>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【扇贝贝】>,<【扇贝贝】>,,,,,,,
24931,水之波动,,,,<攻击敌方单体目标，造成#C0xE69900#50%物攻#C0x5B545B#+#C0x3D8A99#50%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并获得【双防Ⅰ】2回合>,,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#60%物攻#C0x5B545B#+#C0x3D8A99#60%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并获得【双防Ⅰ】和【双攻Ⅰ】2回合},,,#C0x5c9970#基础伤害系数提升至60%，额外获得【双攻Ⅰ】2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,1,3,,,,,,,,,1,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ1() and 0.6 or 0.5)+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249311;249312;249313>,,,,,,,240,,,,{x=-420;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/dajiangui_attack.mp3},,,<【双防Ⅰ】>,<【双防Ⅰ】;【双攻Ⅰ】>,,,,,,,
24932,水角突袭,,,,<攻击敌方单体目标，造成#C0xE69900#80%物攻#C0x5B545B#+#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【伤口】和【暴击伤害降低Ⅱ】1回合>,,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#90%物攻#C0x5B545B#+#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【伤口】和【暴击伤害降低Ⅱ】1回合，附带【连击Ⅰ】},,,#C0x5c9970#基础伤害系数提升至90%，额外附带【连击Ⅰ】,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,1,3,,,,2,,,,,1,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ2() and 0.9 or 0.8)+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249321;249322;249323>,,,,,,,360,,,2,{x=-350;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/dajiangui_skill1.mp3},,,<【伤口】;【暴击伤害降低Ⅱ】>,<【伤口】;【暴击伤害降低Ⅱ】;【连击Ⅰ】>,,,,<4>,,,
24933,水刃十字切,,,,<攻击敌方单体目标，造成#C0xE69900#170%物攻#C0x5B545B#+#C0x3D8A99#170%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，获得1只【扇贝贝】2回合;为随机2名敌人添加1层【伤口】1回合>,攻击敌方单体目标，获得扇贝贝并对敌人造成伤口,<11>,,<获得1层硬壳盔甲，并在随后2回合内，自己技能附带的【伤口】效果，进阶为【不愈之伤】效果>,<79003>,,{1=攻击敌方单体目标，造成#C0xE69900#190%物攻#C0x5B545B#+#C0x3D8A99#190%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#;2=获得1只【扇贝贝】2回合;3=为随机2名敌人添加1层【伤口】1回合;4=额外对主目标造成#C0xE69900#40%物攻#C0x5B545B#+#C0x3D8A99#40%特攻#C0x5B545B#的水元素伤害并对所有附带【伤口】/【不愈之伤】的其他目标造成一半的伤害},<获得1层硬壳盔甲，并在随后2回合内，自己技能附带的【伤口】效果，进阶为【不愈之伤】效果，前两次必杀技造成的【不愈之伤】持续回合+1>,,#C0x5c9970#基础伤害系数提升至190%，额外对主目标造成40%双攻之和的水元素伤害，并对附带【伤口】/【不愈之伤】目标造成一半伤害;前2次必杀时造成的【不愈之伤】 持续回合+1,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,3,,,,,,,,,,,,,,,,,敌方单体,single,,(self:damage()+self:specialDamage())*(self:flagZ3() and 1.9 or 1.7)+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,"{formula=moreE(self:star(),6) and 24911 or 1}",<249331;249332;249333;249334;249335;249336;249337;249338;249339>,,,,,1000,,,,,3,{x=0;y=0},,,,skill2,,,,,,,,<img_503_djg@>,,,,,{loop=0;delay=0;res=hero_sound/dajiangui_skill2.mp3},,,<【扇贝贝】;【伤口】;【不愈之伤】>,<【扇贝贝】;【伤口】;【不愈之伤】>,,,2,,,,
24936,扇贝贝,,,,<{title=硬壳盔甲};每个大回合可获得1层硬壳盔甲（可叠2层），自身受到暴击时，消耗1层，令本次伤害降低#C0x5c9970#$(10+skillLevel*0.15-0.15)$%#C0x5B545B#，并自身恢复#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#最大生命>,,<6;8>,,<<{title=双刀流};每次主动攻击会根据主目标双防中较低的一项，造成对应的物理/特殊伤害>;<{title=扇贝贝};入场时自身会附带【扇贝贝】2回合>>,<79004>,,{1={title=硬壳盔甲};2=每个大回合可获得1层硬壳盔甲（可叠2层），自身受到暴击时，消耗1层，令本次伤害降低#C0x5c9970#$(10+skillLevel*0.15-0.15)$%#C0x5B545B#，并自身恢复#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#最大生命},<<{title=双刀流};每次主动攻击会根据主目标双防中较低的一项，造成对应的物理/特殊伤害>;<{title=扇贝贝};入场时自身会附带【扇贝贝】2回合，自身受到致命的主动攻击伤害时，消耗【扇贝贝】使本次攻击无效（全场触发1次）>>,,#C0x5c9970#自身受到致命的主动攻击伤害时，消耗【扇贝贝】使本次攻击无效（全场触发1次）,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<249361;249362>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【扇贝贝】>,<【扇贝贝】>,,,,,,,
25911,头槌,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,石丸子跳跃而起，撞击敌人，攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身30%物防2回合},,,#C0x5c9970#提升自身30%物防2回合,固定伤害+96,,,TRUE,TRUE,,,,0,,13,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<259111;259112>,,,,,,,240,,,,{x=-100;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/shiwanzi_attack.mp3},,,,,,,,,,,
25912,沙雹,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，永久降低自身20%速度，提升自身20%的物攻，持续3回合>,石丸子倒立后快速旋转，攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，永久降低自身20%速度，提升自身30%的物攻，持续3回合},,,提升自身20%的物攻\n#F20#\n#F40##C0x5c9970#→提升自身30%的物攻,固定伤害+144,,,TRUE,TRUE,,,,1,,13,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<259121;259122>,,,,,,,360,,,2,{x=-200;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/shiwanzi_skill1.mp3},,,,,,,,,,,
