变量名,_comment,weightList,cardWeightMap,specialWeightMap
22502,蓝色品质芯片库-正式,<<60131;200;1>;<60132;200;1>;<60133;200;1>;<60134;200;1>;<60135;200;1>;<60136;200;1>;<60231;200;1>;<60232;200;1>;<60233;200;1>;<60234;200;1>;<60235;200;1>;<60236;200;1>;<60331;200;1>;<60332;200;1>;<60333;200;1>;<60334;200;1>;<60335;200;1>;<60336;200;1>;<60431;200;1>;<60432;200;1>;<60433;200;1>;<60434;200;1>;<60435;200;1>;<60436;200;1>;<60531;200;1>;<60532;200;1>;<60533;200;1>;<60534;200;1>;<60535;200;1>;<60536;200;1>;<60631;200;1>;<60632;200;1>;<60633;200;1>;<60634;200;1>;<60635;200;1>;<60636;200;1>;<60731;200;1>;<60732;200;1>;<60733;200;1>;<60734;200;1>;<60735;200;1>;<60736;200;1>;<60831;200;1>;<60832;200;1>;<60833;200;1>;<60834;200;1>;<60835;200;1>;<60836;200;1>;<60931;200;1>;<60932;200;1>;<60933;200;1>;<60934;200;1>;<60935;200;1>;<60936;200;1>>,,
22503,紫色品质芯片库-正式,<<60141;200;1>;<60142;200;1>;<60143;200;1>;<60144;200;1>;<60145;200;1>;<60146;200;1>;<60241;200;1>;<60242;200;1>;<60243;200;1>;<60244;200;1>;<60245;200;1>;<60246;200;1>;<60341;200;1>;<60342;200;1>;<60343;200;1>;<60344;200;1>;<60345;200;1>;<60346;200;1>;<60441;200;1>;<60442;200;1>;<60443;200;1>;<60444;200;1>;<60445;200;1>;<60446;200;1>;<60541;200;1>;<60542;200;1>;<60543;200;1>;<60544;200;1>;<60545;200;1>;<60546;200;1>;<60641;200;1>;<60642;200;1>;<60643;200;1>;<60644;200;1>;<60645;200;1>;<60646;200;1>;<60741;200;1>;<60742;200;1>;<60743;200;1>;<60744;200;1>;<60745;200;1>;<60746;200;1>;<60841;200;1>;<60842;200;1>;<60843;200;1>;<60844;200;1>;<60845;200;1>;<60846;200;1>;<60941;200;1>;<60942;200;1>;<60943;200;1>;<60944;200;1>;<60945;200;1>;<60946;200;1>>,,
22504,橙色品质芯片库-正式,<<60151;200;1>;<60152;200;1>;<60153;200;1>;<60154;200;1>;<60155;200;1>;<60156;200;1>;<60251;200;1>;<60252;200;1>;<60253;200;1>;<60254;200;1>;<60255;200;1>;<60256;200;1>;<60351;200;1>;<60352;200;1>;<60353;200;1>;<60354;200;1>;<60355;200;1>;<60356;200;1>;<60451;200;1>;<60452;200;1>;<60453;200;1>;<60454;200;1>;<60455;200;1>;<60456;200;1>;<60551;200;1>;<60552;200;1>;<60553;200;1>;<60554;200;1>;<60555;200;1>;<60556;200;1>;<60651;200;1>;<60652;200;1>;<60653;200;1>;<60654;200;1>;<60655;200;1>;<60656;200;1>;<60751;200;1>;<60752;200;1>;<60753;200;1>;<60754;200;1>;<60755;200;1>;<60756;200;1>;<60851;200;1>;<60852;200;1>;<60853;200;1>;<60854;200;1>;<60855;200;1>;<60856;200;1>;<60951;200;1>;<60952;200;1>;<60953;200;1>;<60954;200;1>;<60955;200;1>;<60956;200;1>>,,
22505,红色品质芯片库-正式,<<60161;200;1>;<60162;200;1>;<60163;200;1>;<60164;200;1>;<60165;200;1>;<60166;200;1>;<60261;200;1>;<60262;200;1>;<60263;200;1>;<60264;200;1>;<60265;200;1>;<60266;200;1>;<60361;200;1>;<60362;200;1>;<60363;200;1>;<60364;200;1>;<60365;200;1>;<60366;200;1>;<60461;200;1>;<60462;200;1>;<60463;200;1>;<60464;200;1>;<60465;200;1>;<60466;200;1>;<60561;200;1>;<60562;200;1>;<60563;200;1>;<60564;200;1>;<60565;200;1>;<60566;200;1>;<60661;200;1>;<60662;200;1>;<60663;200;1>;<60664;200;1>;<60665;200;1>;<60666;200;1>;<60761;200;1>;<60762;200;1>;<60763;200;1>;<60764;200;1>;<60765;200;1>;<60766;200;1>;<60861;200;1>;<60862;200;1>;<60863;200;1>;<60864;200;1>;<60865;200;1>;<60866;200;1>;<60961;200;1>;<60962;200;1>;<60963;200;1>;<60964;200;1>;<60965;200;1>;<60966;200;1>>,,
22506,道具抽取芯片道具库-正式,<<gold;200;20000>;<122;0;1>;<123;200;1>;<124;200;1>>,,
22507,钻石芯片道具库-正式,<<gold;200;20000>;<122;200;5>;<123;200;2>;<124;200;1>>,,
22508,所有品质芯片综合库-正式,<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60131;200;1>;<60132;360;1>;<60133;360;1>;<60134;360;1>;<60135;360;1>;<60136;360;1>;<60141;360;1>;<60142;240;1>;<60143;240;1>;<60144;240;1>;<60145;240;1>;<60146;240;1>;<60151;240;1>;<60152;50;1>;<60153;50;1>;<60154;50;1>;<60155;50;1>;<60156;50;1>;<60161;50;1>;<60162;50;1>;<60163;50;1>;<60164;50;1>;<60165;50;1>;<60166;50;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60231;200;1>;<60232;360;1>;<60233;360;1>;<60234;360;1>;<60235;360;1>;<60236;360;1>;<60241;360;1>;<60242;240;1>;<60243;240;1>;<60244;240;1>;<60245;240;1>;<60246;240;1>;<60251;240;1>;<60252;50;1>;<60253;50;1>;<60254;50;1>;<60255;50;1>;<60256;50;1>;<60261;50;1>;<60262;50;1>;<60263;50;1>;<60264;50;1>;<60265;50;1>;<60266;50;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60331;200;1>;<60332;360;1>;<60333;360;1>;<60334;360;1>;<60335;360;1>;<60336;360;1>;<60341;360;1>;<60342;240;1>;<60343;240;1>;<60344;240;1>;<60345;240;1>;<60346;240;1>;<60351;240;1>;<60352;50;1>;<60353;50;1>;<60354;50;1>;<60355;50;1>;<60356;50;1>;<60361;50;1>;<60362;50;1>;<60363;50;1>;<60364;50;1>;<60365;50;1>;<60366;50;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60431;200;1>;<60432;360;1>;<60433;360;1>;<60434;360;1>;<60435;360;1>;<60436;360;1>;<60441;360;1>;<60442;240;1>;<60443;240;1>;<60444;240;1>;<60445;240;1>;<60446;240;1>;<60451;240;1>;<60452;50;1>;<60453;50;1>;<60454;50;1>;<60455;50;1>;<60456;50;1>;<60461;50;1>;<60462;50;1>;<60463;50;1>;<60464;50;1>;<60465;50;1>;<60466;50;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60531;200;1>;<60532;360;1>;<60533;360;1>;<60534;360;1>;<60535;360;1>;<60536;360;1>;<60541;360;1>;<60542;240;1>;<60543;240;1>;<60544;240;1>;<60545;240;1>;<60546;240;1>;<60551;240;1>;<60552;50;1>;<60553;50;1>;<60554;50;1>;<60555;50;1>;<60556;50;1>;<60561;50;1>;<60562;50;1>;<60563;50;1>;<60564;50;1>;<60565;50;1>;<60566;50;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60631;200;1>;<60632;360;1>;<60633;360;1>;<60634;360;1>;<60635;360;1>;<60636;360;1>;<60641;360;1>;<60642;240;1>;<60643;240;1>;<60644;240;1>;<60645;240;1>;<60646;240;1>;<60651;240;1>;<60652;50;1>;<60653;50;1>;<60654;50;1>;<60655;50;1>;<60656;50;1>;<60661;50;1>;<60662;50;1>;<60663;50;1>;<60664;50;1>;<60665;50;1>;<60666;50;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60731;200;1>;<60732;360;1>;<60733;360;1>;<60734;360;1>;<60735;360;1>;<60736;360;1>;<60741;360;1>;<60742;240;1>;<60743;240;1>;<60744;240;1>;<60745;240;1>;<60746;240;1>;<60751;240;1>;<60752;50;1>;<60753;50;1>;<60754;50;1>;<60755;50;1>;<60756;50;1>;<60761;50;1>;<60762;50;1>;<60763;50;1>;<60764;50;1>;<60765;50;1>;<60766;50;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60831;200;1>;<60832;360;1>;<60833;360;1>;<60834;360;1>;<60835;360;1>;<60836;360;1>;<60841;360;1>;<60842;240;1>;<60843;240;1>;<60844;240;1>;<60845;240;1>;<60846;240;1>;<60851;240;1>;<60852;50;1>;<60853;50;1>;<60854;50;1>;<60855;50;1>;<60856;50;1>;<60861;50;1>;<60862;50;1>;<60863;50;1>;<60864;50;1>;<60865;50;1>;<60866;50;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>;<60931;200;1>;<60932;360;1>;<60933;360;1>;<60934;360;1>;<60935;360;1>;<60936;360;1>;<60941;360;1>;<60942;240;1>;<60943;240;1>;<60944;240;1>;<60945;240;1>;<60946;240;1>;<60951;240;1>;<60952;50;1>;<60953;50;1>;<60954;50;1>;<60955;50;1>;<60956;50;1>;<60961;50;1>;<60962;50;1>;<60963;50;1>;<60964;50;1>;<60965;50;1>;<60966;50;1>>,,
,新增的一定要分开做标记 禁止删除该注释,,,
24000,捷克罗姆/莱希拉姆,<<6892;100;1>>,,
24001,捷克罗姆/莱希拉姆碎片,<<6893;200;1>;<6893;100;2>;<6893;50;3>>,,
24002,伊裴尔塔尔/酋雷姆,<<6870;100;1>>,,
24003,伊裴尔塔尔/酋雷姆,<<6871;200;1>;<6871;100;2>;<6871;50;3>>,,
24004,玛纳霏/比克提尼,<<5868;100;1>>,,
24005,玛纳霏/比克提尼碎片,<<5869;200;1>;<5869;100;2>;<5869;50;3>>,,
24006,裂空座/固拉多,<<6866;100;1>>,,
24007,裂空座/固拉多碎片,<<6867;200;1>;<6867;100;2>;<6867;50;3>>,,
24008,时拉比/基拉祈,<<5832;100;1>>,,
24009,时拉比/基拉祈碎片,<<5833;200;1>;<5833;100;2>;<5833;50;3>>,,
24010,索尔迦雷欧/露奈雅拉,<<5894;100;1>>,,
24011,索尔迦雷欧/露奈雅拉碎片,<<5895;200;1>;<5895;100;2>;<5895;50;3>>,,
24012,苍响/藏玛然特,<<5980;100;1>>,,
24013,苍响/藏玛然特碎片,<<5981;200;1>;<5981;100;2>;<5981;50;3>>,,
24014,玛机雅娜/基格尔德·100%,<<5842;100;1>>,,
24015,玛机雅娜/基格尔德·100%碎片,<<5843;200;1>;<5843;100;2>;<5843;50;3>>,,
24016,美录坦/骑拉帝纳,<<5876;100;1>>,,
24017,美录坦/骑拉帝纳碎片,<<5877;200;1>;<5877;100;2>;<5877;50;3>>,,
24018,奈克洛兹玛/哲尔尼亚斯,<<5898;100;1>>,,
24019,奈克洛兹玛/哲尔尼亚斯碎片,<<5899;200;1>;<5899;100;2>;<5899;50;3>>,,
24020,雷吉奇卡斯/洛奇亚,<<6155;100;1>>,,
24021,雷吉奇卡斯/洛奇亚碎片,<<6156;200;1>;<6156;100;2>;<6156;50;3>>,,
24022,惩戒胡帕/达克莱伊,<<5814;100;1>>,,
24023,惩戒胡帕/达克莱伊碎片,<<5815;200;1>;<5815;100;2>;<5815;50;3>>,,
24024,盖诺赛克特/闪光超级艾路雷朵,<<5938;100;1>>,,
24025,盖诺赛克特/闪光超级艾路雷朵碎片,<<5939;200;1>;<5939;100;2>;<5939;50;3>>,,
24026,伊裴尔塔尔/捷拉奥拉,<<6894;100;1>>,,
24027,伊裴尔塔尔/捷拉奥拉碎片,<<6895;200;1>;<6895;100;2>;<6895;50;3>>,,
,,,,
24028,伊裴尔塔尔/莱希拉姆,<<7720;100;1>>,,
24029,伊裴尔塔尔/莱希拉姆碎片,<<7721;200;1>;<7721;100;2>;<7721;50;3>>,,
24030,盖欧卡/固拉多,<<6151;100;1>>,,
24031,盖欧卡/固拉多碎片,<<6152;200;1>;<6152;100;2>;<6152;50;3>>,,
24032,惩戒胡帕/帝牙卢卡,<<6169;100;1>>,,
24033,惩戒胡帕/帝牙卢卡碎片,<<6170;200;1>;<6170;100;2>;<6170;50;3>>,,
24034,捷克罗姆/骑拉帝纳,<<6175;100;1>>,,
24035,捷克罗姆/骑拉帝纳碎片,<<6176;200;1>;<6176;100;2>;<6176;50;3>>,,
24036,时拉比/美洛耶塔,<<6876;100;1>>,,
24037,时拉比/美洛耶塔碎片,<<6877;200;1>;<6877;100;2>;<6877;50;3>>,,
24038,盖诺赛克特/基拉祈,<<6880;100;1>>,,
24039,盖诺赛克特/基拉祈碎片,<<6881;200;1>;<6881;100;2>;<6881;50;3>>,,
24040,美录坦/哲尔尼亚斯,<<6886;100;1>>,,
24041,美录坦/哲尔尼亚斯碎片,<<6887;200;1>;<6887;100;2>;<6887;50;3>>,,
24042,美录坦/酋雷姆,<<5820;100;1>>,,
24043,美录坦/酋雷姆碎片,<<5821;200;1>;<5821;100;2>;<5821;50;3>>,,
24044,索尔迦雷欧/比克提尼,<<5838;100;1>>,,
24045,索尔迦雷欧/比克提尼碎片,<<5839;200;1>;<5839;100;2>;<5839;50;3>>,,
24046,玛夏多/波尔凯尼恩,<<5846;100;1>>,,
24047,玛夏多/波尔凯尼恩碎片,<<5847;200;1>;<5847;100;2>;<5847;50;3>>,,
24048,帕路奇亚/时拉比,<<5892;100;1>>,,
24049,帕路奇亚/时拉比碎片,<<5893;200;1>;<5893;100;2>;<5893;50;3>>,,
24050,雷吉奇卡斯/蒂安希,<<6854;100;1>>,,
24051,雷吉奇卡斯/蒂安希碎片,<<6855;200;1>;<6855;100;2>;<6855;50;3>>,,
24052,裂空座/洛奇亚,<<6167;100;1>>,,
24053,裂空座/洛奇亚碎片,<<6168;200;1>;<6168;100;2>;<6168;50;3>>,,
24054,苍响/藏玛然特,<<5980;100;1>>,,
24055,苍响/藏玛然特碎片,<<5981;200;1>;<5981;100;2>;<5981;50;3>>,,
24056,波尔凯尼恩/玛纳霏,<<5886;100;1>>,,
24057,波尔凯尼恩/玛纳霏碎片,<<5887;200;1>;<5887;100;2>;<5887;50;3>>,,
24058,帕路奇亚/时拉比2,<<5892;100;1>>,,
24059,帕路奇亚/时拉比2碎片,<<5893;200;1>;<5893;100;2>;<5893;50;3>>,,
24060,酋雷姆/莱希拉姆,<<5944;100;1>>,,
24061,酋雷姆/莱希拉姆碎片,<<5945;200;1>;<5945;100;2>;<5945;50;3>>,,
24062,裂空座/达克莱伊,<<6173;100;1>>,,
24063,裂空座/达克莱伊碎片,<<6174;200;1>;<6174;100;2>;<6174;50;3>>,,
,,,,
22701,马戏团扫荡奖励,<<529;100;10>;<529;100;20>;<529;100;30>;<gold;100;10000>;<gold;100;20000>;<gold;100;30000>>,,
22702,马戏团扫荡失败奖励,<<529;100;30>;<529;100;40>;<529;100;50>;<gold;100;30000>;<gold;100;40000>;<gold;100;50000>>,,
,,,,
,,,,
22801,绿色琉石宝箱,<<100001;100;1>;<100021;100;1>;<100041;100;1>;<100061;100;1>>,,
22802,蓝色琉石宝箱,<<100002;100;1>;<100022;100;1>;<100042;100;1>;<100062;100;1>>,,
22803,紫色琉石宝箱,<<100003;100;1>;<100023;100;1>;<100043;100;1>;<100063;100;1>>,,
22804,橙色琉石宝箱,<<100004;100;1>;<100024;100;1>;<100044;100;1>;<100064;100;1>>,,
22805,红色琉石宝箱,<<100005;100;1>;<100025;100;1>;<100045;100;1>;<100065;100;1>>,,
22821,绿色琉石宝箱,<<100001;100;1>;<100021;100;1>;<100041;100;1>;<100061;100;1>>,,
22822,蓝色琉石宝箱,<<100002;100;1>;<100022;100;1>;<100042;100;1>;<100062;100;1>>,,
22823,紫色琉石宝箱,<<100003;100;1>;<100023;100;1>;<100043;100;1>;<100063;100;1>>,,
22824,橙色琉石宝箱,<<100004;100;1>;<100024;100;1>;<100044;100;1>;<100064;100;1>>,,
22825,红色琉石宝箱,<<100005;100;1>;<100025;100;1>;<100045;100;1>;<100065;100;1>>,,
,,,,
23401,惊喜捞一捞-奖池1,<<8125;300;5>;<8125;200;10>;<8125;100;20>;<8126;150;3>;<8126;100;5>;<8126;50;10>;<8127;50;1>;<8127;30;2>;<8127;20;3>;<501;100;1>;<502;80;1>;<521;50;1>;<5000;30;1>;<gold;200;10000>;<gold;150;20000>;<gold;100;50000>>,,
