变量名,name,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,finalDamageSubC,extraSkillList,cardSkinScale,followSpineScale,weight,shinyPos,height,followSpinePos,shiny,cardSpineNeedStar,cardSkinPos,fakePassiveSkillList,shinyRes,mZawakeStatus,unitType,frontPriority,elementalDamageAddC,elementalDamageDeepenC,elementalDamageReduceC,elementalDamageSubC,finalDamageAddC,finalDamageDeepenC,finalDamageReduceC,ignoreDamageSubC,mpAttackRecoverC,mpBeAttackRecoverC,shieldPowerC,skinReplaceIDs,__version
192871,迷你冰,bossmonster,2,6,,,<99>,,,,2871,,config/portrait/speedranktouxiang/img_582_mnb@.png,config/portrait/jinglingtouxiang/img_582_mnb@.png,config/portrait/jinglingtouxiang1/img_582_mnb@.png,config/portrait/simple/img_582_mnb@.png,config/big_hero/normal/img_582_mnb@.png,0.95,{x=30;y=0},koudai_minibing/hero_minibing.skel,,config/big_hero/standby/img_582_mnb@.png,,,<59001;59011>,<28711;28712;28713>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.6,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,0.4,,,,,,,,,,,,,,,,,,,,,,
192872,多多冰,bossmonster,2,6,,,<99>,,,,2872,,config/portrait/speedranktouxiang/img_583_ddb@.png,config/portrait/jinglingtouxiang/img_583_ddb@.png,config/portrait/jinglingtouxiang1/img_583_ddb@.png,config/portrait/simple/img_583_ddb@.png,config/big_hero/normal/img_583_ddb@.png,1.2,{x=-20;y=-10},koudai_duoduobing/hero_duoduobing.skel,,config/big_hero/standby/img_583_ddb@.png,,,<59001;59011>,<28721;28722;28723>,,,{headPos={y=270;x=0};hitPos={y=145;x=0};lifePos={y=310;x=0};namePos={y=310;x=0}},,,,2.4,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,1.1,,,,,,,,,,,,,,,,,,,,,,
192873,双倍多多冰,bossmonster,2,6,,,<99>,,,,2873,,config/portrait/speedranktouxiang/img_584_sbddb@.png,config/portrait/jinglingtouxiang/img_584_sbddb@.png,config/portrait/jinglingtouxiang1/img_584_sbddb@.png,config/portrait/simple/img_584_sbddb@.png,config/big_hero/normal/img_584_sbddb@.png,1.2,{x=10;y=25},koudai_shuangbeiduoduobing/hero_shuangbeiduoduobing.skel,,config/big_hero/standby/img_584_sbddb@.png,,,<59001;59011>,<28731;28732;28733>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.8,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,,1.3,,,,,,,,,,,,,,,,,,,,,,
192891,电飞鼠,bossmonster,2,5,10,,<99>,,,,2891,,config/portrait/speedranktouxiang/img_587_dfs@.png,config/portrait/jinglingtouxiang/img_587_dfs@.png,config/portrait/jinglingtouxiang1/img_587_dfs@.png,config/portrait/simple/img_587_dfs@.png,config/big_hero/normal/img_587_dfs@.png,,{x=0;y=40},koudai_dianfeishu/hero_dianfeishu.skel,,config/big_hero/standby/img_587_dfs@.png,,{x=140;y=-20},<59001;59011>,<28911;28912;28913>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.1,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0.4,,,,,,,,,,,,,,,,,,,,,,
192921,轻飘飘·雌,bossmonster,2,3,14,,<99;2921>,,,,2921,,config/portrait/speedranktouxiang/img_592_hqpp@.png,config/portrait/jinglingtouxiang/img_592_hqpp@.png,config/portrait/jinglingtouxiang1/img_592_hqpp@.png,config/portrait/simple/img_592_hqpp@.png,config/big_hero/normal/img_592_hqpp@.png,1.3,{x=15;y=-40},koudai_qingpiaopiaohong/hero_qingpiaopiaohong.skel,,config/big_hero/standby/img_592_hqpp@.png,,,<59001;59011>,<29211;29212;29213>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,1.2,,,,,,,,,,,,,,,,,,,,,,
192922,轻飘飘·雄,bossmonster,2,3,14,,<99;2922>,,,,2922,,config/portrait/speedranktouxiang/img_592_lqpp@.png,config/portrait/jinglingtouxiang/img_592_lqpp@.png,config/portrait/jinglingtouxiang1/img_592_lqpp@.png,config/portrait/simple/img_592_lqpp@.png,config/big_hero/normal/img_592_lqpp@.png,1.4,{x=-30;y=20},koudai_qingpiaopiaolan/hero_qingpiaopiaolan.skel,,config/big_hero/standby/img_592_lqpp@.png,,,<59001;59011>,<29221;29222;29223>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,1.2,,,,,,,,,,,,,,,,,,,,,,
192923,胖嘟嘟·雌,bossmonster,2,3,14,,<99;2921>,,,,2923,,config/portrait/speedranktouxiang/img_593_hpdd@.png,config/portrait/jinglingtouxiang/img_593_hpdd@.png,config/portrait/jinglingtouxiang1/img_593_hpdd@.png,config/portrait/simple/img_593_hpdd@.png,config/big_hero/normal/img_593_hpdd@.png,,,koudai_pangduduhong/hero_pangduduhong.skel,,config/big_hero/standby/img_593_hpdd@.png,,,<59001;59011>,<29231;29232;29233>,,,,,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,2.2,,,,,,,,,,,,,,,,,,,,,,
192924,胖嘟嘟·雄,bossmonster,2,3,14,,<99;2922>,,,,2924,,config/portrait/speedranktouxiang/img_593_lpdd@.png,config/portrait/jinglingtouxiang/img_593_lpdd@.png,config/portrait/jinglingtouxiang1/img_593_lpdd@.png,config/portrait/simple/img_593_lpdd@.png,config/big_hero/normal/img_593_lpdd@.png,,,koudai_pangdudulan/hero_pangdudulan.skel,,config/big_hero/standby/img_593_lpdd@.png,,,<59001;59011>,<29241;29242;29243>,,,,,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,2.2,,,,,,,,,,,,,,,,,,,,,,
192961,齿轮儿,bossmonster,2,17,,,<99>,,,,2961,,config/portrait/speedranktouxiang/img_599_cle@.png,config/portrait/jinglingtouxiang/img_599_cle@.png,config/portrait/jinglingtouxiang1/img_599_cle@.png,config/portrait/simple/img_599_cle@.png,config/big_hero/normal/img_599_cle@.png,0.95,{x=0;y=25},koudai_chiluner/hero_chiluner.skel,,config/big_hero/standby/img_599_cle@.png,,,<59001;59011>,<29611;29612;29613>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.1,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,0.3,,,,,,,,,,,,,,,,,,,,,,
192962,齿轮组,bossmonster,2,17,,,<99>,,,,2962,,config/portrait/speedranktouxiang/img_600_clz@.png,config/portrait/jinglingtouxiang/img_600_clz@.png,config/portrait/jinglingtouxiang1/img_600_clz@.png,config/portrait/simple/img_600_clz@.png,config/big_hero/normal/img_600_clz@.png,,{x=0;y=50},koudai_chilunzu/hero_chilunzu.skel,,config/big_hero/standby/img_600_clz@.png,,,<59001;59011>,<29621;29622;29623>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,1.9,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,0.6,,,,,,,,,,,,,,,,,,,,,,
192963,齿轮怪,bossmonster,2,17,,,<99>,,,,2963,,config/portrait/speedranktouxiang/img_601_clg@.png,config/portrait/jinglingtouxiang/img_601_clg@.png,config/portrait/jinglingtouxiang1/img_601_clg@.png,config/portrait/simple/img_601_clg@.png,config/big_hero/normal/img_601_clg@.png,1.3,{x=25;y=0},koudai_chilunguai/hero_chilunguai.skel,,config/big_hero/standby/img_601_clg@.png,,,<59001;59011>,<29631;29632;29633>,,,{headPos={y=250;x=0};hitPos={y=135;x=0};lifePos={y=290;x=0};namePos={y=290;x=0}},,,,2.3,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,0.6,,,,,,,,,,,,,,,,,,,,,,
192991,烛光灵,bossmonster,3,14,2,,<99>,,,,2991,,config/portrait/speedranktouxiang/img_607_zgl@.png,config/portrait/jinglingtouxiang/img_607_zgl@.png,config/portrait/jinglingtouxiang1/img_607_zgl@.png,config/portrait/simple/img_607_zgl@.png,config/big_hero/normal/img_607_zgl@.png,,{x=20;y=60},koudai_zhuguangling/hero_zhuguangling.skel,normal,config/big_hero/standby/img_607_zgl@.png,,,<59001;59011>,<29911;29912;29913>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,1.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,0.3,,,,,,,,,,,,,,,,,,,,,,
192992,灯火幽灵,bossmonster,3,14,2,,<99>,,,,2992,,config/portrait/speedranktouxiang/img_608_dhyl@.png,config/portrait/jinglingtouxiang/img_608_dhyl@.png,config/portrait/jinglingtouxiang1/img_608_dhyl@.png,config/portrait/simple/img_608_dhyl@.png,config/big_hero/normal/img_608_dhyl@.png,,{x=15;y=10},koudai_denghuoyouling/hero_denghuoyouling.skel,normal,config/big_hero/standby/img_608_dhyl@.png,,,<59001;59011>,<29921;29922;29923>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,1.9,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,0.6,,,,,,,,,,,,,,,,,,,,,,
192993,水晶灯火灵,bossmonster,3,14,2,,<99>,,,,2993,,config/portrait/speedranktouxiang/img_609_sjdhl@.png,config/portrait/jinglingtouxiang/img_609_sjdhl@.png,config/portrait/jinglingtouxiang1/img_609_sjdhl@.png,config/portrait/simple/img_609_sjdhl@.png,config/big_hero/normal/img_609_sjdhl@.png,1.7,{x=20;y=160},koudai_shuijingdenghuoling/hero_shuijingdenghuoling.skel,normal,config/big_hero/standby/img_609_sjdhl@.png,,,<59001;59011>,<29931;29932;29933>,,,{headPos={y=250;x=0};hitPos={y=135;x=0};lifePos={y=290;x=0};namePos={y=290;x=0}},,,,1.9,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,1,,,,,,,,,,,,,,,,,,,,,,
193001,牙牙,bossmonster,3,15,,,<99>,,,,3001,,config/portrait/speedranktouxiang/img_610_yy@.png,config/portrait/jinglingtouxiang/img_610_yy@.png,config/portrait/jinglingtouxiang1/img_610_yy@.png,config/portrait/simple/img_610_yy@.png,config/big_hero/normal/img_610_yy@.png,1.2,{x=10;y=90},koudai_yaya/hero_yaya.skel,,config/big_hero/standby/img_610_yy@.png,,,<59001;59011>,<30011;30012;30013>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,0.6,,,,,,,,,,,,,,,,,,,,,,
193002,斧牙龙,bossmonster,3,15,,,<99>,,,,3002,,config/portrait/speedranktouxiang/img_611_fyl@.png,config/portrait/jinglingtouxiang/img_611_fyl@.png,config/portrait/jinglingtouxiang1/img_611_fyl@.png,config/portrait/simple/img_611_fyl@.png,config/big_hero/normal/img_611_fyl@.png,,{x=40;y=30},koudai_fuyalong/hero_fuyalong.skel,,config/big_hero/standby/img_611_fyl@.png,,,<59001;59011>,<30021;30022;30023>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.3,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,1,,,,,,,,,,,,,,,,,,,,,,
193003,双斧战龙,bossmonster,3,15,,,<99>,,,,3003,,config/portrait/speedranktouxiang/img_612_sfzl@.png,config/portrait/jinglingtouxiang/img_612_sfzl@.png,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,config/portrait/simple/img_612_sfzl@.png,config/big_hero/normal/img_612_sfzl@.png,1.5,{x=90;y=-40},koudai_shuangfuzhanlong/hero_shuangfuzhanlong.skel,,config/big_hero/standby/img_612_sfzl@.png,,,<59001;59011>,<30031;30032;30033>,,,,,,,2.3,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,1.8,,,,,,,,,,,,,,,,,,,,,,
193011,喷嚏熊,bossmonster,2,6,,,<99>,,,,3011,,config/portrait/speedranktouxiang/img_613_ptx@.png,config/portrait/jinglingtouxiang/img_613_ptx@.png,config/portrait/jinglingtouxiang1/img_613_ptx@.png,config/portrait/simple/img_613_ptx@.png,config/big_hero/normal/img_613_ptx@.png,0.8,{x=10;y=20},koudai_pentixiong/hero_pentixiong.skel,,config/big_hero/standby/img_613_ptx@.png,,,<59001;59011>,<30111;30112;30113>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,0.5,,,,,,,,,,,,,,,,,,,,,,
193012,冻原熊,bossmonster,2,6,,,<99>,,,,3012,,config/portrait/speedranktouxiang/img_614_dyx@.png,config/portrait/jinglingtouxiang/img_614_dyx@.png,config/portrait/jinglingtouxiang1/img_614_dyx@.png,config/portrait/simple/img_614_dyx@.png,config/big_hero/normal/img_614_dyx@.png,1.3,{x=5;y=0},koudai_dongyuanxiong/hero_dongyuanxiong.skel,,config/big_hero/standby/img_614_dyx@.png,,,<59001;59011>,<30121;30122;30123>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,2.6,,,,,,,,,,,,,,,,,,,,,,
193021,几何雪花,bossmonster,3,6,,,<99>,,,,3021,,config/portrait/speedranktouxiang/img_615_jhxh@.png,config/portrait/jinglingtouxiang/img_615_jhxh@.png,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,config/portrait/simple/img_615_jhxh@.png,config/big_hero/normal/img_615_jhxh@.png,1.1,{x=0;y=20},koudai_jihexuehua/hero_jihexuehua.skel,,config/big_hero/standby/img_615_jhxh@.png,,{x=140;y=-20},<59001;59011;30214>,<30211;30212;30213>,,,{headPos={y=240;x=0};hitPos={y=130;x=0};lifePos={y=280;x=0};namePos={y=280;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,1.1,,,,,,,,,,,,,,,,,,,,,,
193141,单首龙,bossmonster,3,16,15,,<99>,,,,3141,,config/portrait/speedranktouxiang/img_633_dsl@.png,config/portrait/jinglingtouxiang/img_633_dsl@.png,config/portrait/jinglingtouxiang1/img_633_dsl@.png,config/portrait/simple/img_633_dsl@.png,config/big_hero/normal/img_633_dsl@.png,0.9,{x=20;y=50},koudai_danshoulong/hero_danshoulong.skel,,config/big_hero/standby/img_633_dsl@.png,,{x=140;y=-20},<59001;59011>,<31411;31412;31413>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.1,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,0.8,,,,,,,,,,,,,,,,,,,,,,
193142,双首暴龙,bossmonster,3,16,15,,<99>,,,,3142,,config/portrait/speedranktouxiang/img_634_ssbl@.png,config/portrait/jinglingtouxiang/img_634_ssbl@.png,config/portrait/jinglingtouxiang1/img_634_ssbl@.png,config/portrait/simple/img_634_ssbl@.png,config/big_hero/normal/img_634_ssbl@.png,,{x=-20;y=30},koudai_shuangshoubaolong/hero_shuangshoubaolong.skel,,config/big_hero/standby/img_634_ssbl@.png,,{x=140;y=-20},<59001;59011>,<31421;31422;31423>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.2,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1.4,,,,,,,,,,,,,,,,,,,,,,
193143,三首恶龙,bossmonster,3,16,15,,<99>,,,,3143,,config/portrait/speedranktouxiang/img_635_ssel@.png,config/portrait/jinglingtouxiang/img_635_ssel@.png,config/portrait/jinglingtouxiang1/img_635_ssel@.png,config/portrait/simple/img_635_ssel@.png,config/big_hero/normal/img_635_ssel@.png,1.6,{x=-60;y=0},koudai_sanshouelong/hero_sanshouelong.skel,,config/big_hero/standby/img_635_ssel@.png,,{x=140;y=-20},<59001;59011>,<31431;31432;31433>,,,{headPos={y=240;x=0};hitPos={y=130;x=0};lifePos={y=280;x=0};namePos={y=280;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,1.8,,,,,,,,,,,,,,,,,,,,,,
193151,燃烧虫,bossmonster,3,12,2,,<99>,,,,3151,,config/portrait/speedranktouxiang/img_636_rsc@.png,config/portrait/jinglingtouxiang/img_636_rsc@.png,config/portrait/jinglingtouxiang1/img_636_rsc@.png,config/portrait/simple/img_636_rsc@.png,config/big_hero/normal/img_636_rsc@.png,1.2,{x=30;y=10},koudai_ranshaochong/hero_ranshaochong.skel,,config/big_hero/standby/img_636_rsc@.png,,{x=140;y=-20},<59001;59011>,<31511;31512;31513>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,1.8,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,1.1,,,,,,,,,,,,,,,,,,,,,,
193152,火神蛾,bossmonster,3,12,2,,<99>,,,,3152,,config/portrait/speedranktouxiang/img_637_hse@.png,config/portrait/jinglingtouxiang/img_637_hse@.png,config/portrait/jinglingtouxiang1/img_637_hse@.png,config/portrait/simple/img_637_hse@.png,config/big_hero/normal/img_637_hse@.png,1.4,{x=-10;y=40},koudai_huoshene/hero_huoshene.skel,,config/big_hero/standby/img_637_hse@.png,,{x=140;y=-20},<59001;59011>,<31521;31522;31523>,,,{headPos={y=240;x=0};hitPos={y=130;x=0};lifePos={y=280;x=0};namePos={y=280;x=0}},,,,2.1,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,1.6,,,,,,,,,,,,,,,,,,,,,,
193161,勾帕路翁,bossmonster,3,17,7,,<99>,,,,3161,,config/portrait/speedranktouxiang/img_638_gplw@.png,config/portrait/jinglingtouxiang/img_638_gplw@.png,config/portrait/jinglingtouxiang1/img_638_gplw@.png,config/portrait/simple/img_638_gplw@.png,config/big_hero/normal/img_638_gplw@.png,,,koudai_goupaluweng/hero_goupaluweng.skel,,config/big_hero/standby/img_638_gplw@.png,,,<59001;59011>,<31611;31612;31613>,,,{headPos={y=360;x=0};hitPos={y=190;x=0};lifePos={y=400;x=0};namePos={y=400;x=0}},,,,2.15,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,2.1,,,,,,,,,,,,,,,,,,,,,,
193171,代拉基翁,bossmonster,3,13,7,,<99>,,,,3171,,config/portrait/speedranktouxiang/img_639_dljw@.png,config/portrait/jinglingtouxiang/img_639_dljw@.png,config/portrait/jinglingtouxiang1/img_639_dljw@.png,config/portrait/simple/img_639_dljw@.png,config/big_hero/normal/img_639_dljw@.png,,,koudai_dailajiweng/hero_dailajiweng.skel,,config/big_hero/standby/img_639_dljw@.png,,,<59001;59011>,<31711;31712;31713>,,,,,,,2.15,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,1.9,,,,,,,,,,,,,,,,,,,,,,
193181,毕力吉翁,bossmonster,3,4,7,,<99>,,,,3181,,config/portrait/speedranktouxiang/img_640_bljw@.png,config/portrait/jinglingtouxiang/img_640_bljw@.png,config/portrait/jinglingtouxiang1/img_640_bljw@.png,config/portrait/simple/img_640_bljw@.png,config/big_hero/normal/img_640_bljw@.png,1.1,,koudai_bilijiweng/hero_bilijiweng.skel,,config/big_hero/standby/img_640_bljw@.png,,,<59001;59011>,<31811;31812;31813>,,,{headPos={y=360;x=0};hitPos={y=190;x=0};lifePos={y=400;x=0};namePos={y=400;x=0}},,,,2.1,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,2,,,,,,,,,,,,,,,,,,,,,,
193191,龙卷云,bossmonster,3,10,,,<99>,,,,3191,,config/portrait/speedranktouxiang/img_641_ljy@.png,config/portrait/jinglingtouxiang/img_641_ljy@.png,config/portrait/jinglingtouxiang1/img_641_ljy@.png,config/portrait/simple/img_641_ljy@.png,config/big_hero/normal/img_641_ljy@.png,,,koudai_longjuanyun/hero_longjuanyun.skel,,config/big_hero/standby/img_641_ljy@.png,,,<59001;59011>,<31911;31912;31913>,,,,,,,2.15,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1.5,,,,,,,,,,,,,,,,,,,,,,
193201,雷电云,bossmonster,3,5,10,,<99>,,,,3201,,config/portrait/speedranktouxiang/img_642_ldy@.png,config/portrait/jinglingtouxiang/img_642_ldy@.png,config/portrait/jinglingtouxiang1/img_642_ldy@.png,config/portrait/simple/img_642_ldy@.png,config/big_hero/normal/img_642_ldy@.png,,,koudai_leidianyun/hero_leidianyun.skel,,config/big_hero/standby/img_642_ldy@.png,,,<59001;59011>,<32011;32012;32013>,,,{headPos={y=340;x=0};hitPos={y=180;x=0};lifePos={y=380;x=0};namePos={y=380;x=0}},,,,1.8,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,1.5,,,,,,,,,,,,,,,,,,,,,,
193211,莱希拉姆,bossmonster,4,15,2,,<99;10003>,,,,3211,,config/portrait/speedranktouxiang/img_643_lxlm@.png,config/portrait/jinglingtouxiang/img_643_lxlm@.png,config/portrait/jinglingtouxiang1/img_643_lxlm@.png,config/portrait/simple/img_643_lxlm@.png,config/big_hero/normal/img_643_lxlm@.png,1.4,{x=0;y=30},koudai_laixilamu/hero_laixilamu.skel,putong,config/big_hero/standby/img_643_lxlm@.png,,{x=140;y=-20},<59001;59011>,<32111;32112;32113>,,,{headPos={y=280;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.1,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,3.2,,,,,,,,,,,,,,,,,,,,,,
193221,捷克罗姆,bossmonster,4,15,5,,<99>,,,,3221,,config/portrait/speedranktouxiang/img_644_jklm@.png,config/portrait/jinglingtouxiang/img_644_jklm@.png,config/portrait/jinglingtouxiang1/img_644_jklm@.png,config/portrait/simple/img_644_jklm@.png,config/big_hero/normal/img_644_jklm@.png,1.4,{x=-30;y=20},koudai_jiekeluomu/hero_jiekeluomu.skel,default,config/big_hero/standby/img_644_jklm@.png,,{x=140;y=-20},<59001;59011>,<32211;32212;32213>,,,{headPos={y=300;x=0};hitPos={y=170;x=0};lifePos={y=360;x=0};namePos={y=360;x=0}},,,,1.85,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,2.9,,,,,,,,,,,,,,,,,,,,,,
193231,土地云,bossmonster,3,9,10,,<99;10031>,,,,3231,,config/portrait/speedranktouxiang/img_645_tdy@.png,config/portrait/jinglingtouxiang/img_645_tdy@.png,config/portrait/jinglingtouxiang1/img_645_tdy@.png,config/portrait/simple/img_645_tdy@.png,config/big_hero/normal/img_645_tdy@.png,1.1,,koudai_tudiyun/hero_tudiyun.skel,,config/big_hero/standby/img_645_tdy@.png,,,<59001;59011>,<32311;32312;32313>,,,,,,,2.1,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,1.5,,,,,,,,,,,,,,,,,,,,,,
