变量名,name,_beizhu,isShow,icon,desc,desc1,quality,use,type,stackMax,specialArgsMap,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,drawItemType,descType,ruleType,showNum
5891,神兽碎片选择宝箱,玛夏多/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24121=1};choose2={22461=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5892,神兽二选一礼包,帕路奇亚/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2361}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5893,神兽碎片选择宝箱,帕路奇亚/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22361=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5894,神兽二选一礼包,索尔迦雷欧/露奈雅拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4023}};choose2={card={id=4024}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5895,神兽碎片选择宝箱,索尔迦雷欧/露奈雅拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24023=1};choose2={24024=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5896,神兽二选一礼包,起源梦幻/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7041}};choose2={card={id=7061}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5897,神兽碎片选择宝箱,起源梦幻/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27041=1};choose2={27061=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5898,神兽二选一礼包,奈克洛兹玛/哲尔尼亚斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4101}};choose2={card={id=3601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5899,神兽碎片选择宝箱,奈克洛兹玛/哲尔尼亚斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24101=1};choose2={23601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5900,神兽二选一礼包,玛机雅娜/闪光超级耿鬼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4111}};choose2={card={id=7021}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5901,神兽碎片选择宝箱,玛机雅娜/闪光超级耿鬼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24111=1};choose2={27021=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5902,神兽二选一礼包,闪光超级耿鬼/闪光超级沙奈朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7021}};choose2={card={id=7051}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5903,神兽碎片选择宝箱,闪光超级耿鬼/闪光超级沙奈朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27021=1};choose2={27051=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5904,神兽二选一礼包,玛机雅娜/玛纳霏,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4111}};choose2={card={id=2421}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5905,神兽碎片选择宝箱,玛机雅娜/玛纳霏,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24111=1};choose2={22421=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5906,神兽二选一礼包,玛机雅娜/闪光超级班基拉斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4111}};choose2={card={id=7031}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5907,神兽碎片选择宝箱,玛机雅娜/闪光超级班基拉斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24111=1};choose2={27031=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5908,神兽二选一礼包,凯路迪欧·觉悟/藏玛然特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7071}};choose2={card={id=4601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5909,神兽碎片选择宝箱,凯路迪欧·觉悟/藏玛然特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27071=1};choose2={24601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5910,神兽二选一礼包,起源梦幻/索尔迦雷欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7041}};choose2={card={id=4023}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5911,神兽碎片选择宝箱,起源梦幻/索尔迦雷欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27041=1};choose2={24023=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5912,神兽二选一礼包,伊裴尔塔尔/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3611}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5913,神兽碎片选择宝箱,伊裴尔塔尔/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23611=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5914,神兽二选一礼包,比克提尼/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2461}};choose2={card={id=3261}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5915,神兽碎片选择宝箱,比克提尼/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22461=1};choose2={23261=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5916,神兽二选一礼包,谢米/盖诺赛克特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2441}};choose2={card={id=3271}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5917,神兽碎片选择宝箱,谢米/盖诺赛克特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22441=1};choose2={23271=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5918,神兽二选一礼包,基格尔德·100%/基拉祈,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3623}};choose2={card={id=1991}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5919,神兽碎片选择宝箱,基格尔德·10％/基拉祈,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23621=1};choose2={21991=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5920,神兽二选一礼包,苍响/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4591}};choose2={card={id=7061}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5921,神兽碎片选择宝箱,苍响/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24591=1};choose2={27061=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5922,神兽二选一礼包,时拉比/雷吉奇卡斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1281}};choose2={card={id=2381}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5923,神兽碎片选择宝箱,时拉比/雷吉奇卡斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21281=1};choose2={22381=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5924,神兽二选一礼包,闪光超级沙奈朵/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7051}};choose2={card={id=4631}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5925,神兽碎片选择宝箱,闪光超级沙奈朵/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27051=1};choose2={24631=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5926,神兽二选一礼包,美录坦/惩戒胡帕,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4171}};choose2={card={id=3641}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5927,神兽碎片选择宝箱,美录坦/惩戒胡帕,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24171=1};choose2={23641=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5928,神兽二选一礼包,捷克罗姆/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3221}};choose2={card={id=2461}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5929,神兽碎片选择宝箱,捷克罗姆/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23221=1};choose2={22461=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5930,神兽二选一礼包,大吾超级巨金怪/凯路迪欧·觉悟,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7081}};choose2={card={id=7071}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5931,神兽碎片选择宝箱,大吾超级巨金怪/凯路迪欧·觉悟,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27081=1};choose2={27071=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5932,神兽二选一礼包,苍响/蕾冠王·黑马,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4591}};choose2={card={id=4683}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5933,神兽碎片选择宝箱,苍响/蕾冠王·黑马,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24591=1};choose2={24683=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5934,神兽二选一礼包,基格尔德·100%/雷吉奇卡斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3623}};choose2={card={id=2381}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5935,神兽碎片选择宝箱,基格尔德·10％/雷吉奇卡斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23621=1};choose2={22381=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5936,神兽二选一礼包,基拉祈/玛夏多,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1991}};choose2={card={id=4121}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5937,神兽碎片选择宝箱,基拉祈/玛夏多,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21991=1};choose2={24121=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5938,神兽二选一礼包,盖诺赛克特/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3271}};choose2={card={id=7061}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5939,神兽碎片选择宝箱,盖诺赛克特/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23271=1};choose2={27061=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5940,神兽二选一礼包,竹兰超级烈咬陆鲨/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7091}};choose2={card={id=4631}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5941,神兽碎片选择宝箱,竹兰超级烈咬陆鲨/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27091=1};choose2={24631=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5942,神兽二选一礼包,大吾超级巨金怪/闪光超级路卡利欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7081}};choose2={card={id=7111}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5943,神兽碎片选择宝箱,大吾超级巨金怪/闪光超级路卡利欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27081=1};choose2={27111=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5944,神兽二选一礼包,莱希拉姆/酋雷姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3211}};choose2={card={id=3241}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5945,神兽碎片选择宝箱,莱希拉姆/酋雷姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23211=1};choose2={23241=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5946,神兽二选一礼包,闪光超级沙奈朵/起源梦幻,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7051}};choose2={card={id=7041}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5947,神兽碎片选择宝箱,闪光超级沙奈朵/起源梦幻,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27051=1};choose2={27041=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5948,神兽二选一礼包,蕾冠王·白马/蕾冠王·黑马,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4682}};choose2={card={id=4683}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5949,神兽碎片选择宝箱,蕾冠王·白马/蕾冠王·黑马,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24682=1};choose2={24683=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5950,神兽二选一礼包,哲尔尼亚斯/基拉祈,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3601}};choose2={card={id=1991}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5951,神兽碎片选择宝箱,哲尔尼亚斯/基拉祈,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23601=1};choose2={21991=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5952,神兽二选一礼包,哲尔尼亚斯/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3601}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5953,神兽碎片选择宝箱,哲尔尼亚斯/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23601=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5954,神兽二选一礼包,波尔凯尼恩/基格尔德·100%,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3651}};choose2={card={id=3623}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5955,神兽碎片选择宝箱,波尔凯尼恩/基格尔德·10％,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23651=1};choose2={23621=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5956,神兽二选一礼包,竹兰超级烈咬陆鲨/艾岚超级喷火龙X,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7091}};choose2={card={id=7121}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5957,神兽碎片选择宝箱,竹兰超级烈咬陆鲨/艾岚超级喷火龙X,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27091=1};choose2={27121=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5958,神兽二选一礼包,美录坦/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4171}};choose2={card={id=4631}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5959,神兽碎片选择宝箱,美录坦/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24171=1};choose2={24631=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5960,神兽二选一礼包,凯路迪欧·觉悟/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7071}};choose2={card={id=4631}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5961,神兽碎片选择宝箱,凯路迪欧·觉悟/萨戮德,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27071=1};choose2={24631=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5962,神兽二选一礼包,闪光超级暴雪王/闪光超级路卡利欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7131}};choose2={card={id=7111}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5963,神兽碎片选择宝箱,闪光超级暴雪王/闪光超级路卡利欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27131=1};choose2={27111=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5964,神兽二选一礼包,闪光超级沙奈朵/凯路迪欧·觉悟,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7051}};choose2={card={id=7071}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5965,神兽碎片选择宝箱,闪光超级沙奈朵/凯路迪欧·觉悟,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27051=1};choose2={27071=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5966,神兽二选一礼包,大吾超级巨金怪/奈克洛兹玛,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7081}};choose2={card={id=4101}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5967,神兽碎片选择宝箱,大吾超级巨金怪/奈克洛兹玛,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27081=1};choose2={24101=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5968,神兽二选一礼包,闪光超级耿鬼/闪光超级班基拉斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7021}};choose2={card={id=7031}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5969,神兽碎片选择宝箱,闪光超级耿鬼/闪光超级班基拉斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27021=1};choose2={27031=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5970,神兽二选一礼包,露奈雅拉/惩戒胡帕,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4024}};choose2={card={id=3641}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5971,神兽碎片选择宝箱,露奈雅拉/惩戒胡帕,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24024=1};choose2={23641=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5972,神兽二选一礼包,闪光超级班基拉斯/索尔迦雷欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7031}};choose2={card={id=4023}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5973,神兽碎片选择宝箱,闪光超级班基拉斯/索尔迦雷欧,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27031=1};choose2={24023=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5974,神兽二选一礼包,捷拉奥拉/基格尔德·100%,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4161}};choose2={card={id=3623}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5975,神兽碎片选择宝箱,捷拉奥拉/基格尔德·10％,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24161=1};choose2={23621=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5976,神兽二选一礼包,无极汰那/蕾冠王·白马,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4611}};choose2={card={id=4682}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5977,神兽碎片选择宝箱,无极汰那/蕾冠王·白马,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24611=1};choose2={24682=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5978,神兽二选一礼包,玛夏多/伊裴尔塔尔,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4121}};choose2={card={id=3611}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5979,神兽碎片选择宝箱,玛夏多/伊裴尔塔尔,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24121=1};choose2={23611=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5980,神兽二选一礼包,苍响/藏玛然特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4591}};choose2={card={id=4601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5981,神兽碎片选择宝箱,苍响/藏玛然特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24591=1};choose2={24601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5982,神兽二选一礼包,闪光超级艾路雷朵/闪光超级班基拉斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7061}};choose2={card={id=7031}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5983,神兽碎片选择宝箱,闪光超级艾路雷朵/闪光超级班基拉斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27061=1};choose2={27031=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5984,神兽二选一礼包,奈克洛兹玛/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4101}};choose2={card={id=4111}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5985,神兽碎片选择宝箱,奈克洛兹玛/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24101=1};choose2={24111=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5986,神兽二选一礼包,萨戮德/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4631}};choose2={card={id=7061}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5987,神兽碎片选择宝箱,萨戮德/闪光超级艾路雷朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24631=1};choose2={27061=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5988,神兽二选一礼包,闪光超级蜥蜴王/艾岚超级喷火龙X,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7141}};choose2={card={id=7121}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5989,神兽碎片选择宝箱,闪光超级蜥蜴王/艾岚超级喷火龙X,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27141=1};choose2={27121=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5990,神兽二选一礼包,美录坦/莱希拉姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4171}};choose2={card={id=3211}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5991,神兽碎片选择宝箱,美录坦/莱希拉姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24171=1};choose2={23211=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5992,神兽二选一礼包,捷克罗姆/酋雷姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3221}};choose2={card={id=3241}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5993,神兽碎片选择宝箱,捷克罗姆/酋雷姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23221=1};choose2={23241=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5994,神兽二选一礼包,露奈雅拉/捷拉奥拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4024}};choose2={card={id=4161}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5995,神兽碎片选择宝箱,露奈雅拉/捷拉奥拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24024=1};choose2={24161=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
