变量名,变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,__version
223221,,444004,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
223231,,444009,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;300;300>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
223232,,444051,,,,,,,,,<{zorder=-999;delay=0;lastTime=7700}>,<{t=0;scale=1.5;x=-500;delay=0};{t=0;absY=500;delay=0;scale=1.5}>,<{hide=TRUE;delay=0;lastTime=5400}>,,,,<90;444052;444053>,,,,,
223233,,444052,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=-1000;delay=0;offsetX=0;lastTime=5333.33;aniLoop=FALSE;aniName=jianyalusha_skill2;offsetY=0;scale=0.75},,,,,,
223234,,444053,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=-200;delay=0;offsetX=0;lastTime=6900;aniLoop=FALSE;aniName=jianyalusha_skill2;offsetY=0;scale=0.75},,,,,,
223311,,445001,,,,<0.3;0.3;0.4>,,<0;433.3;466.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
223321,,445004,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
223331,,445008,,,,<0.25;0.25;0.25;0.25>,,<0;300;300;300>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
223332,,445051,,,,,,,,,,<{x=-200;t=0;delay=0};{absY=300;t=0;delay=0};{rot=-15;t=0;delay=0}>,<{hide=TRUE;delay=0;lastTime=9500}>,,,,<90;445052;445053;445054>,,,,,
223333,,445052,,,,,,,,,,,,1,koudai_beijing/dizhen.skel,{screenPos=0;addTolayer=1;zorder=1000;delay=0;offsetX=0;lastTime=10833.3;aniLoop=FALSE;aniName=lieyaolusha_skill2;offsetY=-20;scale=0.75},,,,,,
223334,,445053,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=0;lastTime=10833.3;aniLoop=FALSE;aniName=lieyaolusha_skill2;offsetY=0;scale=0.75},,,,,,
223335,,445054,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=25;delay=0;offsetX=0;lastTime=10833.3;aniLoop=FALSE;aniName=lieyaolusha_skill2;offsetY=0;scale=0.75},,,,,,
224111,,447001,,,,<1>,,<1>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224121,,447002,,,,<0.5;0.5>,,<0;800>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224131,,447004,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.4>,,<0;166.6;166.6;166.6;166.6;166.6;1333.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
224211,,448001,,,,<0.5;0.5>,,<0;1033.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224221,,448003,,,,<0.5;0.5>,,<0;833.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224231,,448005,,,,<0.3;0.3;0.4>,,<0;600;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
224232,,1,,,,,,,,,,,,,,,<90;448092;448093>,{bones=<hitman_move1>},,,,
224233,,448092,,,,,,,,,,,,1,koudai_beijing/senlin.skel,{screenPos=0;addTolayer=-1;zorder=50;delay=0;offsetX=0;lastTime=12200;aniLoop=FALSE;aniName=lukaliou_skill2;offsetY=0;scale=0.75},,,,,,
224234,,448093,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=0;lastTime=12200;aniLoop=FALSE;aniName=lukaliou_skill2;offsetY=0;scale=0.75},,,,,,
224311,,448101,,,,<0.25;0.25;0.25;0.25>,,<0;220;220;220>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224321,,448106,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;120;120;120;390>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,<{t=120;y=400;x=50;delay=600};{t=130;y=450;x=120;delay=720};{t=220;y=0;x=30;delay=870}>,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224331,,448112,,,,<0.3;0.3;0.4>,,<0;200;250>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
224332,,1,,,,,,,,,<{zorder=999;delay=0;lastTime=12000}>,,,,,,<90;448191>,{bones=<hitman_move2>},,,,
224333,,448191,,,,,,,,,,,,1,koudai_lukaliou_pifu/hero_lukaliou_pifu.skel,{screenPos=0;addTolayer=1;zorder=500;delay=0;offsetX=0;lastTime=10396;aniLoop=FALSE;aniName=skill2_qian;offsetY=0;scale=0.75},,,,,,
224411,,448201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224421,,448202,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224431,,448203,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;825;1650;250;200;200;300;2211;660;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
224432,,1,,,,,,,,,,,,,,,<90;448291;448292;448293>,{bones=<hitman>},,,,
224433,,448291,,,,,,,,,,,,1,koudai_beijing/dizhen.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=11419;aniLoop=FALSE;aniName=lukaliou_mega_skill2;offsetY=0;scale=0.75},,,,,,
224434,,448292,,,,,,,,,,,,1,koudai_beijing/shanlin.skel,{screenPos=0;addTolayer=-1;zorder=-10;delay=0;offsetX=0;lastTime=11419;aniLoop=FALSE;aniName=lukaliou_mega_skill2;offsetY=0;scale=0.75},,,,,,
224435,,448293,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-50;delay=0;offsetX=0;lastTime=11419;aniLoop=FALSE;aniName=lukaliou_mega_skill2;offsetY=0;scale=0.75},,,,,,
224511,,448301,,,,<0.25;0.25;0.25;0.25>,,<0;220;220;220>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224521,,448306,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;120;120;120;390>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,<{t=120;y=400;x=50;delay=600};{t=130;y=450;x=120;delay=720};{t=220;y=0;x=30;delay=870}>,,,,,,,FALSE,,{lifeBar={show=TRUE}},
224531,,448312,,,,<0.3;0.3;0.4>,,<0;200;250>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
224532,,1,,,,,,,,,<{zorder=999;delay=0;lastTime=12000}>,,,,,,<90;448391>,{bones=<hitman_move2>},,,,
224533,,448391,,,,,,,,,,,,1,koudai_lukaliou_mega_pifu/hero_lukaliou_mega_pifu.skel,{screenPos=0;addTolayer=1;zorder=500;delay=0;offsetX=0;lastTime=10396;aniLoop=FALSE;aniName=skill2_qian;offsetY=0;scale=0.75},,,,,,
227111,,453001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
227121,,453002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
227131,,453003,,,,<0.5;0.3;0.2>,,<0;266.67;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
227211,,454001,,,,<0.5;0.5>,,<0;400>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
227221,,454003,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
227231,,454004,,,,<0.2;0.2;0.3;0.1;0.1;0.1>,,<0;433.33;466.67;500;1866.67;133.33>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
230111,,459001,,,,<0.5;0.5>,,<0;466.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
230121,,459003,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
230131,,459004,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;533.3;533.3;533.3;533.3;533.3;533.3;533.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
230211,,460001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
230221,,460002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
230231,,460003,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;166.6;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
230311,,460101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
230321,,460102,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
230331,,460103,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;166.6;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
230332,,1,,,,,,,,,<{zorder=999;delay=10000;lastTime=10000}>,<{t=0;scale=0.6;y=-200;x=-600;delay=10000}>,<{hide=TRUE;delay=0;lastTime=10833.3}>,,,,<90;460192;460193;460194>,,,,,
230333,,460192,,,,,,,,,,,,1,koudai_baoxuewangmega/hero_baoxuewangmega.skel,{screenPos=0;addTolayer=1;zorder=99;delay=0;offsetX=0;lastTime=12333.3;aniLoop=FALSE;aniName=skill2_qian;offsetY=-400;scale=0.88},,,,,,
230334,,460193,,,,,,,,,,,,1,koudai_beijing/xuedi.skel,{screenPos=0;addTolayer=1;zorder=50;delay=0;offsetX=0;lastTime=12333.3;aniLoop=FALSE;aniName=baoxuewangmega_skill2_qian;offsetY=-170;scale=0.66},,,,,,
230335,,460194,,,,,,,,,,,,1,koudai_beijing/xuedi.skel,{screenPos=0;addTolayer=-1;zorder=-20;delay=0;offsetX=0;lastTime=12333.3;aniLoop=FALSE;aniName=baoxuewangmega_skill2_hou;offsetY=-170;scale=0.66},,,,,,
233111,,481001,,,,<0.3;0.3;0.4>,,<0;200;233.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
233121,,481004,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
233131,,481005,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
233132,,1,,,,,,,,,,,,,,,<90;481092;481093>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
233133,,481092,,,,,,,,,,,,1,koudai_amld/hero_amld.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=14000;aniLoop=FALSE;aniName=skill2_hou;offsetY=0;scale=0.67},,,,,,
233134,,481093,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=14000;aniLoop=FALSE;aniName=aimuliduo_skill2;offsetY=0;scale=0.66},,,,,,
235111,,483001,,,,<0.3;0.3;0.4>,,<0;250;250>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
235121,,483005,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
235122,,1,,,,,,,,,,,,,,,<483082>,{bones=<hitman_move7;hitman_move8>},FALSE,,{lifeBar={show=TRUE}},
235123,,483082,,,,,,,,,,,,1,koudai_diyaluka/hero_diyaluka.skel,{screenPos=1;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=3166.6;aniLoop=FALSE;aniName=skill1_hou;offsetY=80;scale=0.66},,,,,,
235131,,483006,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
235132,,1,,,,,,,,,<{zorder=999;delay=9000;lastTime=1800}>,,,,,,<90;483092;483093>,{bones=<hitman_move1;hitman_move2>},,,,
235133,,483092,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=-200;lastTime=11433.3;aniLoop=FALSE;aniName=diyaluka_skill2_qian;offsetY=-170;scale=0.66},,,,,,
235134,,483093,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=-200;lastTime=11433.3;aniLoop=FALSE;aniName=diyaluka_skill2_hou;offsetY=-170;scale=0.66},,,,,,
235211,,483101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
235221,,483102,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;788>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
235231,,483106,,,,<0.3;0.3;0.4>,,<0;200;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
235232,,1,,,,,,,,,,,,,,,<90>,,,,,
236111,,484001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
236121,,484002,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;166.6;266.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
236131,,484007,,,,<0.0625;0.0625;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;333.3;233.3;166.6;166.6;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
236132,,1,,,,,,,,,<{zorder=7;delay=0;lastTime=11500}>,,,,,,<90;484092;484093;484094>,{bones=<hitman_move1>},,,,
236133,,484092,,,,,,,,,,,,1,koudai_beijing/diqiu.skel,{screenPos=0;addTolayer=1;zorder=5;delay=0;offsetX=-250;lastTime=11500;aniLoop=FALSE;aniName=paluqiya_skill2;offsetY=-100;scale=0.66},,,,,,
236134,,484093,,,,,,,,,,,,1,koudai_paluqiya/hero_paluqiya.skel,{screenPos=0;addTolayer=1;zorder=10;delay=0;offsetX=-130;lastTime=11500;aniLoop=FALSE;aniName=skill2_qian;offsetY=0;scale=0.66},,,,,,
236135,,484094,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=-250;lastTime=11500;aniLoop=FALSE;aniName=paluqiya_skill2;offsetY=-100;scale=0.66},,,,,,
236211,,484101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
236221,,484102,,,,<0.3;0.3;0.4>,,<0;200;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
236231,,484107,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
236232,,1,,,,,,,,,,,,,,,<90;484191>,,,,,
236233,,484191,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=12632;aniLoop=FALSE;aniName=paluqiya_qiyuan_skill2;offsetY=0;scale=0.66},,,,,,
236811,,1,,433,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
237111,,485001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
237121,,485002,,,,<0.3;0.3;0.4>,,<0;600;600>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
237131,,485009,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;600;200;200;524>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
237132,,1,,,,,,,,,,,,,,,<90;485091;485092>,{bones=<hitman_move>},,,,
237133,,485091,,,,,,,,,,,,1,koudai_beijing/huoshan_mega.skel,{screenPos=0;addTolayer=-1;zorder=50;delay=0;offsetX=0;lastTime=7360;aniLoop=FALSE;aniName=xiduolanen_skill2;offsetY=0;scale=0.66},,,,,,
237134,,485092,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=0;lastTime=7360;aniLoop=FALSE;aniName=xiduolanen_skill2;offsetY=0;scale=0.66},,,,,,
238111,,486001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
238112,,486071,,,,,,,,,,,,1,koudai_leijiqikasi/hero_leijiqikasi.skel,{screenPos=1;addTolayer=-1;zorder=1;delay=0;offsetX=-650;lastTime=2666.7;aniLoop=FALSE;aniName=attack_hou;offsetY=150;scale=0.66},,,FALSE,,{lifeBar={show=TRUE}},
238121,,486002,,,,<0.25;0.25;0.25;0.25>,,<0;266.6;266.6;266.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
238131,,486006,,,,<0.3;0.3;0.4>,,<0;1733.3;2233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
238132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=11833.3}>,,,,<90;486092;486093;486094;486095>,,,,,
238133,,486092,,,,,,,,,,,,1,koudai_leijiqikasi/hero_leijiqikasi.skel,{screenPos=0;addTolayer=1;zorder=99;delay=0;offsetX=0;lastTime=12600;aniLoop=FALSE;aniName=skill2_qian;offsetY=0;scale=0.88},,,,,,
238134,,486093,,,,,,,,,,,,1,koudai_beijing/shanlin.skel,{screenPos=0;addTolayer=1;zorder=50;delay=0;offsetX=0;lastTime=12600;aniLoop=FALSE;aniName=leijiqikasi_skill2;offsetY=0;scale=0.88},,,,,,
238135,,486094,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=1;zorder=30;delay=0;offsetX=0;lastTime=12600;aniLoop=FALSE;aniName=leijiqikasi_skill2_qian;offsetY=0;scale=0.88},,,,,,
238136,,486095,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=50;delay=0;offsetX=0;lastTime=12600;aniLoop=FALSE;aniName=leijiqikasi_skill2_hou;offsetY=0;scale=0.88},,,,,,
239111,,487001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
239121,,487002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
239131,,487003,,,,<0.3;0.3;0.4>,,<0;3666.6;1266.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
239132,,1,,,,,,,,,,,,,,,<90;487092>,{bones=<hitman_move;hitman_move2;hitman_move3>},,,,
239133,,487092,,,,,,,,,,,,1,koudai_beijing/shanlin.skel,{screenPos=0;addTolayer=-1;zorder=50;delay=0;offsetX=0;lastTime=13066.6;aniLoop=FALSE;aniName=qiladina_skill2;offsetY=-400;scale=0.66},,,,,,
239211,,487101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
239212,,1,,,,,,,,,,,,1,koudai_qiladina_qiyuan/hero_qiladina_qiyuan.skel,{screenPos=1;addTolayer=-1;zorder=1;delay=0;offsetX=-840;lastTime=2666.7;aniLoop=FALSE;aniName=attack_hou;offsetY=150;scale=0.66},,,FALSE,,{lifeBar={show=TRUE}},
239221,,487102,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
239231,,487103,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
239232,,1,,,,,,,,,,,,,,,<90;487192>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
239233,,487192,,,,,,,,,,,,1,koudai_beijing/yuzhou.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=13500;aniLoop=FALSE;aniName=qiladina_qiyuan_skill2;offsetY=100;scale=0.75},,,,,,
240111,,488001,,,,<0.3;0.3;0.4>,,<0;250;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
240121,,488004,,,,,<0.5;0.5>,<0;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
240131,,488007,,,,,<0.2;0.3;0.3;0.2>,<0;200;333.3;333.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
240132,,1,,,,,,,,,<{zorder=999999;delay=0;lastTime=11000}>,<{t=0;absX=1400;absY=600;delay=0}>,<{hide=TRUE;delay=0;lastTime=8415};{hide=FALSE;delay=8415;lastTime=6000}>,,,,<90;488091;488092;488093>,,,,,
240133,,488091,,,,,,,,,,,,1,koudai_keleiseliya/hero_keleiseliya.skel,{screenPos=0;addTolayer=1;zorder=99999999;offsetX=0;lastTime=10500;aniLoop=FALSE;aniName=skill2_qian;offsetY=0;scale=0.66},,,,,,
240134,,488092,,,,,,,,,,,,1,koudai_beijing/huahai.skel,{screenPos=0;addTolayer=-1;zorder=2;offsetX=0;lastTime=10500;aniLoop=FALSE;aniName=keleiseliya_skill2;offsetY=-50;scale=0.66},,,,,,
240135,,488093,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{screenPos=0;addTolayer=-1;zorder=1;offsetX=0;lastTime=10500;aniLoop=FALSE;aniName=keleiseliya_skill2;offsetY=-50;scale=0.66},,,,,,
240211,,488101,,,,<0.5;0.5>,,<0;800>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
240221,,488102,,,,,<0.3;0.3;0.4>,<0;250;300>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
240231,,488103,,,,,<0.25;0.25;0.25;0.25>,<0;400;400;400>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
240232,,1,,,,,,,,,<{zorder=999999;delay=0;lastTime=13000}>,,<{hide=FALSE;delay=0;lastTime=15000}>,,,,<90;488191>,{bones=<hitman_move>},,,,
240233,,488191,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=1;offsetX=0;lastTime=12340;aniLoop=FALSE;aniName=keleiseliyapifu_skill2;offsetY=0;scale=0.7},,,,,,
241111,,489001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
241121,,489002,,,,<0.6;0.4>,,<0;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
241131,,489004,,,,<0.6;0.1;0.1;0.1;0.1>,,<0;1900;700;700;700>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
241132,,1,,,,,,,,,,,,,,,<90;489091;489092;489093;489094>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
241133,,489091,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=2;offsetX=0;lastTime=11815;aniLoop=FALSE;aniName=feiouna_skill2_qian;offsetY=0;scale=0.66},,,,,,
