变量名,markID,level,addType,addScene,natureType,desc,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
321004,3211,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
321005,3211,100,1,,,%s,7,3%,8,3%,,,,,,,,,
321006,3211,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
321007,3211,200,1,,,%s,17,300,19,300,,,,,,,,,
321008,3211,250,1,,,%s,9,3%,10,3%,,,,,,,,,
321009,3211,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
321010,3211,350,1,,,%s,11,300,12,300,,,,,,,,,
321011,3211,400,1,,,%s,22,300,23,300,,,,,,,,,
321012,3211,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
321013,3211,500,1,,,%s,24,500,,,,,,,,,,,
322001,3221,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
322002,3221,40,1,,,%s,1,3%,,,,,,,,,,,
322003,3221,60,1,,,%s,14,300,15,300,,,,,,,,,
322004,3221,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
322005,3221,100,1,,,%s,7,3%,8,3%,,,,,,,,,
322006,3221,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
322007,3221,200,1,,,%s,17,300,19,300,,,,,,,,,
322008,3221,250,1,,,%s,9,3%,10,3%,,,,,,,,,
322009,3221,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
322010,3221,350,1,,,%s,11,300,12,300,,,,,,,,,
322011,3221,400,1,,,%s,22,300,23,300,,,,,,,,,
322012,3221,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
322013,3221,500,1,,,%s,24,500,,,,,,,,,,,
323001,3231,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
323002,3231,40,1,,,%s,1,3%,,,,,,,,,,,
323003,3231,60,1,,,%s,14,300,15,300,,,,,,,,,
323004,3231,80,2,,9,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
323005,3231,100,1,,,%s,7,3%,8,3%,,,,,,,,,
323006,3231,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
323007,3231,200,1,,,%s,17,300,19,300,,,,,,,,,
323008,3231,250,1,,,%s,9,3%,10,3%,,,,,,,,,
323009,3231,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
323010,3231,350,1,,,%s,11,300,12,300,,,,,,,,,
323011,3231,400,1,,,%s,22,300,23,300,,,,,,,,,
323012,3231,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
323013,3231,500,1,,,%s,24,500,,,,,,,,,,,
324001,3241,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
324002,3241,40,1,,,%s,1,3%,,,,,,,,,,,
324003,3241,60,1,,,%s,14,300,15,300,,,,,,,,,
324004,3241,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
324005,3241,100,1,,,%s,7,3%,8,3%,,,,,,,,,
324006,3241,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
324007,3241,200,1,,,%s,17,300,19,300,,,,,,,,,
324008,3241,250,1,,,%s,9,3%,10,3%,,,,,,,,,
324009,3241,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
324010,3241,350,1,,,%s,11,300,12,300,,,,,,,,,
324011,3241,400,1,,,%s,22,300,23,300,,,,,,,,,
324012,3241,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
324013,3241,500,1,,,%s,24,500,,,,,,,,,,,
324101,3242,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
324102,3242,40,1,,,%s,1,3%,,,,,,,,,,,
324103,3242,60,1,,,%s,14,300,15,300,,,,,,,,,
324104,3242,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
324105,3242,100,1,,,%s,7,3%,8,3%,,,,,,,,,
324106,3242,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
324107,3242,200,1,,,%s,17,300,19,300,,,,,,,,,
324108,3242,250,1,,,%s,9,3%,10,3%,,,,,,,,,
324109,3242,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
324110,3242,350,1,,,%s,11,300,12,300,,,,,,,,,
324111,3242,400,1,,,%s,22,300,23,300,,,,,,,,,
324112,3242,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
324113,3242,500,1,,,%s,24,500,,,,,,,,,,,
324201,3243,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
324202,3243,40,1,,,%s,1,3%,,,,,,,,,,,
324203,3243,60,1,,,%s,14,300,15,300,,,,,,,,,
324204,3243,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
324205,3243,100,1,,,%s,7,3%,8,3%,,,,,,,,,
324206,3243,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
324207,3243,200,1,,,%s,17,300,19,300,,,,,,,,,
324208,3243,250,1,,,%s,9,3%,10,3%,,,,,,,,,
324209,3243,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
324210,3243,350,1,,,%s,11,300,12,300,,,,,,,,,
324211,3243,400,1,,,%s,22,300,23,300,,,,,,,,,
324212,3243,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
324213,3243,500,1,,,%s,24,500,,,,,,,,,,,
325001,3251,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
325002,3251,40,1,,,%s,1,3%,,,,,,,,,,,
325003,3251,60,1,,,%s,14,300,15,300,,,,,,,,,
325004,3251,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
325005,3251,100,1,,,%s,7,3%,8,3%,,,,,,,,,
325006,3251,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
325007,3251,200,1,,,%s,17,300,19,300,,,,,,,,,
325008,3251,250,1,,,%s,9,3%,10,3%,,,,,,,,,
325009,3251,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
325010,3251,350,1,,,%s,11,300,12,300,,,,,,,,,
325011,3251,400,1,,,%s,22,300,23,300,,,,,,,,,
325012,3251,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
325013,3251,500,1,,,%s,24,500,,,,,,,,,,,
326001,3261,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
326002,3261,40,1,,,%s,1,3%,,,,,,,,,,,
326003,3261,60,1,,,%s,14,300,15,300,,,,,,,,,
326004,3261,80,2,,1,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
326005,3261,100,1,,,%s,7,3%,8,3%,,,,,,,,,
326006,3261,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
326007,3261,200,1,,,%s,17,300,19,300,,,,,,,,,
326008,3261,250,1,,,%s,9,3%,10,3%,,,,,,,,,
326009,3261,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
326010,3261,350,1,,,%s,11,300,12,300,,,,,,,,,
326011,3261,400,1,,,%s,22,300,23,300,,,,,,,,,
326012,3261,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
326013,3261,500,1,,,%s,24,500,,,,,,,,,,,
327001,3271,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
327002,3271,40,1,,,%s,1,3%,,,,,,,,,,,
327003,3271,60,1,,,%s,14,300,15,300,,,,,,,,,
327004,3271,80,2,,12,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
327005,3271,100,1,,,%s,7,3%,8,3%,,,,,,,,,
327006,3271,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
327007,3271,200,1,,,%s,17,300,19,300,,,,,,,,,
327008,3271,250,1,,,%s,9,3%,10,3%,,,,,,,,,
327009,3271,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
327010,3271,350,1,,,%s,11,300,12,300,,,,,,,,,
327011,3271,400,1,,,%s,22,300,23,300,,,,,,,,,
327012,3271,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
327013,3271,500,1,,,%s,24,500,,,,,,,,,,,
328001,3281,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
328002,3281,40,1,,,%s,1,3%,,,,,,,,,,,
328003,3281,60,1,,,%s,14,300,15,300,,,,,,,,,
328004,3281,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
328005,3281,100,1,,,%s,7,3%,8,3%,,,,,,,,,
328006,3281,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
328007,3281,200,1,,,%s,17,300,19,300,,,,,,,,,
328008,3281,250,1,,,%s,9,3%,10,3%,,,,,,,,,
328009,3281,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
328010,3281,350,1,,,%s,11,300,12,300,,,,,,,,,
328011,3281,400,1,,,%s,22,300,23,300,,,,,,,,,
328012,3281,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
328013,3281,500,1,,,%s,24,500,,,,,,,,,,,
329001,3291,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
329002,3291,40,1,,,%s,1,3%,,,,,,,,,,,
329003,3291,60,1,,,%s,14,300,15,300,,,,,,,,,
329004,3291,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
329005,3291,100,1,,,%s,7,3%,8,3%,,,,,,,,,
329006,3291,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
329007,3291,200,1,,,%s,17,300,19,300,,,,,,,,,
329008,3291,250,1,,,%s,9,3%,10,3%,,,,,,,,,
329009,3291,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
329010,3291,350,1,,,%s,11,300,12,300,,,,,,,,,
329011,3291,400,1,,,%s,22,300,23,300,,,,,,,,,
329012,3291,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
329013,3291,500,1,,,%s,24,500,,,,,,,,,,,
330001,3301,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
330002,3301,40,1,,,%s,1,3%,,,,,,,,,,,
330003,3301,60,1,,,%s,14,300,15,300,,,,,,,,,
330004,3301,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
330005,3301,100,1,,,%s,7,3%,8,3%,,,,,,,,,
330006,3301,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
330007,3301,200,1,,,%s,17,300,19,300,,,,,,,,,
330008,3301,250,1,,,%s,9,3%,10,3%,,,,,,,,,
330009,3301,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
330010,3301,350,1,,,%s,11,300,12,300,,,,,,,,,
330011,3301,400,1,,,%s,22,300,23,300,,,,,,,,,
330012,3301,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
330013,3301,500,1,,,%s,24,500,,,,,,,,,,,
334001,3341,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
334002,3341,40,1,,,%s,1,3%,,,,,,,,,,,
334003,3341,60,1,,,%s,14,300,15,300,,,,,,,,,
334004,3341,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
334005,3341,100,1,,,%s,7,3%,8,3%,,,,,,,,,
334006,3341,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
334007,3341,200,1,,,%s,17,300,19,300,,,,,,,,,
334008,3341,250,1,,,%s,9,3%,10,3%,,,,,,,,,
334009,3341,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
334010,3341,350,1,,,%s,11,300,12,300,,,,,,,,,
334011,3341,400,1,,,%s,22,300,23,300,,,,,,,,,
334012,3341,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
334013,3341,500,1,,,%s,24,500,,,,,,,,,,,
335001,3351,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
335002,3351,40,1,,,%s,1,3%,,,,,,,,,,,
335003,3351,60,1,,,%s,14,300,15,300,,,,,,,,,
335004,3351,80,2,,18,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
335005,3351,100,1,,,%s,7,3%,8,3%,,,,,,,,,
335006,3351,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
335007,3351,200,1,,,%s,17,300,19,300,,,,,,,,,
335008,3351,250,1,,,%s,9,3%,10,3%,,,,,,,,,
335009,3351,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
335010,3351,350,1,,,%s,11,300,12,300,,,,,,,,,
335011,3351,400,1,,,%s,22,300,23,300,,,,,,,,,
335012,3351,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
335013,3351,500,1,,,%s,28,500,,,,,,,,,,,
341001,3411,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
341002,3411,40,1,,,%s,1,3%,,,,,,,,,,,
341003,3411,60,1,,,%s,14,300,15,300,,,,,,,,,
341004,3411,80,2,,17,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
341005,3411,100,1,,,%s,7,3%,8,3%,,,,,,,,,
341006,3411,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
341007,3411,200,1,,,%s,17,300,19,300,,,,,,,,,
341008,3411,250,1,,,%s,9,3%,10,3%,,,,,,,,,
341009,3411,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
341010,3411,350,1,,,%s,11,300,12,300,,,,,,,,,
341011,3411,400,1,,,%s,22,300,23,300,,,,,,,,,
341012,3411,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
341013,3411,500,1,,,%s,24,500,,,,,,,,,,,
343001,3431,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
343002,3431,40,1,,,%s,1,3%,,,,,,,,,,,
343003,3431,60,1,,,%s,14,300,15,300,,,,,,,,,
343004,3431,80,2,,18,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
343005,3431,100,1,,,%s,7,3%,8,3%,,,,,,,,,
343006,3431,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
343007,3431,200,1,,,%s,17,300,19,300,,,,,,,,,
343008,3431,250,1,,,%s,9,3%,10,3%,,,,,,,,,
343009,3431,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
343010,3431,350,1,,,%s,11,300,12,300,,,,,,,,,
343011,3431,400,1,,,%s,22,300,23,300,,,,,,,,,
343012,3431,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
343013,3431,500,1,,,%s,24,500,,,,,,,,,,,
347001,3471,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
347002,3471,40,1,,,%s,1,3%,,,,,,,,,,,
347003,3471,60,1,,,%s,14,300,15,300,,,,,,,,,
347004,3471,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
347005,3471,100,1,,,%s,7,3%,8,3%,,,,,,,,,
347006,3471,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
347007,3471,200,1,,,%s,17,300,19,300,,,,,,,,,
347008,3471,250,1,,,%s,9,3%,10,3%,,,,,,,,,
347009,3471,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
347010,3471,350,1,,,%s,11,300,12,300,,,,,,,,,
347011,3471,400,1,,,%s,22,300,23,300,,,,,,,,,
347012,3471,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
347013,3471,500,1,,,%s,24,500,,,,,,,,,,,
350001,3501,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
350002,3501,40,1,,,%s,1,3%,,,,,,,,,,,
350003,3501,60,1,,,%s,14,300,15,300,,,,,,,,,
350004,3501,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
350005,3501,100,1,,,%s,7,3%,8,3%,,,,,,,,,
350006,3501,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
350007,3501,200,1,,,%s,17,300,19,300,,,,,,,,,
350008,3501,250,1,,,%s,9,3%,10,3%,,,,,,,,,
350009,3501,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
350010,3501,350,1,,,%s,11,300,12,300,,,,,,,,,
350011,3501,400,1,,,%s,22,300,23,300,,,,,,,,,
350012,3501,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
350013,3501,500,1,,,%s,24,500,,,,,,,,,,,
351001,3511,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
351002,3511,40,1,,,%s,1,3%,,,,,,,,,,,
351003,3511,60,1,,,%s,14,300,15,300,,,,,,,,,
351004,3511,80,2,,7,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
351005,3511,100,1,,,%s,7,3%,8,3%,,,,,,,,,
351006,3511,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
351007,3511,200,1,,,%s,17,300,19,300,,,,,,,,,
351008,3511,250,1,,,%s,9,3%,10,3%,,,,,,,,,
351009,3511,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
351010,3511,350,1,,,%s,11,300,12,300,,,,,,,,,
351011,3511,400,1,,,%s,22,300,23,300,,,,,,,,,
351012,3511,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
351013,3511,500,1,,,%s,24,500,,,,,,,,,,,
354001,3541,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
354002,3541,40,1,,,%s,1,3%,,,,,,,,,,,
354003,3541,60,1,,,%s,14,300,15,300,,,,,,,,,
354004,3541,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
354005,3541,100,1,,,%s,7,3%,8,3%,,,,,,,,,
354006,3541,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
354007,3541,200,1,,,%s,17,300,19,300,,,,,,,,,
354008,3541,250,1,,,%s,9,3%,10,3%,,,,,,,,,
354009,3541,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
354010,3541,350,1,,,%s,11,300,12,300,,,,,,,,,
354011,3541,400,1,,,%s,22,300,23,300,,,,,,,,,
354012,3541,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
354013,3541,500,1,,,%s,24,500,,,,,,,,,,,
356001,3561,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
356002,3561,40,1,,,%s,1,3%,,,,,,,,,,,
356003,3561,60,1,,,%s,14,300,15,300,,,,,,,,,
356004,3561,80,2,,14,第一属性%s精灵所有基础属性%s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%,
356005,3561,100,1,,,%s,7,3%,8,3%,,,,,,,,,
356006,3561,150,3,,,所有精灵%s,1,0.40%,,,,,,,,,,,
356007,3561,200,1,,,%s,17,300,19,300,,,,,,,,,
356008,3561,250,1,,,%s,9,3%,10,3%,,,,,,,,,
356009,3561,300,3,,,所有精灵%s,9,0.40%,10,0.40%,,,,,,,,,
356010,3561,350,1,,,%s,11,300,12,300,,,,,,,,,
356011,3561,400,1,,,%s,22,300,23,300,,,,,,,,,
356012,3561,450,3,,,所有精灵%s,9,0.40%,10,0.40%,,,,,,,,,
356013,3561,500,1,,,%s,24,500,,,,,,,,,,,
357001,3571,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
357002,3571,40,1,,,%s,1,3%,,,,,,,,,,,
357003,3571,60,1,,,%s,14,300,15,300,,,,,,,,,
357004,3571,80,2,,14,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
357005,3571,100,1,,,%s,7,3%,8,3%,,,,,,,,,
357006,3571,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
357007,3571,200,1,,,%s,17,300,19,300,,,,,,,,,
357008,3571,250,1,,,%s,9,3%,10,3%,,,,,,,,,
357009,3571,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
357010,3571,350,1,,,%s,11,300,12,300,,,,,,,,,
357011,3571,400,1,,,%s,22,300,23,300,,,,,,,,,
357012,3571,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
357013,3571,500,1,,,%s,24,500,,,,,,,,,,,
359001,3591,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
359002,3591,40,1,,,%s,1,3%,,,,,,,,,,,
359003,3591,60,1,,,%s,14,300,15,300,,,,,,,,,
359004,3591,80,2,,10,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
359005,3591,100,1,,,%s,7,3%,8,3%,,,,,,,,,
359006,3591,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
359007,3591,200,1,,,%s,17,300,19,300,,,,,,,,,
359008,3591,250,1,,,%s,9,3%,10,3%,,,,,,,,,
359009,3591,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
359010,3591,350,1,,,%s,11,300,12,300,,,,,,,,,
359011,3591,400,1,,,%s,22,300,23,300,,,,,,,,,
359012,3591,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
359013,3591,500,1,,,%s,24,500,,,,,,,,,,,
360001,3601,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
360002,3601,40,1,,,%s,1,3%,,,,,,,,,,,
360003,3601,60,1,,,%s,14,300,15,300,,,,,,,,,
360004,3601,80,2,,18,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
360005,3601,100,1,,,%s,7,3%,8,3%,,,,,,,,,
360006,3601,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
360007,3601,200,1,,,%s,17,300,19,300,,,,,,,,,
360008,3601,250,1,,,%s,9,3%,10,3%,,,,,,,,,
360009,3601,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
360010,3601,350,1,,,%s,11,300,12,300,,,,,,,,,
360011,3601,400,1,,,%s,22,300,23,300,,,,,,,,,
360012,3601,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
360013,3601,500,1,,,%s,24,500,,,,,,,,,,,
361001,3611,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
361002,3611,40,1,,,%s,1,3%,,,,,,,,,,,
361003,3611,60,1,,,%s,14,300,15,300,,,,,,,,,
361004,3611,80,2,,16,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
361005,3611,100,1,,,%s,7,3%,8,3%,,,,,,,,,
361006,3611,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
361007,3611,200,1,,,%s,17,300,19,300,,,,,,,,,
361008,3611,250,1,,,%s,9,3%,10,3%,,,,,,,,,
361009,3611,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
361010,3611,350,1,,,%s,11,300,12,300,,,,,,,,,
361011,3611,400,1,,,%s,22,300,23,300,,,,,,,,,
361012,3611,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
361013,3611,500,1,,,%s,24,500,,,,,,,,,,,
362001,3621,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
362002,3621,40,1,,,%s,1,3%,,,,,,,,,,,
362003,3621,60,1,,,%s,14,300,15,300,,,,,,,,,
362004,3621,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
362005,3621,100,1,,,%s,7,3%,8,3%,,,,,,,,,
362006,3621,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
362007,3621,200,1,,,%s,17,300,19,300,,,,,,,,,
362008,3621,250,1,,,%s,9,3%,10,3%,,,,,,,,,
362009,3621,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
362010,3621,350,1,,,%s,11,300,12,300,,,,,,,,,
362011,3621,400,1,,,%s,22,300,23,300,,,,,,,,,
362012,3621,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
362013,3621,500,1,,,%s,24,500,,,,,,,,,,,
363001,3631,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
363002,3631,40,1,,,%s,1,3%,,,,,,,,,,,
363003,3631,60,1,,,%s,14,300,15,300,,,,,,,,,
363004,3631,80,2,,13,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
363005,3631,100,1,,,%s,7,3%,8,3%,,,,,,,,,
363006,3631,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
363007,3631,200,1,,,%s,17,300,19,300,,,,,,,,,
363008,3631,250,1,,,%s,9,3%,10,3%,,,,,,,,,
363009,3631,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
363010,3631,350,1,,,%s,11,300,12,300,,,,,,,,,
363011,3631,400,1,,,%s,22,300,23,300,,,,,,,,,
363012,3631,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
363013,3631,500,1,,,%s,24,500,,,,,,,,,,,
364101,3641,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
364102,3641,40,1,,,%s,1,3%,,,,,,,,,,,
364103,3641,60,1,,,%s,14,300,15,300,,,,,,,,,
364104,3641,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
364105,3641,100,1,,,%s,7,3%,8,3%,,,,,,,,,
364106,3641,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
364107,3641,200,1,,,%s,17,300,19,300,,,,,,,,,
364108,3641,250,1,,,%s,9,3%,10,3%,,,,,,,,,
364109,3641,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
364110,3641,350,1,,,%s,11,300,12,300,,,,,,,,,
364111,3641,400,1,,,%s,22,300,23,300,,,,,,,,,
364112,3641,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
