变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect,__version
3633703,,,,,,summon,,,2,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0>,<2>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=999;value=<0>;holder={input=selfForceEx(list(4003));process=random(1)};caster={input=selfForceEx(list(4003));process=random(1)};prob=1;cfgId=3633708}>;<{value=1;caster=2;holder={input=selfForceEx(list(4003));process=random(1)};cfgId=3633327;prob=1;lifeRound=999}>;<{lifeRound=999;value=<list(list(),list(9998))>;holder={input=selfForceEx(list(4003));process=random(1)};caster=2;prob=1;cfgId=3633706}>;<{value=1;caster=2;holder={input=selfForceEx(list(4003));process=random(1)};cfgId=3633631;prob=1;lifeRound=999}>;<{value=1;caster=2;holder={input=selfForceEx(list(4003));process=random(1)};cfgId=3633707;prob=1;lifeRound=999}>>}}",,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3633704,,,,,,damageAllocate,,,2,81012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<2014;9999;2019>,<1;10>,,,,,,,,,
3633705,,,,,,replaceTarget,,,2,81012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0;1>,,1,<1>,,,,,,,,,,,,,,,,<9999;2020>,,,,,,,,,,
3633706,,,,,,replaceBuffHolder,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3633707,,,,,,,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=13;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder={input=enemyForce();process=buffDifferExclude('group',{c.notbuff_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDifferOptional('id',{3633311})|random(1)};cfgId=3633311;prob=self:flagZ4() and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=3633692;prob=self:hasBuff(3633683) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3633708,,,,,,aura,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;cfgId=3633704;value=<1;2;17;10000>;caster={input=selfForceEx(list(4003));process=random(1)};holder=20;bond=1;prob=1}>;<{lifeRound=999;cfgId=3633705;value=<2;1;1;1;1;99;10000>;caster={input=selfForceEx(list(4003));process=random(1)};holder=20;bond=1;prob=1}>>}},,,,,,,,1,,,,,,,<9999>,,,,,,,,,,
3634111,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3634342,,,,,,assistAttack,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639111,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3641111,,,,,,specialDamage,,,2,1002,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641121,,,,,,addMp1,,,2,11,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,,,,,,,,,,,,,,,,<2045>,,,,,,,,,,
3641211,,,,,,stealth,,,2,9101,,,,,,1,1,,,battle/buff_icon/logo_ys.png,,,,,,,,,,,,,,,,,,,{args={value=0.5};typ=opacity},battle/txt/txt_ys1.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3641221;prob=self:flagZ2() and 1 or 0;lifeRound=99}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
3641212,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=list(list(c.debuff1_oc()),2,2);caster=1;holder=2;cfgId=3641213;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3641213,,,,,,transferBuffToOther,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050012;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3641221,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=10;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<0;0;0;1;0;0>;holder=2;caster=2;prob=1;cfgId=3641222}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3641222,,,,,,depart,,,,4201,,,,,,,1,,,battle/buff_icon/icon_qy1.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,,,,,,,,,,,,,,,{args={value=0};typ=opacity},battle/txt/txt_qy1.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*1.5;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|selfColumnPrior|frontRowRandom(1)};cfgId=3641223;prob=1;lifeRound=1}>>}}",,,0,,,,,,,,,,,,,<1;10>,,{action={standby=kong_loop};unitRes=<koudai_maxiaduo/hero_maxiaduo.skel;koudai_maxiaduo_pifu/hero_maxiaduo_pifu.skel>},,,,,,,
3641223,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=1}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
3641300,,,,,,,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3641310,,,,,,specialRecord,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,<1;{input=enemyForce|nodead;process=random(12)};1>,,1,<1>,{0={triggerPoint=42};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=3641317;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3641311,,,,,,depart,,,2,601,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{args={value=0.9};typ=opacity},,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=3641310;prob=1;lifeRound=999}>;<{value=1818;cfgId=3641312;caster=2;bond=2;holder=1;lifeRound=999;prob=1}>;<{value=0;cfgId=3641315;caster=2;bond=2;holder=2;lifeRound=1;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3641312,,,,,,changeImage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,shugl_chuxian,,,,,,,{pos=0;aniName=shugl_xiaoshi;res=koudai_hupa/hupa_buff.skel},{args={other={isShow=FALSE}};typ=hide},battle/txt/txt_ycyd.png,11,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=2;onSomeFlag=<more(self:hp(),1)>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=min(self2:specialDamage()*4,( target2:getBuff(3641317):getValue()+target2:getBuff(3641310):getValue())*((20+skillLv(36413,36433,36443,36444,36453) *0.15-0.15)*0.01));caster=2;holder=1;cfgId=3641313;prob=1;lifeRound=1}>;<{value=-300;caster=2;holder=1;cfgId=3641314;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3641313,,,,,,buffDamage,,,2,,,,,<3641310>,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,yiciyuandaji,,,,,,,,,battle/txt/txt_ycydj.png,,,<{processId=3;damageType=1}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
3641314,,,,,,addMp1,,,2,11,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,,,,,,,,,,,,,,,,<2045>,,,,,,,,,,
3641315,,,,,,,,,2,,,,,<3641622>,,6,6,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,,
3641316,,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,,
3641317,,,,,,specialRecord,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,<1;{input=enemyForce|nodead;process=random(12)};1>,,,,{0={triggerPoint=10}},,,,,,,,,,,,,,,,,,,,,,,,,
3641320,,,,,,,,,2,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3641321,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=1}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
3641331,,,,,,depart,,,2,601,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{args={value=0.9};typ=opacity},,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;cfgId=3641310;caster=2;bond=2;holder=1;lifeRound=999;prob=1}>;<{value=1818;cfgId=3641312;caster=2;bond=2;holder=1;lifeRound=999;prob=1}>;<{value=0;cfgId=3641315;caster=2;bond=2;holder=2;lifeRound=1;prob=1}>>}},,,,,,,<{type=1;limit=1}>,,,,,,,,,,,,,,,,,,
3641611,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=3;onSomeFlag=<not self:hasBuff(3641683)>;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=2;caster=2;cfgId=3641612;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
3641612,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,shifang,,,,,TRUE,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;delSelfWhenTriggered=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=300;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('id',{3641620})|buffDifferExclude('group',{c.fly_notbuff_oc()})|rowfront|random(1)};cfgId=3641620;prob=moreE(countObjByNatureExit(self:force(),14),2) and 1 or 0;lifeRound=1}>;<{value=300;holder={input=enemyForce|nodead;process=buffDifferExclude('id',{3641620})|buffDifferExclude('group',{c.fly_notbuff_oc()})|rowfront|random(1)};caster=2;cfgId=3641620;lifeRound=1}>;<{value=300;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('id',{3641620})|buffDifferExclude('group',{c.fly_notbuff_oc()})|rowfront|random(1)};cfgId=3641620;prob=moreE(countObjByNatureExit(self:force(),14),3) and 1 or 0;lifeRound=1}>>}}",,,0,,,,,,,,,,,,,,,,,,,,,,
3641613,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,zhaohui,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641620,,,,,,lockMp1Add,,,2,,,,,,,1,1,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{pos=0;aniName=hengl_xiaoshi;res=koudai_hupa/hupa_buff.skel},,battle/txt/txt_cjgl.png,1,,,,,,"{0={triggerPoint=1};1={triggerPoint=19;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;holder=2;caster=2;cfgId=3641613;lifeRound=1}>;<{value=-100;caster=2;holder=1;cfgId=3641621;prob=1;lifeRound=1}>;<{value=self:specialDamage()*0.3;caster=2;holder=2;cfgId=3641626;prob=1;lifeRound=1}>>};2={triggerPoint=1;onSomeFlag=<self:flagZ4() and (not self:hasBuff(3641624))>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=0;holder=2;caster=2;cfgId=3641622;lifeRound=99}>;<{value=self:specialDamage()*1;holder=1;caster=2;cfgId=3641623;lifeRound=99}>;<{value=0;caster=2;holder=2;cfgId=3641624;prob=moreE(self:getBuffOverlayCount(3641622),6) and 1 or 0;lifeRound=3}>;<{lifeRound=1;value=<0;0;0;0;1;1>;holder={input=enemyForce | nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferExclude('id',{3641312})|attr(""hp"",""max"",1)};caster=2;prob=moreE(self:getBuffOverlayCount(3641622),6) and 1 or 0;cfgId=3641625}>>}}",,2,,,,,,,,,,,,,,,,,,,,,,,
3641621,,,,,,addMp1,,,2,11,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,,,,,,,,,,,,,,,,<2045>,,,,,,,,,,
3641622,,,,,,,,,,,,,,,,2,10,,FALSE,battle/buff_icon/logo_byzs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641623,,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=1}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
3641624,,,,,,,,,,,,,,,,1,1,,,battle/buff_icon/logo_xglq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641625,,,,,,depart,,,2,601,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{args={value=0.9};typ=opacity},,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;cfgId=3641310;caster=2;bond=2;holder=1;lifeRound=999;prob=1}>;<{value=1818;cfgId=3641312;caster=2;bond=2;holder=1;lifeRound=999;prob=1}>;<{value=0;cfgId=3641315;caster=2;bond=2;holder=2;lifeRound=5;prob=0}>>}},,,,,,,<{type=1;limit=2}>,,,,,,,,,,,,,,,,,,
3641626,,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,,,,,,,,,,
3641631,,,,,,fieldBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=(10+min(self:skillLv(36416,36426,36436,36446,36456),200)*0.1-0.1)*100;cfgId=3641632;caster=2;bond=1;holder=5;lifeRound=99;prob=((target2:natureIntersection(list(14))) and 0 or 0)}>>};2={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=(10+min(self:skillLv(36416,36426,36436,36446,36456),200)*0.1-0.1)*100;cfgId=3641632;caster=2;bond=1;holder=20;lifeRound=99;prob=trigger.obj.force == self:force() and ((target2:natureIntersection(list(14))) and (target2:id()==self:id() and 10 or 1) or 0) or 0}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
3641632,,,,,,finalDamageSub,,,,,,,,,,8,6,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=18;onSomeFlag=<(not exitInTab(4026,trigger.damageArgs.buffFlag)) and (trigger.damageArgs.from~=2) and (trigger.damageProcessId~=17) and (trigger.damageProcessId~=20) and lessE(self:getBuffOverlayCount(3641635),6) and (not self:hasBuff(3641683))>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=min(self:specialDamage()*1.5,(target:getRecordTakeDamage(1)-target:getBuff(3641633):getValue())*(10+min(self:skillLv(36416,36426,36436,36446,36456),200)*0.1-0.1)*0.01*(1/(1-0.15)));caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|frontRowRandom(1)};cfgId=3641634;prob=more(target:getRecordTakeDamage(1)-target:getBuff(3641633):getValue(),0) and 1 or 0;lifeRound=1}>;<{value=target:getRecordTakeDamage(1);holder=2;caster=2;cfgId=3641633;lifeRound=99}>;<{value=0;holder=2;caster=2;cfgId=3641635;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
3641633,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ydzy.png,,,,,,,,,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
3641634,,,,,,buffDamage,,,,1020001,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,hengl_atk2_right,,,,,TRUE,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<2002;4021;4026>,,,,,,,,,,
3641635,,,,,,,,,,,,,,,,2,10,,FALSE,battle/buff_icon/logo_byzs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
3641641,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|selfColumnPrior};cfgId=3641642;prob=1;lifeRound=1}>>};2={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=(10+min(self:skillLv(36416,36426,36436,36446,36456),200)*0.1-0.1)*0.01;caster=8;holder=2;cfgId=3641643;prob=self2:hasBuff(3641642) and 1 or 0;lifeRound=1}>>};3={triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{value=-100;caster=2;holder=8;cfgId=3641644;prob=target2:hasBuff(3641642) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
3641642,,,,,,,,,,1030001,,,,,,1,1,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3641643,,,,,,damageRateAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,,
3641644,,,,,,addMp1,,,2,11,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<2045>,,,,,,,,,,
3641681,,,,,,reborn,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=12};1={triggerPoint=3;onSomeFlag=<lessE(getNowRound(),2)>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<1;1;1>;holder={input=selfForce|nodead;process=attrWitOutFilter(""speed"",""min"",1)};caster=2;prob=target2:id()== self:id() and 1 or 0;cfgId=3641682}>>};2={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=3649;caster={input=whoattack;process=random(1)};holder=2;cfgId=3641683;prob=more(countForceNum(3-self:force()),1) and 1 or 0;lifeRound=2}>;<{value=0;caster=2;holder=1;cfgId=3641685;prob=more(countForceNum(3-self:force()),1) and 1 or 0;lifeRound=2}>;<{value=min(target2:hpMax()*0.3,self:specialDamage()*6);caster=2;holder={input=enemyForce(true)|nodead;process=random(1)};cfgId=3641687;prob=more(countForceNum(3-self:force()),1) and 0 or 1;lifeRound=1}>;<{value=0;caster={input=whoattack;process=random(1)};holder=2;cfgId=3641688;prob=more(countForceNum(3-self:force()),1) and 0 or 1;lifeRound=1}>>}}",,,,,,,<{type=1;limit=1}>,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
3641682,,,,,,stealth,,,,9101,,,,,,1,1,,,battle/buff_icon/logo_ys.png,,,,,,,,,,,,,,,,,,,{args={value=0.5};typ=opacity},battle/txt/txt_ys1.png,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
3641683,,,,,,changeImage,,,2,,,,,<3641631;3641641;3641611>,,1,1,,,,,,,,,,,,,,,,,,,,,{pos=0;x=50;aniName=mohu2;res=koudai_hupa/chengjiezhihu.skel},,battle/txt/txt_cjzh.png,11,,,,,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=99;cfgId=3641684;value=<0;0;0;0;1;1>;caster=1;holder=2;bond=2;prob=self:force()== target:force() and 0 or 1}>;<{lifeRound=99;cfgId=3641684;value=<0;0;0;0;1;1>;holder={input=enemyForce(true)|nodead;process=random(1)};bond=2;caster=1;prob=self:force()== target:force() and 1 or 0}>>}},,,,,,,<{type=1;limit=1}>,,,,,,,,,,,,,,,,,,
3641684,,,,,,depart,,,2,801,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/chengjiezhihu.skel,xishou,,,,{flip=TRUE;x=0;y=0},TRUE,,{pos=0;aniName=tuchu;res=koudai_hupa/chengjiezhihu.skel},{args={other={isShow=FALSE};sprite={isShow=FALSE}};typ=hide},battle/txt/txt_cs1.png,,,,,,<1>,"{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=min(target2:hpMax()*0.3,self:specialDamage()*6);caster=2;holder=1;cfgId=3641687;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3641685,,,,,,stun,,,,80003,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,{list=<{args={sprite={isShow=FALSE};lifebar={isShow=FALSE};other={isShow=FALSE}};playType=1;typ=hide};{args={onceEffectResPath=koudai_hupa/chengjiezhihu.skel;onceEffectOffsetPos={y=140;x=0};onceEffectAniName=mohu1};playType=1;typ=onceEffect};{args={lifetime=2970};playType=1;typ=wait};{args={sprite={isShow=TRUE};lifebar={isShow=TRUE};other={isShow=TRUE}};playType=1;typ=hide}>},,,,,,,,{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=1;holder=1;cfgId=3641686;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
3641686,,,,,,kill,,,2,1030001,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,1,<1>,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3641687,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
3641688,,,,,,,,,2,1030001,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=3641686;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3642121,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3421001;caster=2;bond=1;holder=1;lifeRound=2;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3642211,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();caster=2;holder=1;cfgId=3421201;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3642212,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();caster=2;holder=1;cfgId=3421401;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3642213,,,,,,transferBuffToOther,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050012;lifeRound=1}>;<{value=list(list(c.debuff1_debuff2_oc()),2,1);caster=1;holder=2;cfgId=3642214;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3642214,,,,,,transferBuffToOther,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050012;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3642221,,,,,,reboundBuff,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce()|nodead;process=buffDiffer('id',{3642620})|random(1)};0>",,,,{0={triggerPoint=1};2={triggerPoint=28;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,,
3642300,,,,,,,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
