变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,__version
350112,,1,14,,,,,,,<3501128>,<2>,<self:flagZ1() and 1 or 0>,,<self:hpMax()*0.1>,,,
350121,,,,,,,,,,,,,,,350121,,
350122,,1,14,,,,,,,<3501121>,<999>,<1>,,<self:hpMax()*(self:flagZ2() and 0.2 or 0.1)>,,,
350131,,,11,,,,,,,,,,,,350131,,
350132,,1,23,,,,13,,,<3501122>,<2>,<1>,,<self:hpMax()*(self:flagZ3() and 0.4 or 0.2)>,,,
350133,,,11,,,,,,,<3501125>,<999>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<-target:speed()*0.15>,,,
350161,,1,14,,,,,,,<3501123;3501124>,<999;999>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,"<self:hpMax()*(5+skillLevel*0.03-0.03)*0.01*( countObjByNature(self:force(),1,6)+countObjByNatureExit(self:force(),6) );0>",,,
350162,,1,23,,,,13,,,<3501122>,<2>,<1>,,<self:hpMax()*(self:flagZ4() and 0.4 or 0.2)>,,,
350163,,,11,,,,,,,<3501125>,<999>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<-target:speed()*0.15>,,,
350211,,,,,,,,,,,,,,,350211,,
350212,,1,14,,,,,,,<3501128>,<2>,<self:flagZ1() and 1 or 0>,,<self:hpMax()*0.1>,,,
350221,,,,,,,,,,,,,,,350221,,
350222,,1,14,,,,,,,<3501121>,<999>,<1>,,<self:hpMax()*(self:flagZ2() and 0.2 or 0.1)>,,,
350231,,,11,,,,,,,,,,,,350231,,
350232,,,11,,,,,,,,,,,,350232,,
350233,,1,23,,,,13,,,<3501122>,<2>,<1>,,<self:hpMax()*(self:flagZ3() and 0.4 or 0.2)>,,,
350234,,,11,,,,,,,<3501125>,<999>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<-target:speed()*0.15>,,,
350261,,1,14,,,,,,,<3501123;3501124>,<999;999>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,"<self:hpMax()*(5+skillLevel*0.03-0.03)*0.01*( countObjByNature(self:force(),1,6)+countObjByNatureExit(self:force(),6) );0>",,,
351111,,,,,,,,,,,,,,,351111,,
351112,,1,14,,,,,,,<3511222;3511225>,<1;2>,"<moreThan(target:speed(),self:speed()) and 0 or 1;self:flagZ1() and 1 or 0>",,<(30+skillLevel*0.2-0.2)*100;self:damage()*0.1>,,,
351121,,,,,,,,,,,,,,,351121,,
351122,,1,14,,,,,,,<3511222;3511221>,<1;3>,"<moreThan(target:speed(),self:speed()) and 0 or 1;1>",,<(30+skillLevel*0.2-0.2)*100;self:flagZ2() and 6000 or 5000>,,,
351131,,,,,,,,,,,,,,,351131,,
351132,,,,,,,,,,,,,,,351132,,
351133,,1,14,,,,,,,<3511222>,<1>,<0>,,<(30+skillLevel*0.2-0.2)*100>,,,
351161,,1,14,,,,,,,<3511223>,<999>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,,
354111,,,,,,,,,,,,,,,354111,,
354112,,1,14,,,,,,,<3541122>,<2>,<1>,,<self:flagZ1() and 3000 or 2000>,,,
354121,,,,,,,,,,,,,,,354121,,
354122,,,,,,,,,,<3541112>,"<more(random(0,2),1) and (self:flagZ2() and 2 or 1) or 2>",<1>,,<0>,,,
354131,,,4,,,,,,,,,,,,354131,,
354132,,1,11,,,,,,,<3541113;3541123>,<self:flagZ3() and 3 or 2;self:flagZ3() and 3 or 2>,<1;1>,,"<self:flag(99) and self:BspecialDefence()*0.8 or self:BspecialDefence()*0.9;moreE(self:star(),8) and 3400 or 1400>",,,
354133,,1,11,,,,,,,,,,,,,,
354134,,1,11,,,,,,,<3541121>,<2>,<1>,,"<list(list(c.debuff1_oc()),-0.5)>",,,
354141,,,,,,,,,,,,,,,,,
354161,,1,14,,,,,,,<3541114;3541117>,<999;999>,"<1;moreE(self:star(),8) and 1 or 0>",,<0;0>,,,
354162,,1,14,,,,,,,<3541115>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<(50+skillLevel*0.2-0.2)*100>,,,
354211,,,,,,,,,,,,,,,354211,,
354212,,1,14,,,,,,,<3541122>,<2>,<1>,,<self:flagZ1() and 3000 or 2000>,,,
354221,,,,,,,,,,,,,,,354221,,
354222,,,,,,,,,,<3541112>,"<more(random(0,2),1) and (self:flagZ2() and 2 or 1) or 2>",<1>,,<0>,,,
354231,,,4,,,,,,,,,,,,354231,,
354232,,1,11,,,,,,,<3541113;3541123>,<self:flagZ3() and 3 or 2;self:flagZ3() and 3 or 2>,<1;1>,,"<self:flag(99) and self:BspecialDefence()*0.8 or self:BspecialDefence()*0.9;moreE(self:star(),8) and 3400 or 1400>",,,
354233,,1,11,,,,,,,,,,,,,,
354234,,1,11,,,,,,,<3541121>,<2>,<1>,,"<list(list(c.debuff1_oc()),-0.5)>",,,
354241,,,,,,,,,,,,,,,,,
354261,,1,14,,,,,,,<3541114;3541117>,<999;999>,"<1;moreE(self:star(),8) and 1 or 0>",,<0;0>,,,
354262,,1,14,,,,,,,<3541115>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<(50+skillLevel*0.2-0.2)*100>,,,
354311,,,,,,,,,,,,,,,354311,,
354312,,1,14,,,,,,,<3541122>,<2>,<1>,,<self:flagZ1() and 3000 or 2000>,,,
354321,,,,,,,,,,,,,,,354321,,
354322,,,,,,,,,,<3541112>,"<more(random(0,2),1) and (self:flagZ2() and 2 or 1) or 2>",<1>,,<0>,,,
354331,,,4,,,,,,,,,,,,354331,,
354332,,,4,,,,,,,,,,,,354332,,
354333,,1,11,,,,,,,<3541113;3541123>,<self:flagZ3() and 3 or 2;self:flagZ3() and 3 or 2>,<1;1>,,"<self:flag(99) and self:BspecialDefence()*0.78 or self:BspecialDefence()*0.87;moreE(self:star(),8) and 3300 or 1300>",,,
354334,,1,11,,,,,,,,,,,,,,
354335,,1,11,,,,,,,<3541121>,<2>,<1>,,"<list(list(c.debuff1_oc()),-0.5)>",,,
354341,,,,,,,,,,,,,,,,,
354361,,1,14,,,,,,,<3541114;3541117>,<999;999>,"<1;moreE(self:star(),8) and 1 or 0>",,<0;0>,,,
354362,,1,14,,,,,,,<3541115>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<(50+skillLevel*0.2-0.2)*100>,,,
356111,,,,,,,,,,,,,,,356111,,
356121,,,,,,,,,,,,,,,356121,,
356122,,1,14,,,,,,,<3561221>,<1>,<1>,,"<math.min(target:hp()*0.08,self:hpMax()*0.2)>",,,
356123,,,,,,,,,,<3561222>,<1>,<1>,,"<math.min(target:hp()*0.08,self:hpMax()*0.1)>",,,
356131,,,3,,,,,,,,,,,,356131,,
356132,,,3,,,,,,,<3561223>,<2>,"<moreEqualThan(self:star(),11) and 0.4 or 0.2>",,<0>,,,
356161,,1,14,,,,,,,<3561225>,<999>,<1>,,"<self:hpMax()*(4+skillLevel*0.04-0.04)*0.01*(moreEqualThan(self:star(),8) and 1 or 1.3)>",,,
356211,,,,,,,,,,,,,,,356211,,
356221,,,,,,,,,,,,,,,356221,,
356222,,1,14,,,,,,,<3561221>,<1>,<1>,,"<math.min(target:hp()*0.1,self:hpMax()*0.2)>",356231,,
356223,,,,,,,,,,<3561222>,<1>,<1>,,"<math.min(target:hp()*0.08,self:hpMax()*0.1)>",,,
356231,,,3,,,,,,,,,,,,356232,,
356232,,,3,,,,,,,<3561223>,<2>,"<moreEqualThan(self:star(),11) and 0.4 or 0.2>",,<0>,,,
356261,,1,14,,,,,,,<3561225>,<999>,<1>,,"<self:hpMax()*(4+skillLevel*0.04-0.04)*0.01*(moreEqualThan(self:star(),8) and 1 or 1.3)>",,,
357111,,,,,,,,,,,,,,,357111,,
357112,,1,14,,,,,,,<3571111>,<2>,<1>,,<self:Bdefence()*(self:flagZ1() and 0.2 or 0.1)>,,,
357121,,,,,,,,,,,,,,,357121,,
357122,,1,14,,,,,,,<3571211>,<2>,<1>,,<0>,,,
357131,,,11,,,,,,,,,,,,357131,,
357132,,1,14,,,,,,,<3571311>,<2>,<1>,,<0>,,,
357133,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {14})|random(1)",,,,,<3571311>,<2>,<self:flagZ3() and 1 or 0>,,<0>,,,
357161,,1,14,,,,,,,<3571611>,<999>,<1>,,<0>,,,
357162,,1,14,,,,,,,<3571631>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
357211,,,,,,,,,,,,,,,357211,,
357212,,1,14,,,,,,,<3571111>,<2>,<1>,,<self:Bdefence()*(self:flagZ1() and 0.2 or 0.1)>,,,
357221,,,,,,,,,,,,,,,357221,,
357222,,1,14,,,,,,,<3571211>,<2>,<1>,,<0>,,,
357231,,,11,,,,,,,,,,,,357231,,
357232,,,11,,,,,,,,,,,,357232,,
357233,,1,14,,,,,,,<3571311>,<2>,<1>,,<0>,,,
357234,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {14})|random(1)",,,,,<3571311>,<2>,<self:flagZ3() and 1 or 0>,,<0>,,,
357261,,1,14,,,,,,,<3571611>,<999>,<1>,,<0>,,,
357262,,1,14,,,,,,,<3571631>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
359111,,,,,,,,,,,,,,,359111,,
359112,,,,,,,,,,<3591121>,<2>,<1>,,<self:flagZ1() and  -target:speed()*0.25 or -target:speed()*0.15>,,,
359121,,,,,,,,,,,,,,,359121,,
359122,,,,,,,,,,<3591127>,<2>,<1>,,<self:flagZ2() and  -2500 or -1500>,,,
359123,,1,14,,,,,,,<3591126>,<999>,<1>,,<self:flagZ2() and self:speed()*0.2 or self:speed()*0.15>,,,
359131,,,4,,,,,,,,,,,,359131,,
359132,,,4,,,,,,,,,,,,359132,,
359133,,,4,,,,,,,<3591133;3591123>,<1;1>,"<moreEqualThan(self:star(),11) and target:hasBuffGroup(23) and 1 or 0;moreThan(self:speed(),target:speed()) and (less(self:getBuffOverlayCount(3591135),3) and 1 or 0.6) or 0>",,<1;0.5>,,,
359134,,1,14,,,,,,,,,,,,,,
359161,,1,14,,,,,,,<3591124;3591129>,<999;999>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<1;1>,,,
359211,,,,,,,,,,,,,,,359211,,
359212,,,,,,,,,,<3591121>,<2>,<1>,,<self:flagZ1() and  -target:speed()*0.25 or -target:speed()*0.15>,,,
359221,,,,,,,,,,,,,,,359221,,
359222,,,,,,,,,,<3591127>,<2>,<1>,,<self:flagZ2() and  -2500 or -1500>,,,
359223,,1,14,,,,,,,<3591126>,<999>,<1>,,<self:flagZ2() and self:speed()*0.2 or self:speed()*0.15>,,,
359231,,,4,,,,,,,,,,,,359231,,
359232,,,4,,,,,,,,,,,,359232,,
359233,,,4,,,,,,,<3591133;3591123>,<1;1>,"<moreEqualThan(self:star(),11) and target:hasBuffGroup(23) and 1 or 0;moreThan(self:speed(),target:speed()) and (less(self:getBuffOverlayCount(3591135),3) and 1 or 0.6) or 0>",,<1;0.5>,,,
359234,,1,14,,,,,,,,,,,,,,
359261,,1,14,,,,,,,<3591124;3591129>,<999;999>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<1;1>,,,
360111,,,,,,,,,,,,,,,360111,,
360112,,1,14,,,,,,,<3601111;3601112>,<2;2>,<1;self:flagZ1() and 1 or 0>,,<1000;self:hpMax()*0.1>,,,
360121,,,,,,,,,,,,,,,360121,,
360122,,,,selfForce|nodead,"attrDiffer(""natureType"", {18})",,,,,<3601215>,<1>,<1>,,<1>,,,
360123,,1,14,,,,,,,<3601211;3601217>,<2;999>,<1;1>,,<1;1>,,,
360124,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{3601211})|rowback|buffDifferOptional('id',{3601215})|random(1)",,,,,<3601211>,<1>,<1>,,<1>,,,
360125,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{3601211})|buffDiffer('id',{3601215})|random(1)",,,,,<3601211>,<1>,"<(self:flagZ2() and less(self:getBuffOverlayCount(3601217),3)) and 1 or 0>",,<1>,,,
360131,,,11,,,,,,,,,,,,360131,,
360132,,,11,,,,,,,,,,,,360132,,
360133,,1,14,,,,,,,<3601330>,"<moreE(self:star(),11) and 2 or 1>",<1>,,<1>,,,
360134,,1,14,,,,,,,<3601341>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<1>,,,
360135,,1,11,,,,,,,<3601353>,<1>,<self:flagZ3() and 1 or 0>,,<1>,,,
360136,,1,14,,,,,,,,,,,,,,
360137,,1,14,,,,,,,<3601356>,<1>,<self:flagZ3() and 1 or 0>,,<1>,,,
360161,,1,14,,,,,,,<3601611>,<999>,<1>,,<1>,,,
360162,,1,14,,,,,,,<3601631>,<999>,"<moreE(self:star(),6) and 1 or 0>",,"<<99;2;0;list(0,0.5);16>>",,,
360163,,1,14,,,,,,,,,,,,,,
360164,,1,14,,,,,,,<3601310>,"<moreE(self:star(),11) and 2 or 1>","<moreE(self:star(),8) and 1 or 0>",,<1>,,,
360165,,,14,,,,,,,<3601661>,<999>,<self:flagZ4() and 1 or 0>,,<1>,,,
360311,,,,,,,,,,,,,,,360311,,
360312,,1,14,,,,,,,<3601111;3601112>,<2;2>,<1;self:flagZ1() and 1 or 0>,,<1000;self:hpMax()*0.1>,,,
360321,,,,,,,,,,,,,,,360321,,
360322,,,,selfForce|nodead,"attrDiffer(""natureType"", {18})",,,,,<3601215>,<1>,<1>,,<1>,,,
360323,,1,14,,,,,,,<3601211;3601217>,<2;999>,<1;1>,,<1;1>,,,
360324,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{3601211})|rowback|buffDifferOptional('id',{3601215})|random(1)",,,,,<3601211>,<1>,<1>,,<1>,,,
360325,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{3601211})|buffDiffer('id',{3601215})|random(1)",,,,,<3601211>,<1>,"<(self:flagZ2() and less(self:getBuffOverlayCount(3601217),3)) and 1 or 0>",,<1>,,,
360331,,,11,,,,,,,,,,,,360331,,
360332,,,11,,,,,,,,,,,,360332,,
360333,,1,14,,,,,,,<3601330>,"<moreE(self:star(),11) and 2 or 1>",<1>,,<1>,,,
360334,,1,14,,,,,,,<3601341>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<1>,,,
360335,,1,11,,,,,,,<3601353>,<1>,<self:flagZ3() and 1 or 0>,,<1>,,,
360336,,1,14,,,,,,,,,,,,,,
360337,,1,14,,,,,,,<3601356>,<1>,<self:flagZ3() and 1 or 0>,,<1>,,,
360361,,1,14,,,,,,,<3601611>,<999>,<1>,,<1>,,,
360362,,1,14,,,,,,,<3601631>,<999>,"<moreE(self:star(),6) and 1 or 0>",,"<<99;2;0;list(0,0.5);16>>",,,
360363,,1,14,,,,,,,,,,,,,,
360364,,1,14,,,,,,,<3601310>,"<moreE(self:star(),11) and 2 or 1>","<moreE(self:star(),8) and 1 or 0>",,<1>,,,
360365,,,14,,,,,,,<3601661>,<999>,<self:flagZ4() and 1 or 0>,,<1>,,,
361111,,,,,,,,,,,,,,,361111,,
361112,,,,,,,,,,<3611101>,<2>,<1>,,<<self:flagZ1() and 0.1 or 0.05;0;1>>,,,
361121,,,,,,,,,,,,,,,361121,,
361122,,,,,,,,,,,,,,,361122,,
361123,,,,,,,,,,<3611211>,<2>,<1>,,<1>,,,
361124,,1,14,,,,,,,<3611216>,<2>,<1>,,"<min(((AhpMax()/BhpMax())/0.15)*500,2000)>",,,
361125,,,,enemyForce|nodead,"exclude(list(csvSelectObj:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferExclude('id',{3611211,3611311})|random(1)",,,,,<3611311>,<2>,<self:flagZ1() and 1 or 0>,,<1>,,,
361131,,,,,,,,,,,,,,,361131,,
361132,,,,,,,,,,,,,,,361132,,
361133,,1,14,,,,,,,<3611321>,<1>,<1>,,<3000>,,,
361134,,,,,,,,,,<3611311;3611331>,<2;1>,"<1;more(self:hpMax(),target:hpMax()) and 1 or 0.5>",,<1;1>,,,
361135,,,,enemyForce|nodead,"exclude(list(csvSelectObj:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferExclude('id',{3611312})|random(2)",,,,,<3611311>,<2>,<1>,,<1>,,,
361136,,1,14,,,,,,,<3611342>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<1>,,,
361137,,1,14,,,,,,,<3611341>,<999>,"<moreE(self:star(),11) and 1 or 0>",,<1>,,,
361138,,1,14,,,,,,,<3611338>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<1>,,,
361161,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {16})",,,,,<3611641>,<999>,<1>,,<1>,,,
361162,,1,14,,,,,,,<3611611>,<999>,<1>,,<1>,,,
361163,,1,14,,,,,,,<3611643;3611661;3611671>,<999;999;999>,"<moreE(self:star(),6)  and 1 or 0;moreE(self:star(),8)  and 1 or 0;self:flagZ4() and 1 or 0>",,<1;1;1>,,,
361164,,1,14,,,,,,,<3611351>,<999>,<self:flagZ3() and 1 or 0>,,<1>,,,
362111,,,,,,,,,,,,,,,362111,,
362112,,,,enemyForce()|nodead,useOtherProcess(362111),,,,,<3621111>,<1>,<1>,,<self:Bdamage()*(self:flagZ1() and 0.3 or 0.2)>,,,
362121,,,,,,,,,,,,,,,362121,,
362122,,1,14,,,,,,,<3621211>,<2>,<1>,,<0>,,,
362123,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {9})",,,,,<3621211>,<2>,<1>,,<0>,,,
362131,,,,,,,,,,,,,,,,,
362160,,1,14,,,,,,,<3621001>,<999>,<1>,,<0>,,,
362161,,1,14,,,,,,,<3621221>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,,
362162,,1,14,,,,,,,<3621311>,<999>,<1>,,<0>,,,
362163,,1,14,,,,,,,<3621321>,<999>,<1>,,<0>,,,
362164,,1,14,,,,,,,<3622221>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,,
362165,,1,14,,,,,,,<3621611>,<999>,<1>,,"<<list(1,0,0);1;1;1;1>>",,,
362166,,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
362167,,1,14,,,,,,,<3621811>,<999>,<1>,,<0>,,,
362168,,1,14,,,,,,,<3621910>,<2>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
362169,,1,14,,,,,,,<3621810>,<999>,<1>,,<0>,,,
362211,,,,,,,,,,,,,,,362211,,
362212,,1,14,,,,,,,<3623111>,<2>,<1>,,<self:flagZ1() and 1500 or 1000>,,,
362221,,,,,,,,,,,,,,,362221,,
362222,,,,enemyForce()|nodead,useOtherProcess(362221),,,,,<3622211>,<3>,<1>,,<0>,,,
362231,,,,enemyForce()|nodead,random(2),,,,,,,,,,362231,,
362232,,,,enemyForce()|nodead,useOtherProcess(362231),,,,,,,,,,362232,,
362233,,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.1>,,,
362234,,,,enemyForce()|nodead,useOtherProcess(362231),,,,,<3623212>,<1>,<1>,,<0>,,,
362235,,,,enemyForce()|nodead,useOtherProcess(362231),,,,,<3622211;3622211>,<3;3>,"<moreE(self:star(),11) and 1 or 0;moreE(self:star(),11) and 1 or 0>",,<0;0>,,,
362236,,,11,,,,,,,,,,,,,,
362237,,,,enemyForce()|nodead,,{process={keyNum=self:hasBuff(3622311) and 2 or 1;value=<useOtherProcess(362236);useOtherProcess(362231)>}},,,,<3622211>,<3>,<self:flagZ3() and 1 or 0>,,<0>,,,
362238,,1,14,,,,,,,<3622311>,<999>,<self:flagZ3() and 1 or 0>,,<0>,,,
362260,,1,14,,,,,,,<3622001>,<999>,<1>,,<0>,,,
362261,,1,14,,,,,,,<3622221>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,,
362262,,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
362263,,1,14,,,,,,,<3622611>,<999>,<1>,,<0>,,,
362264,,1,14,,,,,,,<3622711>,<999>,<1>,,<<0;self:hpMax();0;15>>,,,
362265,,1,14,,,,,,,<3622811>,<999>,<1>,,<0>,,,
362266,,1,14,,,,,,,<3622910>,<2>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
362267,,1,14,,,,,,,<3622810>,<999>,<1>,,<0>,,,
362311,,,,,,,,,,,,,,,362311,,
362312,,1,14,,,,,,,<3623112>,<2>,<1>,,<self:BhpMax()*(self:flagZ1() and 0.15 or 0.1)>,,,
362321,,,,,,,,,,,,,,,362321,,
362322,,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.1>,,,
362323,,,,enemyForce()|nodead,useOtherProcess(362321),,,,,<3623212>,<1>,<1>,,<0>,,,
362324,,,,enemyForce()|nodead,useOtherProcess(362321),,,,,<3623221>,<1>,<self:flagZ2() and 1 or 0>,,<0>,,,
362325,,,,enemyForce()|nodead,useOtherProcess(362321),,,,,<3623224>,<1>,<self:flagZ2() and 1 or 0>,,<-1>,,,
362331,,,,enemyForce()|nodead,random(3),,,,,,,,,,362331,,
362332,,,,enemyForce()|nodead,useOtherProcess(362331),,,,,,,,,,362332,,
362333,,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.15>,,,
362334,,,,enemyForce()|nodead,useOtherProcess(362331),,,,,<3623212>,<1>,<1>,,<0>,,,
362335,,1,14,,,,,,,<3623311>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,,
362336,,,11,,,,,,,<3623321>,<1>,<self:flagZ3() and 1 or 0>,,"<min(self:damage()*3,self:hpMax()*0.05)>",,,
362360,,1,14,,,,,,,<3623001;3623810;3623818>,<999;999;999>,"<1;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<0;0;0>,,,
362361,,1,14,,,,,,,<3623611>,<999>,<1>,,<self:BhpMax()*0.3>,,,
362362,,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
362363,,1,14,,,,,,,<3623711>,<999>,<1>,,<<0;self:hpMax();0;15>>,,,
362364,,1,14,,,,,,,<3623321>,<1>,<self:flagZ4() and 1 or 0>,,"<min(self:damage()*3,self:hpMax()*0.05)>",,,
362411,,,,,,,,,,,,,,,362411,,
362412,,,,enemyForce()|nodead,useOtherProcess(362411),,,,,<3621111>,<1>,<1>,,<self:Bdamage()*(self:flagZ1() and 0.3 or 0.2)>,,,
362421,,,,,,,,,,,,,,,362421,,
362422,,,,,,,,,,,,,,,362422,,
362423,,1,14,,,,,,,<3621211>,<2>,<1>,,<0>,,,
362424,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {9})",,,,,<3621211>,<2>,<1>,,<0>,,,
362431,,,,,,,,,,,,,,,,,
362460,,1,14,,,,,,,<3621001>,<999>,<1>,,<0>,,,
362461,,1,14,,,,,,,<3621221>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,,
362462,,1,14,,,,,,,<3621311>,<999>,<1>,,<0>,,,
362463,,1,14,,,,,,,<3621321>,<999>,<1>,,<0>,,,
362464,,1,14,,,,,,,<3622221>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,,
362465,,1,14,,,,,,,<3621611>,<999>,<1>,,"<<list(1,0,0);1;1;1;1>>",,,
362466,,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
362467,,1,14,,,,,,,<3621811>,<999>,<1>,,<0>,,,
362468,,1,14,,,,,,,<3621910>,<2>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
362469,,1,14,,,,,,,<3621810>,<999>,<1>,,<0>,,,
362470,,1,14,,,,,,,<3626001>,<999>,<1>,,<0>,,,
362511,,,,,,,,,,,,,,,362511,,
362512,,1,14,,,,,,,<3623111>,<2>,<1>,,<self:flagZ1() and 1500 or 1000>,,,
362521,,,,,,,,,,,,,,,362521,,
362522,,,,enemyForce()|nodead,useOtherProcess(362521),,,,,<3622211>,<3>,<1>,,<0>,,,
362531,,,,enemyForce()|nodead,random(2),,,,,,,,,,362531,,
362532,,,,enemyForce()|nodead,useOtherProcess(362531),,,,,,,,,,362532,,
362533,,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.1>,,,
362534,,,,enemyForce()|nodead,useOtherProcess(362531),,,,,<3623212>,<1>,<1>,,<0>,,,
362535,,,,enemyForce()|nodead,useOtherProcess(362531),,,,,<3622211;3622211>,<3;3>,"<moreE(self:star(),11) and 1 or 0;moreE(self:star(),11) and 1 or 0>",,<0;0>,,,
362536,,,11,,,,,,,,,,,,,,
362537,,,,enemyForce()|nodead,,{process={keyNum=self:hasBuff(3622311) and 2 or 1;value=<useOtherProcess(362236);useOtherProcess(362231)>}},,,,<3622211>,<3>,<self:flagZ3() and 1 or 0>,,<0>,,,
362538,,1,14,,,,,,,<3622311>,<999>,<self:flagZ3() and 1 or 0>,,<0>,,,
362560,,1,14,,,,,,,<3622001>,<999>,<1>,,<0>,,,
362561,,1,14,,,,,,,<3622221>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,,
362562,,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
362563,,1,14,,,,,,,<3622611>,<999>,<1>,,<0>,,,
362564,,1,14,,,,,,,<3622711>,<999>,<1>,,<<0;self:hpMax();0;15>>,,,
362565,,1,14,,,,,,,<3622811>,<999>,<1>,,<0>,,,
362566,,1,14,,,,,,,<3622910>,<2>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
362567,,1,14,,,,,,,<3622810>,<999>,<1>,,<0>,,,
362568,,1,14,,,,,,,<3626001>,<999>,<1>,,<0>,,,
362611,,,,,,,,,,,,,,,362611,,
362612,,1,14,,,,,,,<3623112>,<2>,<1>,,<self:BhpMax()*(self:flagZ1() and 0.15 or 0.1)>,,,
362621,,,,,,,,,,,,,,,362621,,
362622,,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.1>,,,
362623,,,,enemyForce()|nodead,useOtherProcess(362621),,,,,<3623212>,<1>,<1>,,<0>,,,
362624,,,,enemyForce()|nodead,useOtherProcess(362621),,,,,<3623221>,<1>,<self:flagZ2() and 1 or 0>,,<0>,,,
362625,,,,enemyForce()|nodead,useOtherProcess(362621),,,,,<3623224>,<1>,<self:flagZ2() and 1 or 0>,,<-1>,,,
362631,,,,enemyForce()|nodead,random(3),,,,,,,,,,362631,,
362632,,,,enemyForce()|nodead,useOtherProcess(362631),,,,,,,,,,362632,,
362633,,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.15>,,,
362634,,,,enemyForce()|nodead,useOtherProcess(362631),,,,,<3623212>,<1>,<1>,,<0>,,,
362635,,1,14,,,,,,,<3623311>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,,
362636,,,11,,,,,,,<3623321>,<1>,<self:flagZ3() and 1 or 0>,,"<min(self:damage()*3,self:hpMax()*0.05)>",,,
362660,,1,14,,,,,,,<3623001;3623810;3623818>,<999;999;999>,"<1;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<0;0;0>,,,
362661,,1,14,,,,,,,<3623611>,<999>,<1>,,<self:BhpMax()*0.3>,,,
362662,,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
362663,,1,14,,,,,,,<3623711>,<999>,<1>,,<<0;self:hpMax();0;15>>,,,
